Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.055911,[67 15] ; [ 3 24],[52.66055046 29.33944954] ; [17.33944954  9.66055046],1
b3,1,0.224257,1.476923,[13 41] ; [ 7 11],[15. 39.] ; [ 5. 13.],0
b2,1,0.224257,1.476923,[13 41] ; [ 7 11],[15. 39.] ; [ 5. 13.],0
p1,1,0.250153,1.322449,[ 6 75] ; [ 4 23],[ 7.5 73.5] ; [ 2.5 24.5],0
b5,1,0.291655,1.111967,[43 39] ; [11 16],[40.62385321 41.37614679] ; [13.37614679 13.62385321],0
d3,1,0.291655,1.111967,[43 39] ; [11 16],[40.62385321 41.37614679] ; [13.37614679 13.62385321],0
a6,1,0.292545,1.107873,[46 36] ; [12 15],[43.63302752 38.36697248] ; [14.36697248 12.63302752],0
d4,1,0.335571,0.927277,[54 28] ; [15 12],[51.90825688 30.09174312] ; [17.09174312  9.90825688],0
s2,1,0.38998,0.739003,[25 56] ; [ 6 21],[23.25 57.75] ; [ 7.75 19.25],0
p12,1,0.409847,0.679245,[ 1 80] ; [ 1 26],[ 1.5 79.5] ; [ 0.5 26.5],0
s5,1,0.445619,0.581771,[14 67] ; [ 3 24],[12.75 68.25] ; [ 4.25 22.75],0
d1,1,0.522198,0.409551,[33 49] ; [ 9 18],[31.59633028 50.40366972] ; [10.40366972 16.59633028],0
v1,1,0.529057,0.396202,[20 62] ; [ 5 22],[18.80733945 63.19266055] ; [ 6.19266055 20.80733945],0
a3,1,0.586322,0.296125,[46 36] ; [13 13],[44.7962963 37.2037037] ; [14.2037037 11.7962963],0
n5,1,0.605283,0.267102,[47 35] ; [17 10],[48.14678899 33.85321101] ; [15.85321101 11.14678899],0
b4,1,0.700488,0.147964,[46 36] ; [14 13],[45.13761468 36.86238532] ; [14.86238532 12.13761468],0
b1,1,0.700488,0.147964,[46 36] ; [14 13],[45.13761468 36.86238532] ; [14.86238532 12.13761468],0
a4,1,0.737426,0.112401,[31 50] ; [ 9 17],[30.28037383 50.71962617] ; [ 9.71962617 16.28037383],0
n1,1,0.815163,0.054649,[12 19] ; [ 6 11],[11.625 19.375] ; [ 6.375 10.625],0
p5,1,0.82728,0.047607,[ 4 78] ; [ 1 25],[ 3.7962963 78.2037037] ; [ 1.2037037 24.7962963],0
s4,1,0.866903,0.028087,[16 64] ; [ 5 22],[15.70093458 64.29906542] ; [ 5.29906542 21.70093458],0
d2,1,0.91369,0.011747,[42 40] ; [13 13],[41.75925926 40.24074074] ; [13.24074074 12.75925926],0
a8,1,0.961642,0.002313,[ 6 72] ; [ 2 25],[ 5.94285714 72.05714286] ; [ 2.05714286 24.94285714],0
n4,1,0.966312,0.001784,[52 30] ; [17 10],[51.90825688 30.09174312] ; [17.09174312  9.90825688],0
