Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.995519,[412  23] ; [74 19],[400.39772727  34.60227273] ; [85.60227273  7.39772727],1
p8,1,2e-06,22.770555,[258 172] ; [31 63],[237.15648855 192.84351145] ; [51.84351145 42.15648855],1
b1,1,0.000228,13.58682,[136 301] ; [48 46],[151.42749529 285.57250471] ; [32.57250471 61.42749529],1
n5,1,0.005669,7.6526,[354  81] ; [63 29],[344.20303605  90.79696395] ; [72.79696395 19.20303605],0
p7,1,0.009471,6.731713,[298 125] ; [52 40],[287.47572816 135.52427184] ; [62.52427184 29.47572816],0
n6,1,0.00978,6.674544,[387  47] ; [73 19],[379.54372624  54.45627376] ; [80.45627376 11.54372624],0
p12,1,0.013307,6.127784,[ 58 378] ; [ 4 90],[ 51.00377358 384.99622642] ; [10.99622642 83.00377358],0
r3,1,0.015673,5.839248,[425  11] ; [86  7],[421.16446125  14.83553875] ; [89.83553875  3.16446125],0
n4,1,0.019363,5.468394,[356  81] ; [65 27],[347.7826087  89.2173913] ; [73.2173913 18.7826087],0
b2,1,0.051533,3.790863,[111 164] ; [11 33],[105.17241379 169.82758621] ; [16.82758621 27.17241379],0
b3,1,0.051533,3.790863,[111 164] ; [11 33],[105.17241379 169.82758621] ; [16.82758621 27.17241379],0
r2,1,0.093751,2.80875,[408  21] ; [93  1],[410.9541109  18.0458891] ; [90.0458891  3.9541109],0
p3,1,0.100253,2.701512,[247 189] ; [44 49],[239.84120983 196.15879017] ; [51.15879017 41.84120983],0
p2,1,0.100436,2.698612,[383  52] ; [76 17],[378.15340909  56.84659091] ; [80.84659091 12.15340909],0
s1,1,0.102821,2.661228,[ 13 418] ; [ 6 86],[ 15.65774379 415.34225621] ; [ 3.34225621 88.65774379],0
a6,1,0.10921,2.565622,[308 127] ; [58 35],[301.53409091 133.46590909] ; [64.46590909 28.53409091],0
p1,1,0.15885,1.985139,[ 36 399] ; [12 81],[ 39.54545455 395.45454545] ; [ 8.45454545 84.54545455],0
s5,1,0.185384,1.753929,[187 238] ; [46 43],[192.65564202 232.34435798] ; [40.34435798 48.65564202],0
v3,1,0.211134,1.563634,[175 246] ; [31 59],[169.71819961 251.28180039] ; [36.28180039 53.71819961],0
p5,1,0.245722,1.347466,[ 67 367] ; [10 83],[ 63.41176471 370.58823529] ; [13.58823529 79.41176471],0
a4,1,0.248022,1.334412,[201 235] ; [49 44],[206.04914934 229.95085066] ; [43.95085066 49.04914934],0
v1,1,0.267026,1.23196,[254 166] ; [51 43],[249.22178988 170.77821012] ; [55.77821012 38.22178988],0
d2,1,0.276489,1.184268,[212 224] ; [51 42],[216.7637051 219.2362949] ; [46.2362949 46.7637051],0
s2,1,0.276948,1.182005,[284 150] ; [67 27],[288.51136364 145.48863636] ; [62.48863636 31.51136364],0
a1,1,0.285686,1.139839,[ 26 411] ; [ 3 91],[ 23.86629002 413.13370998] ; [ 5.13370998 88.86629002],0
s7,1,0.296583,1.089496,[263 162] ; [59 28],[267.28515625 157.71484375] ; [54.71484375 32.28515625],0
u2,1,0.322362,0.979339,[72 40] ; [14 12],[69.79710145 42.20289855] ; [16.20289855  9.79710145],0
s4,1,0.355282,0.854501,[ 87 344] ; [23 71],[ 90.3047619 340.6952381] ; [19.6952381 74.3047619],0
p6,1,0.365729,0.818125,[187 244] ; [36 58],[183.07238095 247.92761905] ; [39.92761905 54.07238095],0
p4,1,0.442774,0.589083,[291 144] ; [59 35],[287.80718336 147.19281664] ; [62.19281664 31.80718336],0
v4,1,0.444738,0.584028,[422  12] ; [90  4],[420.84848485  13.15151515] ; [91.15151515  2.84848485],0
d5,1,0.474212,0.512145,[361  74] ; [80 13],[363.32386364  71.67613636] ; [77.67613636 15.32386364],0
n3,1,0.499399,0.456214,[57 24] ; [29  9],[58.53781513 22.46218487] ; [27.46218487 10.53781513],0
s3,1,0.503097,0.448397,[307 124] ; [63 30],[304.33206107 126.66793893] ; [65.66793893 27.33206107],0
a3,1,0.505912,0.442513,[324 112] ; [66 27],[321.43667297 114.56332703] ; [68.56332703 24.43667297],0
r4,1,0.51728,0.419313,[408  29] ; [86  8],[406.54990584  30.45009416] ; [87.45009416  6.54990584],0
r1,1,0.573609,0.316682,[359  76] ; [79 14],[360.85227273  74.14772727] ; [77.14772727 15.85227273],0
a7,1,0.574783,0.314745,[317 119] ; [71 23],[319.18490566 116.81509434] ; [68.81509434 25.18490566],0
a5,1,0.597957,0.278088,[341  96] ; [71 23],[339.06591337  97.93408663] ; [72.93408663 21.06591337],0
n2,1,0.598996,0.276513,[64 18] ; [28 10],[62.86666667 19.13333333] ; [29.13333333  8.86666667],0
b5,1,0.621371,0.243946,[267 170] ; [60 34],[269.11299435 167.88700565] ; [57.88700565 36.11299435],0
u1,1,0.6314,0.230167,[ 88 349] ; [21 73],[ 89.70433145 347.29566855] ; [19.29566855 74.70433145],0
a8,1,0.631729,0.229723,[ 60 341] ; [11 74],[ 58.58230453 342.41769547] ; [12.41769547 72.58230453],0
v2,1,0.641373,0.216952,[248 170] ; [51 39],[246.02755906 171.97244094] ; [52.97244094 37.02755906],0
n1,1,0.642366,0.215661,[33 49] ; [17 21],[34.16666667 47.83333333] ; [15.83333333 22.16666667],0
d4,1,0.66476,0.187793,[368  67] ; [77 16],[366.61931818  68.38068182] ; [78.38068182 14.61931818],0
s8,1,0.702663,0.145716,[254 180] ; [53 41],[252.34469697 181.65530303] ; [54.65530303 39.34469697],0
a2,1,0.718524,0.129912,[113 324] ; [26 68],[114.39359699 322.60640301] ; [24.60640301 69.39359699],0
b4,1,0.74475,0.105996,[259 178] ; [54 40],[257.5913371 179.4086629] ; [55.4086629 38.5913371],0
d1,1,0.835748,0.042988,[270 167] ; [57 37],[269.11299435 167.88700565] ; [57.88700565 36.11299435],0
d3,1,0.890108,0.01909,[311 125] ; [67 26],[311.5463138 124.4536862] ; [66.4536862 26.5463138],0
u3,1,0.938167,0.006018,[68 44] ; [16 10],[68.17391304 43.82608696] ; [15.82608696 10.17391304],0
u4,1,0.995148,3.7e-05,[ 14 423] ; [ 3 91],[ 13.9905838 423.0094162] ; [ 3.0094162 90.9905838],0
