Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,53.189232,[ 92 148] ; [104  30],[125.77540107 114.22459893] ; [70.22459893 63.77540107],1
v1,1,0.000115,14.875818,[ 97 143] ; [82 52],[114.86631016 125.13368984] ; [64.13368984 69.86631016],1
s7,1,0.003055,8.774482,[ 54 184] ; [47 79],[ 66.03846154 171.96153846] ; [34.96153846 91.03846154],0
p3,1,0.004562,8.045309,[ 99 146] ; [75 60],[112.18421053 132.81578947] ; [61.81578947 73.18421053],0
n4,1,0.0072,7.222505,[177  68] ; [114  21],[187.61842105  57.38157895] ; [103.38157895  31.61842105],0
a3,1,0.007797,7.079471,[145  98] ; [99 36],[156.85714286  86.14285714] ; [87.14285714 47.85714286],0
p7,1,0.009097,6.803707,[132 111] ; [90 42],[143.856  99.144] ; [78.144 53.856],0
d1,1,0.010015,6.632241,[114 131] ; [82 54],[126.03674541 118.96325459] ; [69.96325459 66.03674541],0
a1,1,0.010231,6.594291,[  4 241] ; [  9 127],[  8.35958005 236.64041995] ; [  4.64041995 131.35958005],0
r4,1,0.011173,6.437636,[202  43] ; [125  11],[210.27559055  34.72440945] ; [116.72440945  19.27559055],0
d3,1,0.015277,5.884197,[148  97] ; [99 37],[158.832021  86.167979] ; [88.167979 47.832021],0
p6,1,0.016811,5.715979,[ 64 178] ; [51 82],[ 74.21333333 167.78666667] ; [40.78666667 92.21333333],0
p5,1,0.020212,5.393466,[ 18 227] ; [ 20 115],[ 24.5 220.5] ; [ 13.5 121.5],0
s8,1,0.024777,5.039375,[ 52 191] ; [43 92],[ 61.07142857 181.92857143] ; [ 33.92857143 101.07142857],0
v4,1,0.03272,4.560392,[223  21] ; [132   4],[227.94736842  16.05263158] ; [127.05263158   8.94736842],0
p12,1,0.036729,4.362911,[  8 235] ; [ 11 123],[ 12.24668435 230.75331565] ; [  6.75331565 127.24668435],0
r2,1,0.047819,3.916344,[215  25] ; [127   6],[220.0536193  19.9463807] ; [121.9463807  11.0536193],0
r1,1,0.055373,3.67082,[173  70] ; [109  27],[180.80738786  62.19261214] ; [101.19261214  34.80738786],0
n5,1,0.05969,3.545966,[177  66] ; [110  25],[184.5  58.5] ; [102.5  32.5],0
p4,1,0.06074,3.517051,[120 125] ; [78 54],[128.67374005 116.32625995] ; [69.32625995 62.67374005],0
d2,1,0.065008,3.404769,[ 95 148] ; [66 69],[103.5 139.5] ; [57.5 77.5],0
a2,1,0.076928,3.128642,[ 38 207] ; [ 31 105],[ 44.37007874 200.62992126] ; [ 24.62992126 111.37007874],0
d4,1,0.07802,3.105671,[182  63] ; [111  24],[188.90789474  56.09210526] ; [104.09210526  30.90789474],0
p10,1,0.09106,2.855539,[179  62] ; [109  24],[185.5828877  55.4171123] ; [102.4171123  30.5828877],0
a8,1,0.163211,1.944224,[ 23 202] ; [18 99],[ 26.97368421 198.02631579] ; [ 14.02631579 102.97368421],0
p11,1,0.170237,1.880853,[189  56] ; [113  23],[194.19947507  50.80052493] ; [107.80052493  28.19947507],0
a7,1,0.196235,1.670178,[164  81] ; [99 36],[169.56578947  75.43421053] ; [93.43421053 41.56578947],0
d5,1,0.197832,1.658311,[184  61] ; [110  26],[189.05511811  55.94488189] ; [104.94488189  31.05511811],0
r3,1,0.209343,1.575967,[225  19] ; [129   6],[227.90501319  16.09498681] ; [126.09498681   8.90501319],0
b5,1,0.246127,1.345154,[140 105] ; [86 50],[145.32808399  99.67191601] ; [80.67191601 55.32808399],0
p8,1,0.251899,1.312741,[117 125] ; [72 60],[122.29411765 119.70588235] ; [66.70588235 65.29411765],0
u4,1,0.260969,1.263611,[  1 244] ; [  2 134],[  1.92913386 243.07086614] ; [  1.07086614 134.92913386],0
a6,1,0.325624,0.966221,[159  86] ; [95 41],[163.33333333  81.66666667] ; [90.66666667 45.33333333],0
s4,1,0.328905,0.953203,[ 28 216] ; [ 11 122],[ 25.24137931 218.75862069] ; [ 13.75862069 119.24137931],0
s1,1,0.330144,0.948333,[  5 238] ; [  1 133],[  3.86737401 239.13262599] ; [  2.13262599 131.86737401],0
p9,1,0.332034,0.940949,[188  51] ; [111  23],[191.5844504  47.4155496] ; [107.4155496  26.5844504],0
s6,1,0.349756,0.874343,[107 133] ; [66 67],[111.31367292 128.68632708] ; [61.68632708 71.31367292],0
u2,1,0.39075,0.736607,[44 55] ; [19 17],[46.2 52.8] ; [16.8 19.2],0
b4,1,0.43048,0.621529,[143 102] ; [85 51],[146.61417323  98.38582677] ; [81.38582677 54.61417323],0
p1,1,0.506268,0.441772,[ 17 228] ; [ 12 124],[ 18.64829396 226.35170604] ; [ 10.35170604 125.64829396],0
b1,1,0.525946,0.402218,[ 89 156] ; [45 91],[ 86.167979 158.832021] ; [47.832021 88.167979],0
n1,1,0.538332,0.37864,[27 45] ; [ 7 16],[25.76842105 46.23157895] ; [ 8.23157895 14.76842105],0
s5,1,0.600722,0.273908,[ 50 189] ; [ 25 109],[ 48.05630027 190.94369973] ; [ 26.94369973 107.05630027],0
b3,1,0.686066,0.163377,[52 82] ; [34 60],[50.54385965 83.45614035] ; [35.45614035 58.54385965],0
b2,1,0.686066,0.163377,[52 82] ; [34 60],[50.54385965 83.45614035] ; [35.45614035 58.54385965],0
u1,1,0.715185,0.133153,[ 31 214] ; [ 19 117],[ 32.15223097 212.84776903] ; [ 17.84776903 118.15223097],0
p2,1,0.717804,0.130607,[194  51] ; [109  26],[195.35526316  49.64473684] ; [107.64473684  27.35526316],0
n2,1,0.820528,0.051468,[50 21] ; [17  8],[49.55208333 21.44791667] ; [17.44791667  7.55208333],0
a4,1,0.82543,0.04865,[ 94 148] ; [54 81],[ 95.00265252 146.99734748] ; [52.99734748 82.00265252],0
n3,1,0.837549,0.042037,[51 19] ; [18  6],[51.38297872 18.61702128] ; [17.61702128  6.38297872],0
u3,1,0.902927,0.014875,[47 52] ; [18 19],[47.31617647 51.68382353] ; [17.68382353 19.31617647],0
s3,1,0.928284,0.008101,[ 55 187] ; [ 31 103],[ 55.35106383 186.64893617] ; [ 30.64893617 103.35106383],0
a5,1,0.964896,0.001937,[167  78] ; [93 43],[167.19160105  77.80839895] ; [92.80839895 43.19160105],0
