Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-06,21.108533,[41 30] ; [211  42],[55.22222222 15.77777778] ; [196.77777778  56.22222222],1
p8,1,9e-06,19.80354,[20 52] ; [146 108],[36.66257669 35.33742331] ; [129.33742331 124.66257669],1
p9,1,0.000109,14.970457,[49 23] ; [222  32],[59.85276074 12.14723926] ; [211.14723926  42.85276074],1
b1,1,0.000371,12.673536,[42 32] ; [ 87 170],[28.83987915 45.16012085] ; [100.16012085 156.83987915],1
a3,1,0.00711,7.244899,[32 41] ; [158  99],[42.03030303 30.96969697] ; [147.96969697 109.03030303],0
n6,1,0.019604,5.4468,[51 22] ; [210  45],[58.08841463 14.91158537] ; [202.91158537  52.08841463],0
v4,1,0.033872,4.50116,[65  9] ; [240  13],[69.02140673  4.97859327] ; [235.97859327  17.02140673],0
p3,1,0.042346,4.121319,[25 49] ; [121 136],[32.64048338 41.35951662] ; [113.35951662 143.64048338],0
n4,1,0.050547,3.823218,[45 28] ; [188  68],[51.69908815 21.30091185] ; [181.30091185  74.69908815],0
p6,1,0.05669,3.631655,[17 55] ; [ 90 163],[23.70461538 48.29538462] ; [ 83.29538462 169.70461538],0
r1,1,0.059454,3.55255,[45 28] ; [187  69],[51.47720365 21.52279635] ; [180.52279635  75.47720365],0
r4,1,0.066236,3.373931,[56 18] ; [218  39],[61.25679758 12.74320242] ; [212.74320242  44.25679758],0
v2,1,0.069776,3.288272,[26 44] ; [122 125],[32.68138801 37.31861199] ; [115.31861199 131.68138801],0
b2,1,0.072267,3.23076,[ 6 26] ; [53 98],[10.31693989 21.68306011] ; [ 48.68306011 102.31693989],0
b3,1,0.072267,3.23076,[ 6 26] ; [53 98],[10.31693989 21.68306011] ; [ 48.68306011 102.31693989],0
a6,1,0.076982,3.127498,[37 37] ; [158  99],[43.59516616 30.40483384] ; [151.40483384 105.59516616],0
a5,1,0.080042,3.064056,[35 39] ; [151 106],[41.58308157 32.41691843] ; [144.41691843 112.58308157],0
n1,1,0.083511,2.995207,[ 6 20] ; [26 35],[ 9.56321839 16.43678161] ; [22.43678161 38.56321839],0
n3,1,0.096826,2.757059,[16 10] ; [48 13],[19.12643678  6.87356322] ; [44.87356322 16.12643678],0
r3,1,0.114358,2.492939,[64  9] ; [238  17],[67.21341463  5.78658537] ; [234.78658537  20.21341463],0
p7,1,0.122125,2.389849,[42 30] ; [171  80],[47.47987616 24.52012384] ; [165.52012384  85.47987616],0
u2,1,0.136925,2.212186,[16 23] ; [54 44],[19.9270073 19.0729927] ; [50.0729927 47.9270073],0
s2,1,0.146858,2.104591,[36 38] ; [100 155],[30.58966565 43.41033435] ; [105.41033435 149.58966565],0
a4,1,0.180193,1.796031,[14 60] ; [ 68 188],[18.38787879 55.61212121] ; [ 63.61212121 192.38787879],0
u1,1,0.195417,1.676299,[ 1 73] ; [ 12 245],[ 2.90634441 71.09365559] ; [ 10.09365559 246.90634441],0
s4,1,0.204102,1.612775,[16 58] ; [ 39 215],[12.40853659 61.59146341] ; [ 42.59146341 211.40853659],0
p1,1,0.223345,1.482747,[ 3 71] ; [ 21 234],[ 5.39817629 68.60182371] ; [ 18.60182371 236.39817629],0
b5,1,0.250953,1.317988,[47 27] ; [144 113],[42.70090634 31.29909366] ; [148.29909366 108.70090634],0
d5,1,0.264518,1.244959,[39 34] ; [156 101],[43.13636364 29.86363636] ; [151.86363636 105.13636364],0
n5,1,0.267342,1.230334,[48 25] ; [184  70],[51.79204893 21.20795107] ; [180.20795107  73.79204893],0
d4,1,0.277288,1.180332,[40 34] ; [157 100],[44.04229607 29.95770393] ; [152.95770393 104.04229607],0
s1,1,0.277937,1.177147,[ 3 68] ; [  5 249],[ 1.74769231 69.25230769] ; [  6.25230769 247.74769231],0
r2,1,0.323512,0.974697,[64 10] ; [228  24],[66.28220859  7.71779141] ; [225.71779141  26.28220859],0
u4,1,0.346616,0.885808,[ 1 73] ; [  1 256],[ 0.44712991 73.55287009] ; [  1.55287009 255.44712991],0
s8,1,0.35298,0.862715,[22 52] ; [ 91 165],[25.33939394 48.66060606] ; [ 87.66060606 168.33939394],0
a2,1,0.358994,0.84141,[ 3 71] ; [ 18 239],[ 4.69486405 69.30513595] ; [ 16.30513595 240.69486405],0
u3,1,0.390136,0.738517,[18 22] ; [52 46],[20.28985507 19.71014493] ; [49.71014493 48.28985507],0
s6,1,0.415719,0.662387,[42 31] ; [157  93],[44.9752322 28.0247678] ; [154.0247678  95.9752322],0
n2,1,0.442487,0.589825,[18  8] ; [47 14],[19.42528736  6.57471264] ; [45.57471264 15.42528736],0
p5,1,0.452952,0.563253,[ 6 67] ; [ 29 228],[ 7.74242424 65.25757576] ; [ 27.25757576 229.74242424],0
