Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,59.402011,[ 33 118] ; [145  89],[69.81298701 81.18701299] ; [108.18701299 125.81298701],1
v1,1,0.0,37.090436,[65 86] ; [173  61],[93.34545455 57.65454545] ; [144.65454545  89.34545455],1
a3,1,5.4e-05,16.289844,[100  52] ; [198  39],[116.44215938  35.55784062] ; [181.55784062  55.44215938],1
s4,1,0.001008,10.812428,[ 39 112] ; [ 30 206],[ 26.92248062 124.07751938] ; [ 42.07751938 193.92248062],0
a5,1,0.001508,10.068444,[108  45] ; [200  38],[120.52173913  32.47826087] ; [187.47826087  50.52173913],0
r1,1,0.001679,9.870847,[113  40] ; [205  32],[124.75384615  28.24615385] ; [193.24615385  43.75384615],0
r4,1,0.008422,6.941546,[134  19] ; [226  12],[140.86956522  12.13043478] ; [219.13043478  18.86956522],0
a2,1,0.009061,6.81076,[ 31 122] ; [ 77 161],[ 42.26086957 110.73913043] ; [ 65.73913043 172.26086957],0
n5,1,0.009431,6.739377,[111  41] ; [198  38],[121.05154639  30.94845361] ; [187.94845361  48.05154639],0
p10,1,0.00963,6.702089,[125  27] ; [215  21],[133.19587629  18.80412371] ; [206.80412371  29.19587629],0
d5,1,0.010623,6.527239,[122  30] ; [213  25],[130.56410256  21.43589744] ; [204.43589744  33.56410256],0
d1,1,0.010709,6.513057,[86 67] ; [164  74],[97.82608696 55.17391304] ; [152.17391304  85.82608696],0
n2,1,0.018122,5.584271,[15 12] ; [26  5],[19.0862069  7.9137931] ; [21.9137931  9.0862069],0
p11,1,0.023744,5.113222,[119  34] ; [206  32],[127.17391304  25.82608696] ; [197.82608696  40.17391304],0
n4,1,0.027109,4.883874,[120  33] ; [206  31],[127.89230769  25.10769231] ; [198.10769231  38.89230769],0
d2,1,0.034005,4.494435,[70 83] ; [135 103],[80.2173913 72.7826087] ; [124.7826087 113.2173913],0
u1,1,0.036361,4.380103,[ 26 127] ; [ 62 176],[ 34.43478261 118.56521739] ; [ 53.56521739 184.43478261],0
d4,1,0.042372,4.120268,[122  30] ; [209  29],[129.00512821  22.99487179] ; [201.99487179  36.00512821],0
b3,1,0.044991,4.018973,[30 65] ; [70 88],[37.54940711 57.45059289] ; [62.45059289 95.54940711],0
b2,1,0.044991,4.018973,[30 65] ; [70 88],[37.54940711 57.45059289] ; [62.45059289 95.54940711],0
s8,1,0.046611,3.959377,[69 83] ; [131 104],[78.55297158 73.44702842] ; [121.44702842 113.55297158],0
r2,1,0.049081,3.87258,[140  11] ; [229   7],[143.97674419   7.02325581] ; [225.02325581  10.97674419],0
a8,1,0.059549,3.549909,[ 12 127] ; [ 33 180],[ 17.76988636 121.23011364] ; [ 27.23011364 185.76988636],0
n3,1,0.06273,3.463689,[18  9] ; [27  4],[20.94827586  6.05172414] ; [24.05172414  6.94827586],0
p7,1,0.088074,2.909231,[114  37] ; [195  41],[120.56589147  30.43410853] ; [188.43410853  47.56589147],0
p12,1,0.088436,2.90261,[ 12 140] ; [ 32 205],[ 17.19280206 134.80719794] ; [ 26.80719794 210.19280206],0
d3,1,0.100118,2.703659,[102  51] ; [177  61],[109.17391304  43.82608696] ; [169.82608696  68.17391304],0
u4,1,0.118904,2.431698,[  1 152] ; [  7 231],[  3.13043478 149.86956522] ; [  4.86956522 233.13043478],0
a7,1,0.145942,2.114161,[106  47] ; [180  57],[112.2  40.8] ; [173.8  63.2],0
r3,1,0.15045,2.067684,[143   9] ; [230   7],[145.74807198   6.25192802] ; [227.25192802   9.74807198],0
n6,1,0.15055,2.06667,[130  23] ; [212  24],[134.51413882  18.48586118] ; [207.48586118  28.51413882],0
p9,1,0.158432,1.989131,[134  18] ; [219  18],[137.93316195  14.06683805] ; [215.06683805  21.93316195],0
b1,1,0.175687,1.833739,[73 80] ; [ 97 141],[66.52173913 86.47826087] ; [103.47826087 134.52173913],0
s7,1,0.180031,1.797366,[78 65] ; [138  86],[84.16348774 58.83651226] ; [131.83651226  92.16348774],0
b4,1,0.205159,1.605259,[82 71] ; [143  95],[88.04347826 64.95652174] ; [136.95652174 101.04347826],0
n1,1,0.245594,1.348197,[ 9 18] ; [15 16],[11.17241379 15.82758621] ; [12.82758621 18.17241379],0
a4,1,0.246755,1.341584,[67 86] ; [118 119],[72.57692308 80.42307692] ; [112.42307692 124.57692308],0
a6,1,0.331082,0.944663,[102  51] ; [169  68],[106.31538462  46.68461538] ; [164.68461538  72.31538462],0
v4,1,0.400635,0.706421,[146   7] ; [230   7],[147.50769231   5.49230769] ; [228.49230769   8.50769231],0
s5,1,0.423438,0.640754,[58 90] ; [ 98 128],[61.73262032 86.26737968] ; [ 94.26737968 131.73262032],0
s3,1,0.465501,0.532635,[93 59] ; [135 100],[89.5503876 62.4496124] ; [138.4496124  96.5503876],0
p8,1,0.530697,0.393056,[103  49] ; [167  69],[105.77319588  46.22680412] ; [164.22680412  71.77319588],0
b5,1,0.636028,0.223975,[85 68] ; [138 100],[87.26086957 65.73913043] ; [135.73913043 102.26086957],0
p1,1,0.667546,0.184486,[ 21 132] ; [ 29 208],[ 19.61538462 133.38461538] ; [ 30.38461538 206.61538462],0
p6,1,0.725586,0.123203,[75 76] ; [120 113],[76.6796875 74.3203125] ; [118.3203125 114.6796875],0
u3,1,0.734596,0.114933,[33 19] ; [24 16],[32.2173913 19.7826087] ; [24.7826087 15.2173913],0
s2,1,0.830898,0.045604,[82 71] ; [128 106],[83.02325581 69.97674419] ; [126.97674419 107.02325581],0
u2,1,0.841843,0.039815,[31 22] ; [22 17],[30.5326087 22.4673913] ; [22.4673913 16.5326087],0
a1,1,0.860323,0.030963,[  9 144] ; [ 13 225],[  8.60869565 144.39130435] ; [ 13.39130435 224.60869565],0
p4,1,0.874994,0.024749,[127  26] ; [199  39],[127.56521739  25.43478261] ; [198.43478261  39.56521739],0
s6,1,0.886794,0.020267,[105  42] ; [168  65],[105.60789474  41.39210526] ; [167.39210526  65.60789474],0
s1,1,0.951545,0.003693,[  4 148] ; [  6 231],[  3.90745501 148.09254499] ; [  6.09254499 230.90745501],0
p5,1,0.990823,0.000132,[ 29 124] ; [ 45 193],[ 28.95652174 124.04347826] ; [ 45.04347826 192.95652174],0
