Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00298,8.81992,[22 20] ; [34  7],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
v3,1,0.004911,7.912088,[ 8 32] ; [20 20],[14. 26.] ; [14. 26.],0
v4,1,0.028099,4.821985,[35  7] ; [40  1],[37.95180723  4.04819277] ; [37.04819277  3.95180723],0
p9,1,0.03763,4.321646,[28 13] ; [35  5],[31.88888889  9.11111111] ; [31.11111111  8.88888889],0
b5,1,0.042094,4.131409,[24 18] ; [32  9],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
d4,1,0.042883,4.1,[33  8] ; [39  2],[36.  5.] ; [36.  5.],0
p12,1,0.055114,3.678627,[ 3 39] ; [ 9 32],[ 6.07228916 35.92771084] ; [ 5.92771084 35.07228916],0
p5,1,0.055114,3.678627,[ 3 39] ; [ 9 32],[ 6.07228916 35.92771084] ; [ 5.92771084 35.07228916],0
s3,1,0.072468,3.226218,[22 20] ; [28 11],[25.92592593 16.07407407] ; [24.07407407 14.92592593],0
d5,1,0.106094,2.611465,[31 11] ; [36  5],[33.90361446  8.09638554] ; [33.09638554  7.90361446],0
s4,1,0.138206,2.197825,[13 28] ; [ 7 33],[10.12345679 30.87654321] ; [ 9.87654321 30.12345679],0
r4,1,0.14351,2.139911,[33  9] ; [37  4],[35.42168675  6.57831325] ; [34.57831325  6.42168675],0
p8,1,0.15323,2.039801,[ 5 36] ; [10 31],[ 7.5 33.5] ; [ 7.5 33.5],0
p2,1,0.188607,1.728462,[25 17] ; [30 11],[27.8313253 14.1686747] ; [27.1686747 13.8313253],0
s8,1,0.191105,1.709075,[15 27] ; [20 20],[17.92682927 24.07317073] ; [17.07317073 22.92682927],0
n6,1,0.221698,1.493345,[37  5] ; [32  9],[34.91566265  7.08433735] ; [34.08433735  6.91566265],0
v2,1,0.22283,1.486049,[17 24] ; [22 18],[19.74074074 21.25925926] ; [19.25925926 20.74074074],0
s1,1,0.263359,1.251011,[ 5 37] ; [ 2 38],[ 3.58536585 38.41463415] ; [ 3.41463415 36.58536585],0
n3,1,0.285049,1.142857,[10  4] ; [5 5],[8.75 5.25] ; [6.25 3.75],0
n2,1,0.307434,1.041667,[11  4] ; [9 1],[12.  3.] ; [8. 2.],0
u1,1,0.364198,0.823365,[ 6 36] ; [ 9 32],[ 7.59036145 34.40963855] ; [ 7.40963855 33.59036145],0
a5,1,0.368926,0.807278,[28 14] ; [31 10],[29.85542169 12.14457831] ; [29.14457831 11.85542169],0
p10,1,0.432335,0.616541,[30 11] ; [33  8],[31.5  9.5] ; [31.5  9.5],0
s7,1,0.434173,0.611635,[23 17] ; [19 20],[21.26582278 18.73417722] ; [20.73417722 18.26582278],0
a4,1,0.442999,0.588502,[19 23] ; [22 19],[20.74698795 21.25301205] ; [20.25301205 20.74698795],0
p3,1,0.446013,0.580763,[15 27] ; [18 23],[16.69879518 25.30120482] ; [16.30120482 24.69879518],0
u3,1,0.469064,0.524179,[7 5] ; [8 3],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
u2,1,0.509903,0.434266,[6 6] ; [7 4],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
s6,1,0.524949,0.40416,[36  6] ; [33  8],[34.91566265  7.08433735] ; [34.08433735  6.91566265],0
b2,1,0.538962,0.377467,[ 9 18] ; [10 14],[10.05882353 16.94117647] ; [ 8.94117647 15.05882353],0
b3,1,0.538962,0.377467,[ 9 18] ; [10 14],[10.05882353 16.94117647] ; [ 8.94117647 15.05882353],0
a2,1,0.554858,0.348686,[ 8 34] ; [10 31],[ 9.10843373 32.89156627] ; [ 8.89156627 32.10843373],0
d2,1,0.557663,0.343767,[23 18] ; [25 15],[24.2962963 16.7037037] ; [23.7037037 16.2962963],0
d1,1,0.559409,0.340729,[24 18] ; [26 15],[25.30120482 16.69879518] ; [24.69879518 16.30120482],0
a7,1,0.627379,0.235632,[28 13] ; [30 11],[29. 12.] ; [29. 12.],0
a8,1,0.643269,0.214493,[ 2 35] ; [ 3 34],[ 2.5 34.5] ; [ 2.5 34.5],0
r2,1,0.664604,0.187979,[39  3] ; [39  2],[39.46987952  2.53012048] ; [38.53012048  2.46987952],0
a1,1,0.664604,0.187979,[ 3 39] ; [ 2 39],[ 2.53012048 39.46987952] ; [ 2.46987952 38.53012048],0
p6,1,0.696342,0.152305,[ 7 35] ; [ 8 32],[ 7.68292683 34.31707317] ; [ 7.31707317 32.68292683],0
n4,1,0.699481,0.149012,[27 15] ; [28 13],[27.8313253 14.1686747] ; [27.1686747 13.8313253],0
n1,1,0.729165,0.11988,[8 6] ; [5 5],[7.58333333 6.41666667] ; [5.41666667 4.58333333],0
r3,1,0.745917,0.104994,[35  6] ; [36  5],[35.5  5.5] ; [35.5  5.5],0
n5,1,0.756043,0.096523,[28 14] ; [26 15],[27.3253012 14.6746988] ; [26.6746988 14.3253012],0
d3,1,0.756155,0.096431,[29 13] ; [27 14],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
p4,1,0.824994,0.048897,[20 21] ; [19 22],[19.5 21.5] ; [19.5 21.5],0
a3,1,0.859274,0.031435,[30 12] ; [30 11],[30.36144578 11.63855422] ; [29.63855422 11.36144578],0
b4,1,0.867213,0.027956,[29 13] ; [29 12],[29.34939759 12.65060241] ; [28.65060241 12.34939759],0
a6,1,0.886944,0.020213,[26 16] ; [26 15],[26.31325301 15.68674699] ; [25.68674699 15.31325301],0
p11,1,0.886944,0.020213,[26 16] ; [26 15],[26.31325301 15.68674699] ; [25.68674699 15.31325301],0
b1,1,0.897712,0.016526,[18 24] ; [17 24],[17.71084337 24.28915663] ; [17.28915663 23.71084337],0
p1,1,0.964005,0.002037,[ 6 36] ; [ 6 35],[ 6.07228916 35.92771084] ; [ 5.92771084 35.07228916],0
r1,1,1.0,0.0,[30 11] ; [30 11],[30. 11.] ; [30. 11.],0
