Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.781783,[25 56] ; [26  7],[36.23684211 44.76315789] ; [14.76315789 18.23684211],1
s6,1,2.2e-05,18.049322,[36 45] ; [29  4],[46.18421053 34.81578947] ; [18.81578947 14.18421053],1
p6,1,7.1e-05,15.796132,[14 63] ; [18 14],[22.60550459 54.39449541] ; [ 9.39449541 22.60550459],1
b4,1,0.000421,12.436843,[37 44] ; [27  6],[45.47368421 35.52631579] ; [18.52631579 14.47368421],1
r4,1,0.000421,12.436843,[37 44] ; [27  6],[45.47368421 35.52631579] ; [18.52631579 14.47368421],1
s4,1,0.006677,7.357791,[ 8 73] ; [10 23],[12.78947368 68.21052632] ; [ 5.21052632 27.78947368],0
s3,1,0.015803,5.82468,[31 49] ; [21 12],[36.81415929 43.18584071] ; [15.18584071 17.81415929],0
d4,1,0.016531,5.745472,[60 21] ; [31  2],[64.65789474 16.34210526] ; [26.34210526  6.65789474],0
p3,1,0.018273,5.569762,[31 48] ; [21 12],[36.67857143 42.32142857] ; [15.32142857 17.67857143],0
r2,1,0.019467,5.459042,[57 20] ; [30  2],[61.4587156 15.5412844] ; [25.5412844  6.4587156],0
s8,1,0.019646,5.443122,[21 60] ; [16 17],[26.28947368 54.71052632] ; [10.71052632 22.28947368],0
p5,1,0.020257,5.389633,[ 5 74] ; [ 7 26],[ 8.46428571 70.53571429] ; [ 3.53571429 29.46428571],0
v4,1,0.022254,5.225815,[61 20] ; [31  2],[65.36842105 15.63157895] ; [26.63157895  6.36842105],0
a6,1,0.029279,4.751128,[61 20] ; [18 15],[56.13157895 24.86842105] ; [22.86842105 10.13157895],0
v2,1,0.041564,4.152859,[27 53] ; [17 14],[31.71171171 48.28828829] ; [12.28828829 18.71171171],0
v1,1,0.046072,3.978947,[27 49] ; [18 14],[31.66666667 44.33333333] ; [13.33333333 18.66666667],0
s7,1,0.048346,3.897917,[26 50] ; [17 14],[30.54205607 45.45794393] ; [12.45794393 18.54205607],0
d3,1,0.053349,3.732947,[43 38] ; [24  9],[47.60526316 33.39473684] ; [19.39473684 13.60526316],0
p10,1,0.055477,3.667687,[53 26] ; [28  5],[57.13392857 21.86607143] ; [23.86607143  9.13392857],0
n6,1,0.077378,3.119134,[58 22] ; [29  4],[61.59292035 18.40707965] ; [25.40707965  7.59292035],0
d1,1,0.0809,3.046725,[42 39] ; [23 10],[46.18421053 34.81578947] ; [18.81578947 14.18421053],0
p1,1,0.089127,2.890077,[ 6 75] ; [ 6 27],[ 8.52631579 72.47368421] ; [ 3.47368421 29.52631579],0
p8,1,0.0951,2.785859,[28 50] ; [17 15],[31.90909091 46.09090909] ; [13.09090909 18.90909091],0
p2,1,0.128794,2.306976,[48 31] ; [25  8],[51.49107143 27.50892857] ; [21.50892857 11.49107143],0
n3,1,0.137348,2.207425,[21  9] ; [6 7],[18.8372093 11.1627907] ; [8.1627907 4.8372093],0
a1,1,0.146135,2.112134,[ 7 74] ; [ 6 27],[ 9.23684211 71.76315789] ; [ 3.76315789 29.23684211],0
p4,1,0.167464,1.905497,[39 40] ; [21 12],[42.32142857 36.67857143] ; [17.67857143 15.32142857],0
p9,1,0.185693,1.751459,[60 18] ; [29  4],[62.54054054 15.45945946] ; [26.45945946  6.54054054],0
b5,1,0.208977,1.578497,[52 29] ; [17 16],[49.02631579 31.97368421] ; [19.97368421 13.02631579],0
s1,1,0.242714,1.364759,[ 3 78] ; [ 3 30],[ 4.26315789 76.73684211] ; [ 1.73684211 31.26315789],0
p7,1,0.256104,1.289697,[38 42] ; [19 13],[40.71428571 39.28571429] ; [16.28571429 15.71428571],0
u3,1,0.26501,1.242394,[ 7 11] ; [5 3],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
a2,1,0.268071,1.226593,[17 64] ; [ 4 29],[14.92105263 66.07894737] ; [ 6.07894737 26.92105263],0
a4,1,0.35566,0.853159,[36 44] ; [18 15],[38.2300885 41.7699115] ; [15.7699115 17.2300885],0
p12,1,0.358905,0.841722,[ 2 77] ; [ 2 31],[ 2.82142857 76.17857143] ; [ 1.17857143 31.82142857],0
d2,1,0.422434,0.643535,[43 37] ; [15 18],[41.0619469 38.9380531] ; [16.9380531 16.0619469],0
r3,1,0.456609,0.554194,[63 17] ; [28  5],[64.42477876 15.57522124] ; [26.57522124  6.42477876],0
v3,1,0.502739,0.449151,[19 61] ; [ 9 21],[20.36363636 59.63636364] ; [ 7.63636364 22.36363636],0
u4,1,0.507764,0.438672,[ 1 80] ; [ 1 32],[ 1.42105263 79.57894737] ; [ 0.57894737 32.42105263],0
b2,1,0.523312,0.407362,[18 31] ; [ 9 11],[19.17391304 29.82608696] ; [ 7.82608696 12.17391304],0
b3,1,0.523312,0.407362,[18 31] ; [ 9 11],[19.17391304 29.82608696] ; [ 7.82608696 12.17391304],0
u2,1,0.52518,0.403708,[ 7 12] ; [4 4],[ 7.74074074 11.25925926] ; [3.25925926 4.74074074],0
u1,1,0.580155,0.305984,[ 5 76] ; [ 3 30],[ 5.68421053 75.31578947] ; [ 2.31578947 30.68421053],0
a8,1,0.619217,0.246969,[ 7 72] ; [ 2 31],[ 6.34821429 72.65178571] ; [ 2.65178571 30.34821429],0
n2,1,0.642053,0.216067,[21  9] ; [10  3],[21.62790698  8.37209302] ; [9.37209302 3.62790698],0
n5,1,0.660611,0.192782,[59 21] ; [23 10],[58.05309735 21.94690265] ; [23.94690265  9.05309735],0
a7,1,0.664565,0.188025,[48 33] ; [21 12],[49.02631579 31.97368421] ; [19.97368421 13.02631579],0
b1,1,0.703457,0.1449,[40 41] ; [15 18],[39.07894737 41.92105263] ; [15.92105263 17.07894737],0
n1,1,0.772537,0.083554,[12 17] ; [6 7],[12.42857143 16.57142857] ; [5.57142857 7.42857143],0
d5,1,0.781727,0.076768,[67 14] ; [28  5],[67.5 13.5] ; [27.5  5.5],0
p11,1,0.838576,0.0415,[58 23] ; [23 10],[57.55263158 23.44736842] ; [23.44736842  9.55263158],0
n4,1,0.898403,0.016302,[55 26] ; [22 11],[54.71052632 26.28947368] ; [22.28947368 10.71052632],0
a3,1,0.9287,0.008007,[62 19] ; [25  8],[61.81578947 19.18421053] ; [25.18421053  7.81578947],0
