Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,59.538578,[110  27] ; [ 59 105],[76.92026578 60.07973422] ; [92.07973422 71.92026578],1
p8,1,0.0,28.672025,[85 51] ; [ 51 111],[62.06711409 73.93288591] ; [73.93288591 88.06711409],1
p6,1,1e-06,24.619934,[71 63] ; [ 41 123],[50.36241611 83.63758389] ; [ 61.63758389 102.36241611],1
p5,1,0.000207,13.767098,[ 22 114] ; [  6 158],[ 12.69333333 123.30666667] ; [ 15.30666667 148.69333333],1
a5,1,0.001179,10.522188,[105  32] ; [98 68],[91.78547855 45.21452145] ; [111.21452145  54.78547855],0
p7,1,0.004149,8.217346,[98 37] ; [88 68],[86.28865979 48.71134021] ; [99.71134021 56.28865979],0
p1,1,0.007009,7.270536,[ 16 120] ; [  6 159],[  9.94019934 126.05980066] ; [ 12.05980066 152.94019934],0
d1,1,0.00889,6.84488,[85 52] ; [78 88],[73.69966997 63.30033003] ; [89.30033003 76.69966997],0
d2,1,0.010494,6.549105,[78 59] ; [70 96],[66.91749175 70.08250825] ; [81.08250825 84.91749175],0
u1,1,0.021514,5.28469,[ 30 107] ; [ 20 146],[ 22.60726073 114.39273927] ; [ 27.39273927 138.60726073],0
s8,1,0.022015,5.244565,[80 57] ; [75 91],[70.08250825 66.91749175] ; [84.91749175 81.08250825],0
n4,1,0.022098,5.238067,[109  27] ; [113  52],[100.30564784  35.69435216] ; [121.69435216  43.30564784],0
p9,1,0.024486,5.059891,[121  16] ; [128  35],[113.71  23.29] ; [135.29  27.71],0
s5,1,0.038754,4.271603,[57 70] ; [ 52 106],[48.57192982 78.42807018] ; [60.42807018 97.57192982],0
d5,1,0.045078,4.015722,[111  26] ; [118  48],[103.54125413  33.45874587] ; [125.45874587  40.54125413],0
s6,1,0.049618,3.854336,[115  19] ; [126  38],[108.36912752  25.63087248] ; [132.63087248  31.36912752],0
n6,1,0.050243,3.833335,[114  22] ; [123  42],[107.08305648  28.91694352] ; [129.91694352  35.08305648],0
p12,1,0.058465,3.580403,[ 12 123] ; [  6 158],[  8.1270903 126.8729097] ; [  9.8729097 154.1270903],0
a3,1,0.066613,3.364566,[103  34] ; [108  57],[95.71854305 41.28145695] ; [115.28145695  49.71854305],0
p2,1,0.074416,3.182821,[118  18] ; [131  35],[112.13245033  23.86754967] ; [136.86754967  29.13245033],0
b1,1,0.076288,3.142254,[65 72] ; [ 62 104],[57.42244224 79.57755776] ; [69.57755776 96.42244224],0
s7,1,0.077885,3.108499,[84 46] ; [87 73],[76.65517241 53.34482759] ; [94.34482759 65.65517241],0
b3,1,0.090379,2.867603,[37 56] ; [27 69],[31.49206349 61.50793651] ; [32.50793651 63.49206349],0
b2,1,0.090379,2.867603,[37 56] ; [27 69],[31.49206349 61.50793651] ; [32.50793651 63.49206349],0
n5,1,0.116308,2.466352,[104  32] ; [112  52],[97.92 38.08] ; [118.08  45.92],0
p11,1,0.142443,2.15137,[106  31] ; [116  50],[100.37623762  36.62376238] ; [121.62376238  44.37623762],0
n2,1,0.159472,1.979222,[18  8] ; [40  8],[20.37837838  5.62162162] ; [37.62162162 10.37837838],0
p10,1,0.163081,1.945426,[113  23] ; [124  38],[108.16107383  27.83892617] ; [128.83892617  33.16107383],0
a4,1,0.170945,1.874634,[63 74] ; [ 63 102],[57.1589404 79.8410596] ; [68.8410596 96.1589404],0
r4,1,0.182574,1.776547,[122  15] ; [139  27],[118.00990099  18.99009901] ; [142.99009901  23.00990099],0
a2,1,0.199088,1.649052,[ 33 104] ; [ 30 136],[ 28.48514851 108.51485149] ; [ 34.51485149 131.48514851],0
s2,1,0.201735,1.629767,[107  30] ; [119  47],[102.18481848  34.81518152] ; [123.81518152  42.18481848],0
r3,1,0.213357,1.548498,[130   6] ; [151  13],[127.38666667   8.61333333] ; [153.61333333  10.38666667],0
d4,1,0.23678,1.399664,[116  21] ; [131  34],[112.04966887  24.95033113] ; [134.95033113  30.04966887],0
b4,1,0.312474,1.020188,[83 54] ; [91 75],[78.67326733 58.32673267] ; [95.32673267 70.67326733],0
s1,1,0.313472,1.015989,[  5 132] ; [ 10 151],[  6.89597315 130.10402685] ; [  8.10402685 152.89597315],0
a8,1,0.340669,0.907913,[ 18 115] ; [ 27 126],[ 20.92657343 112.07342657] ; [ 24.07342657 128.92657343],0
s4,1,0.343329,0.897962,[40 96] ; [ 40 123],[36.38795987 99.61204013] ; [ 43.61204013 119.38795987],0
u3,1,0.354926,0.855766,[23 11] ; [33 24],[20.92307692 13.07692308] ; [35.07692308 21.92307692],0
b5,1,0.438053,0.601378,[79 58] ; [103  63],[82.29042904 54.70957096] ; [99.70957096 66.29042904],0
v4,1,0.461267,0.542819,[129   8] ; [149  13],[127.37792642   9.62207358] ; [150.62207358  11.37792642],0
a6,1,0.47863,0.501983,[92 45] ; [105  61],[89.07260726 47.92739274] ; [107.92739274  58.07260726],0
v2,1,0.539027,0.377347,[54 80] ; [57 98],[51.46712803 82.53287197] ; [59.53287197 95.46712803],0
a7,1,0.589079,0.291785,[98 39] ; [114  52],[95.85478548 41.14521452] ; [116.14521452  49.85478548],0
u2,1,0.626859,0.236345,[20 14] ; [30 26],[18.88888889 15.11111111] ; [31.11111111 24.88888889],0
r2,1,0.654459,0.200324,[129   6] ; [152   9],[128.15878378   6.84121622] ; [152.84121622   8.15878378],0
n3,1,0.669156,0.182591,[20  6] ; [34 13],[19.23287671  6.76712329] ; [34.76712329 12.23287671],0
d3,1,0.695536,0.153157,[87 50] ; [109  57],[88.62046205 48.37953795] ; [107.37953795  58.62046205],0
a1,1,0.733951,0.115515,[  6 131] ; [  6 160],[  5.42574257 131.57425743] ; [  6.57425743 159.42574257],0
v1,1,0.778825,0.078877,[57 74] ; [67 93],[55.82130584 75.17869416] ; [68.17869416 91.82130584],0
n1,1,0.793803,0.068317,[13 13] ; [22 25],[12.46575342 13.53424658] ; [22.53424658 24.46575342],0
u4,1,0.846502,0.037475,[  2 135] ; [  2 164],[  1.80858086 135.19141914] ; [  2.19141914 163.80858086],0
r1,1,0.93302,0.007064,[105  30] ; [129  36],[105.3  29.7] ; [128.7  36.3],0
