Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,25.008301,[ 3 28] ; [20  7],[12.29310345 18.70689655] ; [10.70689655 16.29310345],1
p11,1,0.00072,11.436716,[ 7 24] ; [18  9],[13.36206897 17.63793103] ; [11.63793103 15.36206897],1
p2,1,0.00112,10.617125,[ 6 25] ; [16 10],[11.96491228 19.03508772] ; [10.03508772 15.96491228],0
r3,1,0.003781,8.385931,[12 19] ; [20  6],[17.40350877 13.59649123] ; [14.59649123 11.40350877],0
n2,1,0.021985,5.246983,[ 5 12] ; [5 1],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
n1,1,0.021985,5.246983,[ 5 12] ; [5 1],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
s8,1,0.041029,4.174833,[ 2 29] ; [ 7 20],[ 4.81034483 26.18965517] ; [ 4.18965517 22.81034483],0
a5,1,0.059637,3.547462,[13 18] ; [18  9],[16.56896552 14.43103448] ; [14.43103448 12.56896552],0
n6,1,0.063217,3.450922,[11 19] ; [16 10],[14.46428571 15.53571429] ; [12.53571429 13.46428571],0
n3,1,0.075529,3.158571,[ 7 10] ; [5 1],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
a8,1,0.127508,2.322581,[ 2 29] ; [ 5 20],[ 3.875 27.125] ; [ 3.125 21.875],0
n5,1,0.128403,2.31171,[17 14] ; [20  7],[19.77586207 11.22413793] ; [17.22413793  9.77586207],0
v1,1,0.135916,2.223603,[ 7 24] ; [11 16],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
p4,1,0.135916,2.223603,[ 7 24] ; [11 16],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
p7,1,0.13633,2.218902,[ 8 23] ; [12 15],[10.68965517 20.31034483] ; [ 9.31034483 17.68965517],0
d1,1,0.175791,1.832855,[12 19] ; [ 6 21],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
d2,1,0.187084,1.740433,[14 16] ; [ 8 19],[11.57894737 18.42105263] ; [10.42105263 16.57894737],0
r4,1,0.22524,1.470668,[ 6 25] ; [ 9 18],[ 8.01724138 22.98275862] ; [ 6.98275862 20.01724138],0
v2,1,0.227632,1.455595,[ 7 24] ; [10 17],[ 9.0862069 21.9137931] ; [ 7.9137931 19.0862069],0
b3,1,0.237867,1.393189,[ 8 11] ; [ 4 13],[ 6.33333333 12.66666667] ; [ 5.66666667 11.33333333],0
b2,1,0.237867,1.393189,[ 8 11] ; [ 4 13],[ 6.33333333 12.66666667] ; [ 5.66666667 11.33333333],0
p8,1,0.244171,1.356352,[ 5 25] ; [ 8 19],[ 6.84210526 23.15789474] ; [ 6.15789474 20.84210526],0
d5,1,0.265539,1.239649,[15 16] ; [17 10],[17.10344828 13.89655172] ; [14.89655172 12.10344828],0
