Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,144.044335,[  9 101] ; [365 156],[65.19809826 44.80190174] ; [308.80190174 212.19809826],1
d4,1,0.0,88.282024,[58 52] ; [466  54],[91.49206349 18.50793651] ; [432.50793651  87.49206349],1
d3,1,0.0,41.938605,[49 61] ; [394 127],[77.22662441 32.77337559] ; [365.77337559 155.22662441],1
d2,1,0.0,29.74565,[26 84] ; [271 248],[51.93958665 58.06041335] ; [245.06041335 273.93958665],1
a5,1,0.0,26.152009,[62 48] ; [414 107],[82.97939778 27.02060222] ; [393.02060222 127.97939778],1
a4,1,8e-06,19.861132,[27 82] ; [250 270],[48.00158983 60.99841017] ; [228.99841017 291.00158983],1
u1,1,7.7e-05,15.640461,[  5 105] ; [106 415],[19.35023772 90.64976228] ; [ 91.64976228 429.35023772],1
n4,1,8e-05,15.564292,[72 37] ; [431  90],[87.02698413 21.97301587] ; [415.97301587 105.02698413],1
a2,1,0.000283,13.180915,[11 99] ; [136 385],[25.62599049 84.37400951] ; [121.37400951 399.62599049],1
r3,1,0.000414,12.46873,[99 10] ; [505  12],[105.16932907   3.83067093] ; [498.83067093  18.16932907],1
a3,1,0.000711,11.459109,[66 44] ; [394 126],[80.31746032 29.68253968] ; [379.68253968 140.31746032],1
r4,1,0.00225,9.333144,[91 19] ; [480  41],[99.54041204 10.45958796] ; [471.45958796  49.54041204],0
p4,1,0.005745,7.628446,[58 51] ; [349 171],[70.52941176 38.47058824] ; [336.47058824 183.52941176],0
v2,1,0.013245,6.136114,[50 55] ; [306 198],[61.37931034 43.62068966] ; [294.62068966 209.37931034],0
r2,1,0.014147,6.019754,[97 12] ; [487  25],[102.50563607   6.49436393] ; [481.49436393  30.50563607],0
n5,1,0.01493,5.924653,[75 34] ; [411 106],[84.62300319 24.37699681] ; [401.37699681 115.62300319],0
v1,1,0.018674,5.531758,[49 58] ; [294 211],[59.96895425 47.03104575] ; [283.03104575 221.96895425],0
p1,1,0.02216,5.233203,[16 94] ; [ 40 479],[  9.79332273 100.20667727] ; [ 46.20667727 472.79332273],0
v3,1,0.024339,5.070286,[33 75] ; [213 291],[43.41176471 64.58823529] ; [202.58823529 301.41176471],0
p10,1,0.026212,4.94196,[88 20] ; [461  56],[94.8672 13.1328] ; [454.1328  62.8672],0
r1,1,0.02963,4.730652,[81 29] ; [427  90],[89.12280702 20.87719298] ; [418.87719298  98.12280702],0
p3,1,0.030042,4.706879,[48 62] ; [286 234],[58.31746032 51.68253968] ; [275.68253968 244.31746032],0
a7,1,0.057695,3.602441,[73 37] ; [390 129],[80.96979332 29.03020668] ; [382.03020668 136.96979332],0
s6,1,0.117368,2.452103,[65 42] ; [349 160],[71.91233766 35.08766234] ; [342.08766234 166.91233766],0
n6,1,0.131754,2.271715,[91 19] ; [456  62],[95.81210191 14.18789809] ; [451.18789809  66.81210191],0
s5,1,0.145264,2.121296,[30 77] ; [178 325],[36.4852459 70.5147541] ; [171.5147541 331.4852459],0
u3,1,0.146358,2.109803,[21 23] ; [76 50],[25.10588235 18.89411765] ; [71.89411765 54.10588235],0
s2,1,0.188334,1.730605,[48 61] ; [262 252],[54.23756019 54.76243981] ; [255.76243981 258.23756019],0
s8,1,0.201937,1.62831,[43 66] ; [239 279],[49.02392344 59.97607656] ; [232.97607656 285.02392344],0
a6,1,0.211832,1.558861,[71 39] ; [367 153],[76.47619048 33.52380952] ; [361.52380952 158.47619048],0
n3,1,0.217434,1.521227,[19  3] ; [74 26],[16.7704918  5.2295082] ; [76.2295082 23.7704918],0
b1,1,0.28001,1.167039,[42 68] ; [171 350],[37.13153724 72.86846276] ; [175.86846276 345.13153724],0
a8,1,0.304373,1.054934,[12 90] ; [ 74 395],[15.36252189 86.63747811] ; [ 70.63747811 398.36252189],0
s4,1,0.353703,0.860129,[20 89] ; [ 76 437],[16.82315113 92.17684887] ; [ 79.17684887 433.82315113],0
p7,1,0.360051,0.837716,[72 35] ; [365 144],[75.90746753 31.09253247] ; [361.09253247 147.90746753],0
p6,1,0.421401,0.646405,[39 69] ; [207 307],[42.71382637 65.28617363] ; [203.28617363 310.71382637],0
p9,1,0.422146,0.644332,[95 13] ; [467  49],[97.26923077 10.73076923] ; [464.73076923  51.26923077],0
n2,1,0.461558,0.542115,[15  7] ; [75 24],[16.36363636  5.63636364] ; [73.63636364 25.36363636],0
v4,1,0.508318,0.437528,[104   5] ; [498  17],[105.15705128   3.84294872] ; [496.84294872  18.15705128],0
b4,1,0.520316,0.413267,[67 43] ; [300 221],[63.977813 46.022187] ; [303.022187 217.977813],0
