Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,144.044335,[  9 101] ; [365 156],[65.19809826 44.80190174] ; [308.80190174 212.19809826],1
u2,1,0.564299,0.332315,[24 20] ; [75 51],[25.62352941 18.37647059] ; [73.37647059 52.62352941],0
b2,1,0.684156,0.165484,[28 40] ; [126 201],[26.51139241 41.48860759] ; [127.48860759 199.51139241],0
b3,1,0.684156,0.165484,[28 40] ; [126 201],[26.51139241 41.48860759] ; [127.48860759 199.51139241],0
s3,1,0.722585,0.126029,[63 45] ; [288 222],[61.33980583 46.66019417] ; [289.66019417 220.33980583],0
s7,1,0.763124,0.090831,[50 54] ; [249 252],[51.39834711 52.60165289] ; [247.60165289 253.39834711],0
s1,1,0.769909,0.085553,[  2 105] ; [ 12 503],[  2.40836013 104.59163987] ; [ 11.59163987 503.40836013],0
p12,1,0.796709,0.066362,[10 98] ; [ 44 474],[ 9.31629393 98.68370607] ; [ 44.68370607 473.31629393],0
b5,1,0.827033,0.047746,[64 46] ; [309 212],[65.02377179 44.97622821] ; [307.97622821 213.02377179],0
p8,1,0.854442,0.033655,[65 43] ; [313 199],[65.84516129 42.15483871] ; [312.15483871 199.84516129],0
n1,1,0.891309,0.018673,[ 7 15] ; [33 66],[ 7.27272727 14.72727273] ; [32.72727273 66.27272727],0
u4,1,0.949295,0.004044,[  2 108] ; [  9 511],[  1.92063492 108.07936508] ; [  9.07936508 510.92063492],0
p5,1,0.964274,0.002006,[14 96] ; [ 67 453],[14.14285714 95.85714286] ; [ 66.85714286 453.14285714],0
a1,1,0.977825,0.000773,[  5 105] ; [ 24 497],[  5.05546751 104.94453249] ; [ 23.94453249 497.05546751],0
