Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5.9e-05,16.127646,[23 21] ; [ 9 50],[13.66990291 30.33009709] ; [18.33009709 40.66990291],1
a6,1,0.835086,0.04334,[29 17] ; [39 21],[29.50943396 16.49056604] ; [38.49056604 21.50943396],0
b4,1,0.835086,0.04334,[29 17] ; [39 21],[29.50943396 16.49056604] ; [38.49056604 21.50943396],0
d4,1,0.840284,0.040614,[39  7] ; [50 10],[38.62264151  7.37735849] ; [50.37735849  9.62264151],0
r1,1,0.845883,0.037781,[36 10] ; [46 14],[35.58490566 10.41509434] ; [46.41509434 13.58490566],0
p9,1,0.846418,0.037516,[32 14] ; [40 19],[31.54285714 14.45714286] ; [40.45714286 18.54285714],0
v2,1,0.927179,0.008353,[25 21] ; [31 27],[24.76923077 21.23076923] ; [31.23076923 26.76923077],0
a7,1,0.961456,0.002335,[32 14] ; [42 18],[32.11320755 13.88679245] ; [41.88679245 18.11320755],0
v1,1,0.971712,0.001257,[18 27] ; [23 35],[17.91262136 27.08737864] ; [23.08737864 34.91262136],0
b2,1,1.0,0.0,[11 22] ; [13 26],[11. 22.] ; [13. 26.],0
b3,1,1.0,0.0,[11 22] ; [13 26],[11. 22.] ; [13. 26.],0
