Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5.9e-05,16.127646,[23 21] ; [ 9 50],[13.66990291 30.33009709] ; [18.33009709 40.66990291],1
p4,1,0.000198,13.853755,[30 16] ; [17 42],[20.59047619 25.40952381] ; [26.40952381 32.59047619],1
b1,1,0.001482,10.101059,[28 18] ; [18 42],[19.96226415 26.03773585] ; [26.03773585 33.96226415],0
p7,1,0.004299,8.15281,[32 14] ; [25 35],[24.73584906 21.26415094] ; [32.26415094 27.73584906],0
p8,1,0.045448,4.001938,[22 24] ; [17 42],[17.08571429 28.91428571] ; [21.91428571 37.08571429],0
a8,1,0.063737,3.437374,[ 2 41] ; [ 9 45],[ 4.87628866 38.12371134] ; [ 6.12371134 47.87628866],0
u3,1,0.076523,3.137255,[10  5] ; [ 6 11],[7.5 7.5] ; [8.5 8.5],0
n6,1,0.104965,2.628443,[26 20] ; [43 17],[29.94339623 16.05660377] ; [39.05660377 20.94339623],0
a5,1,0.115041,2.483563,[37  9] ; [40 20],[33.41509434 12.58490566] ; [43.58490566 16.41509434],0
a2,1,0.155786,2.014658,[12 34] ; [ 9 51],[ 9.11320755 36.88679245] ; [11.88679245 48.11320755],0
p2,1,0.188442,1.729759,[38  8] ; [43 17],[35.1509434 10.8490566] ; [45.8490566 14.1509434],0
s8,1,0.211367,1.562042,[20 26] ; [19 41],[16.9245283 29.0754717] ; [22.0754717 37.9245283],0
r3,1,0.236378,1.402068,[42  4] ; [58  2],[43.39622642  2.60377358] ; [56.60377358  3.39622642],0
p1,1,0.267621,1.228901,[ 5 41] ; [ 3 56],[ 3.5047619 42.4952381] ; [ 4.4952381 54.5047619],0
p10,1,0.298605,1.080412,[30 15] ; [34 26],[27.42857143 17.57142857] ; [36.57142857 23.42857143],0
v4,1,0.354795,0.856233,[43  3] ; [52  7],[41.61904762  4.38095238] ; [53.38095238  5.61904762],0
r2,1,0.377116,0.780084,[41  3] ; [51  7],[39.68627451  4.31372549] ; [52.31372549  5.68627451],0
r4,1,0.401982,0.70239,[38  8] ; [53  7],[39.49056604  6.50943396] ; [51.50943396  8.49056604],0
n1,1,0.404657,0.694444,[1 8] ; [ 4 12],[1.8 7.2] ; [ 3.2 12.8],0
s2,1,0.435827,0.607244,[19 27] ; [20 39],[17.08571429 28.91428571] ; [21.91428571 37.08571429],0
a1,1,0.449189,0.572698,[ 1 45] ; [ 3 57],[ 1.73584906 44.26415094] ; [ 2.26415094 57.73584906],0
s4,1,0.461984,0.541083,[ 6 40] ; [11 49],[ 7.37735849 38.62264151] ; [ 9.62264151 50.37735849],0
n2,1,0.509432,0.435233,[5 4] ; [11  5],[5.76 3.24] ; [10.24  5.76],0
s7,1,0.537845,0.379548,[20 23] ; [23 34],[18.49 24.51] ; [24.51 32.49],0
d1,1,0.539272,0.376891,[25 21] ; [29 31],[23.43396226 22.56603774] ; [30.56603774 29.43396226],0
a4,1,0.581778,0.303368,[19 27] ; [28 32],[20.39622642 25.60377358] ; [26.60377358 33.39622642],0
b5,1,0.582844,0.30166,[30 16] ; [36 24],[28.64150943 17.35849057] ; [37.35849057 22.64150943],0
s5,1,0.58361,0.300435,[ 6 34] ; [11 46],[ 7.01030928 32.98969072] ; [ 9.98969072 47.01030928],0
a3,1,0.634634,0.225829,[31 15] ; [43 17],[32.11320755 13.88679245] ; [41.88679245 18.11320755],0
d5,1,0.640875,0.217599,[37  9] ; [46 14],[36.01886792  9.98113208] ; [46.98113208 13.01886792],0
u1,1,0.701527,0.146889,[ 5 41] ; [ 8 52],[ 5.64150943 40.35849057] ; [ 7.35849057 52.64150943],0
p11,1,0.705868,0.142439,[33 13] ; [45 15],[33.8490566 12.1509434] ; [44.1509434 15.8490566],0
s1,1,0.736852,0.112913,[ 3 43] ; [ 3 57],[ 2.60377358 43.39622642] ; [ 3.39622642 56.60377358],0
v3,1,0.73787,0.112008,[14 31] ; [16 41],[13.23529412 31.76470588] ; [16.76470588 40.23529412],0
d2,1,0.743783,0.10683,[20 26] ; [28 32],[20.83018868 25.16981132] ; [27.16981132 32.83018868],0
s6,1,0.758668,0.09439,[24 22] ; [29 30],[23.21904762 22.78095238] ; [29.78095238 29.21904762],0
u2,1,0.783779,0.075294,[9 6] ; [11  6],[9.375 5.625] ; [10.625  6.375],0
p5,1,0.785883,0.073799,[ 2 44] ; [ 2 58],[ 1.73584906 44.26415094] ; [ 2.26415094 57.73584906],0
p12,1,0.799162,0.064736,[ 2 44] ; [ 2 57],[ 1.75238095 44.24761905] ; [ 2.24761905 56.75238095],0
d3,1,0.813642,0.055569,[32 14] ; [43 17],[32.54716981 13.45283019] ; [42.45283019 17.54716981],0
s3,1,0.813761,0.055497,[22 23] ; [27 31],[21.40776699 23.59223301] ; [27.59223301 30.40776699],0
