Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,201.115932,[486  72] ; [ 51 109],[417.33426184 140.66573816] ; [119.66573816  40.33426184],1
n6,1,0.0,57.073582,[498  60] ; [102  57],[466.94560669  91.05439331] ; [133.05439331  25.94560669],1
p11,1,0.0,28.80742,[458 103] ; [99 62],[432.79362881 128.20637119] ; [124.20637119  36.79362881],1
a5,1,0.0,26.182986,[459 102] ; [101  60],[435.12465374 125.87534626] ; [124.87534626  36.12465374],1
p4,1,6e-06,20.394938,[361 196] ; [72 88],[336.37517434 220.62482566] ; [96.62482566 63.37517434],1
p2,1,6e-06,20.390711,[482  74] ; [113  45],[463.33333333  92.66666667] ; [131.66666667  26.33333333],1
s7,1,9e-06,19.808415,[289 245] ; [ 52 102],[264.67151163 269.32848837] ; [76.32848837 77.67151163],1
a8,1,9e-06,19.742286,[ 80 424] ; [  3 145],[ 64.1595092 439.8404908] ; [ 18.8404908 129.1595092],1
a4,1,2.8e-05,17.515958,[306 253] ; [ 58 103],[282.60555556 276.39444444] ; [81.39444444 79.60555556],1
a3,1,3.4e-05,17.164691,[443 116] ; [102  59],[423.13194444 135.86805556] ; [121.86805556  39.13194444],1
p3,1,0.000119,14.812253,[305 252] ; [ 60 100],[283.54951185 273.45048815] ; [81.45048815 78.54951185],1
d2,1,0.000146,14.420052,[326 231] ; [67 94],[304.87604457 252.12395543] ; [88.12395543 72.87604457],1
v3,1,0.000148,14.401388,[238 302] ; [ 40 109],[217.88098694 322.11901306] ; [60.11901306 88.88098694],1
a2,1,0.000169,14.143606,[171 390] ; [ 25 136],[152.29362881 408.70637119] ; [ 43.70637119 117.29362881],1
p7,1,0.000185,13.97929,[363 183] ; [77 77],[343.2 202.8] ; [96.8 57.2],1
s4,1,0.000191,13.915862,[ 78 473] ; [ 43 118],[ 93.63904494 457.36095506] ; [ 27.36095506 133.63904494],1
s8,1,0.000277,13.218972,[275 282] ; [ 53 107],[254.80613668 302.19386332] ; [73.19386332 86.80613668],1
u1,1,0.000338,12.849675,[132 429] ; [ 17 144],[115.77423823 445.22576177] ; [ 33.22576177 127.77423823],1
p6,1,0.000442,12.347784,[219 329] ; [ 39 119],[200.26062323 347.73937677] ; [ 57.73937677 100.26062323],1
v1,1,0.000666,11.580663,[319 228] ; [67 89],[300.34423898 246.65576102] ; [85.65576102 70.34423898],1
r4,1,0.001475,10.109898,[527  34] ; [139  22],[517.48753463  43.51246537] ; [148.51246537  12.48753463],0
p5,1,0.001535,10.035648,[ 70 485] ; [  6 152],[ 59.15848527 495.84151473] ; [ 16.84151473 141.15848527],0
p10,1,0.001579,9.983841,[468  89] ; [113  42],[454.51825843 102.48174157] ; [126.48174157  28.51825843],0
r1,1,0.002729,8.98018,[475  83] ; [120  40],[462.40947075  95.59052925] ; [132.59052925  27.40947075],0
p9,1,0.002812,8.925547,[477  77] ; [118  37],[464.92242595  89.07757405] ; [130.07757405  24.92242595],0
d1,1,0.005272,7.783596,[412 149] ; [100  61],[397.82825485 163.17174515] ; [114.17174515  46.82825485],0
p12,1,0.011765,6.345981,[ 46 508] ; [  4 155],[ 38.84992987 515.15007013] ; [ 11.15007013 147.84992987],0
p8,1,0.058719,3.573207,[293 255] ; [71 87],[282.53824363 265.46175637] ; [81.46175637 76.53824363],0
n1,1,0.077981,3.106482,[49 60] ; [19 42],[43.6 65.4] ; [24.4 36.6],0
u3,1,0.093425,2.814339,[68 50] ; [41 17],[73.07954545 44.92045455] ; [35.92045455 22.07954545],0
s3,1,0.095798,2.774135,[317 235] ; [80 80],[307.78651685 244.21348315] ; [89.21348315 70.78651685],0
u4,1,0.099841,2.708074,[ 16 545] ; [  1 160],[ 13.20914127 547.79085873] ; [  3.79085873 157.20914127],0
s6,1,0.133951,2.246112,[380 166] ; [100  58],[372.27272727 173.72727273] ; [107.72727273  50.27272727],0
v4,1,0.13738,2.207062,[538  20] ; [150  10],[534.68523677  23.31476323] ; [153.31476323   6.68523677],0
d4,1,0.143655,2.13836,[503  57] ; [138  23],[497.86407767  62.13592233] ; [143.13592233  17.86407767],0
b1,1,0.146421,2.109143,[220 341] ; [ 53 108],[212.1232687 348.8767313] ; [ 60.8767313 100.1232687],0
s2,1,0.16124,1.962562,[299 257] ; [76 84],[291.20111732 264.79888268] ; [83.79888268 76.20111732],0
a1,1,0.164269,1.934478,[ 33 528] ; [  5 156],[ 29.52631579 531.47368421] ; [  8.47368421 152.52631579],0
n2,1,0.200892,1.635877,[83 28] ; [40 21],[79.37790698 31.62209302] ; [43.62209302 17.37790698],0
n3,1,0.266852,1.232857,[81 29] ; [40 21],[77.83625731 32.16374269] ; [43.16374269 17.83625731],0
a6,1,0.27309,1.201161,[394 166] ; [106  55],[388.34951456 171.65048544] ; [111.65048544  49.34951456],0
r3,1,0.299533,1.076273,[537  21] ; [151   9],[534.68523677  23.31476323] ; [153.31476323   6.68523677],0
v2,1,0.356774,0.849218,[320 221] ; [83 68],[315.06213873 225.93786127] ; [87.93786127 63.06213873],0
b2,1,0.360428,0.836401,[136 218] ; [26 53],[132.44341801 221.55658199] ; [29.55658199 49.44341801],0
b3,1,0.360428,0.836401,[136 218] ; [26 53],[132.44341801 221.55658199] ; [29.55658199 49.44341801],0
p1,1,0.428794,0.626087,[ 46 512] ; [ 10 148],[ 43.6424581 514.3575419] ; [ 12.3575419 145.6424581],0
b5,1,0.451993,0.565649,[337 224] ; [102  59],[341.1066482 219.8933518] ; [97.8933518 63.1066482],0
b4,1,0.49147,0.473306,[328 233] ; [99 62],[331.78254848 229.21745152] ; [95.21745152 65.78254848],0
d3,1,0.590009,0.290331,[422 139] ; [117  43],[419.38834951 141.61165049] ; [119.61165049  40.38834951],0
s5,1,0.631929,0.229453,[191 345] ; [ 52 103],[188.49204052 347.50795948] ; [ 54.50795948 100.49204052],0
a7,1,0.66012,0.193378,[414 145] ; [122  39],[416.14444444 142.85555556] ; [119.85555556  41.14444444],0
u2,1,0.876596,0.024114,[66 51] ; [32 26],[65.52 51.48] ; [32.48 25.52],0
s1,1,0.973864,0.001073,[ 17 536] ; [  5 155],[ 17.0631136 535.9368864] ; [  4.9368864 155.0631136],0
