Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.371875,[89 20] ; [17 39],[70.02424242 38.97575758] ; [35.97575758 20.02424242],1
s6,1,0.0,30.838334,[65 44] ; [ 8 48],[48.22424242 60.77575758] ; [24.77575758 31.22424242],1
r3,1,2.3e-05,17.952882,[91 17] ; [30 26],[79.68292683 28.31707317] ; [41.31707317 14.68292683],1
d4,1,2.4e-05,17.878488,[86 21] ; [27 29],[74.17791411 32.82208589] ; [38.82208589 17.17791411],1
d5,1,2.5e-05,17.746787,[86 22] ; [26 29],[74.20858896 33.79141104] ; [37.79141104 17.20858896],1
s7,1,4.3e-05,16.728336,[41 58] ; [ 5 48],[29.96052632 69.03947368] ; [16.03947368 36.96052632],1
r2,1,0.000133,14.593817,[98 10] ; [36 18],[89.33333333 18.66666667] ; [44.66666667  9.33333333],1
v4,1,0.000137,14.549606,[95 13] ; [35 21],[85.6097561 22.3902439] ; [44.3902439 11.6097561],1
s8,1,0.000518,12.048728,[31 78] ; [ 3 53],[22.46060606 86.53939394] ; [11.53939394 44.46060606],1
a7,1,0.000597,11.785881,[81 28] ; [26 29],[71.11585366 37.88414634] ; [35.88414634 19.11585366],1
s2,1,0.000748,11.366727,[46 63] ; [ 9 47],[36.33333333 72.66666667] ; [18.66666667 37.33333333],1
p2,1,0.001185,10.513099,[71 37] ; [22 34],[61.24390244 46.75609756] ; [31.75609756 24.24390244],0
d1,1,0.001212,10.471948,[58 51] ; [15 41],[48.22424242 60.77575758] ; [24.77575758 31.22424242],0
b4,1,0.003477,8.538561,[67 42] ; [21 35],[58.13333333 50.86666667] ; [29.86666667 26.13333333],0
u3,1,0.005216,7.803012,[23 14] ; [ 8 21],[17.37878788 19.62121212] ; [13.62121212 15.37878788],0
a5,1,0.00648,7.41171,[69 40] ; [23 33],[60.77575758 48.22424242] ; [31.22424242 24.77575758],0
v2,1,0.006654,7.364036,[47 56] ; [13 42],[39.11392405 63.88607595] ; [20.88607595 34.11392405],0
d3,1,0.013767,6.067791,[68 40] ; [23 31],[60.66666667 47.33333333] ; [30.33333333 23.66666667],0
p10,1,0.015427,5.867064,[51 56] ; [15 39],[43.86335404 63.13664596] ; [22.13664596 31.86335404],0
