Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.6e-05,17.707657,[36 91] ; [24 12],[46.74846626 80.25153374] ; [13.25153374 22.74846626],1
s6,1,0.000221,13.645813,[51 76] ; [27  9],[60.77300613 66.22699387] ; [17.22699387 18.77300613],1
s5,1,0.001566,9.999809,[ 22 100] ; [15 19],[28.93589744 93.06410256] ; [ 8.06410256 25.93589744],0
s3,1,0.001641,9.912954,[46 78] ; [24 12],[54.25 69.75] ; [15.75 20.25],0
p11,1,0.001717,9.830411,[86 41] ; [14 22],[77.91411043 49.08588957] ; [22.08588957 13.91411043],0
s7,1,0.008769,6.869252,[29 92] ; [16 18],[35.12903226 85.87096774] ; [ 9.87096774 24.12903226],0
u3,1,0.01687,5.709807,[22 27] ; [10  2],[25.70491803 23.29508197] ; [6.29508197 5.70491803],0
v3,1,0.02195,5.249709,[ 20 101] ; [12 23],[24.82051282 96.17948718] ; [ 7.17948718 27.82051282],0
d3,1,0.032313,4.58183,[81 46] ; [29  6],[86.2345679 40.7654321] ; [23.7654321 11.2345679],0
p6,1,0.033578,4.516055,[ 24 101] ; [13 23],[28.72670807 96.27329193] ; [ 8.27329193 27.72670807],0
r2,1,0.063743,3.437213,[108  18] ; [34  1],[111.13043478  14.86956522] ; [30.86956522  4.13043478],0
d1,1,0.064819,3.409566,[59 68] ; [23 13],[63.88957055 63.11042945] ; [18.11042945 17.88957055],0
d2,1,0.073312,3.207257,[46 81] ; [19 17],[50.64417178 76.35582822] ; [14.35582822 21.64417178],0
p8,1,0.078681,3.091939,[53 73] ; [ 9 26],[48.52173913 77.47826087] ; [13.47826087 21.52173913],0
b4,1,0.150884,2.063295,[75 52] ; [26 10],[78.69325153 48.30674847] ; [22.30674847 13.69325153],0
n4,1,0.150884,2.063295,[52 75] ; [10 26],[48.30674847 78.69325153] ; [13.69325153 22.30674847],0
p10,1,0.155845,2.014089,[74 51] ; [26 10],[77.63975155 47.36024845] ; [22.36024845 13.63975155],0
p1,1,0.183258,1.771,[  4 121] ; [ 3 33],[  5.43478261 119.56521739] ; [ 1.56521739 34.43478261],0
s8,1,0.239596,1.38297,[30 97] ; [12 24],[32.72392638 94.27607362] ; [ 9.27607362 26.72392638],0
d4,1,0.28225,1.156223,[99 28] ; [31  5],[101.28834356  25.71165644] ; [28.71165644  7.28834356],0
p2,1,0.287238,1.132523,[92 34] ; [23 13],[89.44444444 36.55555556] ; [25.55555556 10.44444444],0
a2,1,0.3559,0.852307,[ 18 109] ; [ 3 33],[ 16.36196319 110.63803681] ; [ 4.63803681 31.36196319],0
p9,1,0.383146,0.760582,[80 46] ; [25 10],[82.17391304 43.82608696] ; [22.82608696 12.17391304],0
v2,1,0.398753,0.712084,[48 75] ; [16 18],[50.14012739 72.85987261] ; [13.85987261 20.14012739],0
a3,1,0.457962,0.550871,[76 51] ; [24 12],[77.91411043 49.08588957] ; [22.08588957 13.91411043],0
v4,1,0.472842,0.515327,[110  16] ; [33  3],[111.22222222  14.77777778] ; [31.77777778  4.22222222],0
p3,1,0.516443,0.420991,[42 85] ; [14 22],[43.63190184 83.36809816] ; [12.36809816 23.63190184],0
b5,1,0.577552,0.310209,[71 56] ; [22 14],[72.4601227 54.5398773] ; [20.5398773 15.4601227],0
u2,1,0.603938,0.269097,[25 25] ; [7 5],[25.80645161 24.19354839] ; [6.19354839 5.80645161],0
p5,1,0.605606,0.266623,[  6 120] ; [ 1 35],[  5.44444444 120.55555556] ; [ 1.55555556 34.44444444],0
a5,1,0.635791,0.224289,[72 55] ; [22 14],[73.2392638 53.7607362] ; [20.7607362 15.2392638],0
u1,1,0.653554,0.201449,[ 11 116] ; [ 4 32],[ 11.68711656 115.31288344] ; [ 3.31288344 32.68711656],0
a6,1,0.660778,0.192579,[76 51] ; [23 13],[77.13496933 49.86503067] ; [21.86503067 14.13496933],0
p7,1,0.664381,0.188245,[70 56] ; [18 17],[68.86956522 57.13043478] ; [19.13043478 15.86956522],0
b2,1,0.71157,0.136714,[17 54] ; [ 4 16],[16.38461538 54.61538462] ; [ 4.61538462 15.38461538],0
b3,1,0.71157,0.136714,[17 54] ; [ 4 16],[16.38461538 54.61538462] ; [ 4.61538462 15.38461538],0
p4,1,0.733027,0.116351,[53 73] ; [14 22],[52.11111111 73.88888889] ; [14.88888889 21.11111111],0
s1,1,0.744383,0.106312,[  5 122] ; [ 1 35],[  4.67484663 122.32515337] ; [ 1.32515337 34.67484663],0
a1,1,0.744383,0.106312,[  5 122] ; [ 1 35],[  4.67484663 122.32515337] ; [ 1.32515337 34.67484663],0
d5,1,0.82801,0.047199,[92 35] ; [26  9],[92.50617284 34.49382716] ; [25.49382716  9.50617284],0
r1,1,0.857223,0.032368,[86 40] ; [24 12],[85.55555556 40.44444444] ; [24.44444444 11.55555556],0
n1,1,0.868714,0.027322,[10 34] ; [3 9],[10.21428571 33.78571429] ; [2.78571429 9.21428571],0
p12,1,0.886879,0.020236,[  3 124] ; [ 1 35],[  3.11656442 123.88343558] ; [ 0.88343558 35.11656442],0
b1,1,0.905035,0.014233,[48 79] ; [14 22],[48.30674847 78.69325153] ; [13.69325153 22.30674847],0
n6,1,0.905035,0.014233,[79 48] ; [22 14],[78.69325153 48.30674847] ; [22.30674847 13.69325153],0
r3,1,0.928452,0.008063,[117  10] ; [33  3],[116.87116564  10.12883436] ; [33.12883436  2.87116564],0
n3,1,0.933858,0.006888,[31 11] ; [9 3],[31.11111111 10.88888889] ; [8.88888889 3.11111111],0
a4,1,0.941596,0.005368,[38 89] ; [11 25],[38.17791411 88.82208589] ; [10.82208589 25.17791411],0
r4,1,0.974409,0.001029,[102  25] ; [29  7],[102.06748466  24.93251534] ; [28.93251534  7.06748466],0
a7,1,0.97915,0.000683,[91 36] ; [25 10],[90.9382716 36.0617284] ; [25.0617284  9.9382716],0
n2,1,0.990398,0.000145,[25 18] ; [7 5],[25.01818182 17.98181818] ; [6.98181818 5.01818182],0
