Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.629644,[20 25] ; [96 22],[32.02453988 12.97546012] ; [83.97546012 34.02453988],1
p10,1,0.00011,14.961638,[18 27] ; [85 32],[28.61111111 16.38888889] ; [74.38888889 42.61111111],1
p9,1,0.000849,11.130194,[22 23] ; [89 28],[30.83333333 14.16666667] ; [80.16666667 36.83333333],1
n4,1,0.001058,10.723852,[22 24] ; [88 30],[30.85365854 15.14634146] ; [79.14634146 38.85365854],0
r4,1,0.0026,9.068692,[24 22] ; [90 28],[31.97560976 14.02439024] ; [82.02439024 35.97560976],0
p11,1,0.003987,8.289756,[25 21] ; [91 27],[32.53658537 13.46341463] ; [83.46341463 34.53658537],0
s8,1,0.00424,8.177985,[ 8 38] ; [48 69],[15.80368098 30.19631902] ; [40.19631902 76.80368098],0
r3,1,0.008232,6.982227,[31 15] ; [101  17],[37.02439024  8.97560976] ; [94.97560976 23.02439024],0
s6,1,0.01052,6.544625,[17 29] ; [67 46],[24.30188679 21.69811321] ; [59.69811321 53.30188679],0
a1,1,0.020287,5.386986,[ 6 40] ; [  4 114],[ 2.80487805 43.19512195] ; [  7.19512195 110.80487805],0
u2,1,0.023444,5.135308,[16  9] ; [19 33],[11.36363636 13.63636364] ; [23.63636364 28.36363636],0
v4,1,0.025858,4.965503,[33 11] ; [105  13],[37.48148148  6.51851852] ; [100.51851852  17.48148148],0
b1,1,0.032775,4.55747,[26 20] ; [45 73],[19.91463415 26.08536585] ; [51.08536585 66.91463415],0
p2,1,0.033172,4.536854,[25 21] ; [84 33],[30.7607362 15.2392638] ; [78.2392638 38.7607362],0
s7,1,0.053294,3.734668,[12 31] ; [52 64],[17.3081761 25.6918239] ; [46.6918239 69.3081761],0
d5,1,0.063824,3.435111,[16 30] ; [60 58],[21.31707317 24.68292683] ; [54.68292683 63.31707317],0
v3,1,0.082058,3.023653,[ 9 34] ; [41 75],[13.52201258 29.47798742] ; [36.47798742 79.52201258],0
r2,1,0.092789,2.825306,[33 12] ; [100  18],[36.71779141  8.28220859] ; [96.28220859 21.71779141],0
p8,1,0.106958,2.598596,[13 33] ; [49 68],[17.49693252 28.50306748] ; [44.50306748 72.49693252],0
p3,1,0.115543,2.476721,[13 33] ; [49 69],[17.3902439 28.6097561] ; [44.6097561 73.3902439],0
p12,1,0.144341,2.131061,[ 1 45] ; [ 10 107],[ 3.10429448 42.89570552] ; [  7.89570552 109.10429448],0
a5,1,0.177087,1.821903,[18 28] ; [60 58],[21.87804878 24.12195122] ; [56.12195122 61.87804878],0
r1,1,0.180535,1.793215,[24 22] ; [75 43],[27.76829268 18.23170732] ; [71.23170732 46.76829268],0
p7,1,0.189433,1.722021,[21 24] ; [68 49],[24.72222222 20.27777778] ; [64.27777778 52.72222222],0
u3,1,0.194254,1.685056,[12 13] ; [17 35],[ 9.41558442 15.58441558] ; [19.58441558 32.41558442],0
d4,1,0.195958,1.672248,[19 27] ; [62 56],[22.7195122 23.2804878] ; [58.2804878 59.7195122],0
a3,1,0.215279,1.535565,[21 25] ; [66 51],[24.55214724 21.44785276] ; [62.44785276 54.55214724],0
a4,1,0.220109,1.50366,[ 8 38] ; [31 86],[11.00613497 34.99386503] ; [27.99386503 89.00613497],0
a8,1,0.240762,1.376127,[ 3 41] ; [15 96],[ 5.10967742 38.89032258] ; [12.89032258 98.10967742],0
p5,1,0.283744,1.149072,[ 2 44] ; [ 11 106],[ 3.66871166 42.33128834] ; [  9.33128834 107.66871166],0
v2,1,0.285067,1.142776,[14 30] ; [46 66],[16.92307692 27.07692308] ; [43.07692308 68.92307692],0
s2,1,0.370747,0.801161,[15 31] ; [47 70],[17.49693252 28.50306748] ; [44.50306748 72.49693252],0
p6,1,0.375586,0.785099,[ 9 36] ; [31 85],[11.18012422 33.81987578] ; [28.81987578 87.18012422],0
b5,1,0.427864,0.628614,[21 25] ; [62 56],[23.2804878 22.7195122] ; [59.7195122 58.2804878],0
n3,1,0.432457,0.616216,[12  8] ; [26 11],[13.33333333  6.66666667] ; [24.66666667 12.33333333],0
b4,1,0.493302,0.469315,[23 23] ; [66 52],[24.96341463 21.03658537] ; [64.03658537 53.96341463],0
