Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.015424,5.867408,[ 49 250] ; [10 19],[ 53.78353659 245.21646341] ; [ 5.21646341 23.78353659],0
b4,1,0.018323,5.565015,[173 129] ; [10 19],[166.96676737 135.03323263] ; [16.03323263 12.96676737],0
r1,1,0.020805,5.34307,[208  92] ; [14 15],[202.43161094  97.56838906] ; [19.56838906  9.43161094],0
r3,1,0.032834,4.554395,[260  39] ; [21  8],[256.1554878  42.8445122] ; [24.8445122  4.1554878],0
s7,1,0.039954,4.219854,[ 54 227] ; [10 18],[ 58.20064725 222.79935275] ; [ 5.79935275 22.20064725],0
a2,1,0.046103,3.977823,[ 54 248] ; [ 1 28],[ 50.18126888 251.81873112] ; [ 4.81873112 24.18126888],0
d1,1,0.047043,3.943862,[152 150] ; [ 9 20],[146.89425982 155.10574018] ; [14.10574018 14.89425982],0
d2,1,0.079306,3.079067,[133 166] ; [ 8 21],[128.53353659 170.46646341] ; [12.46646341 16.53353659],0
p11,1,0.087106,2.927062,[213  89] ; [16 13],[208.93655589  93.06344411] ; [20.06344411  8.93655589],0
b3,1,0.093516,2.812792,[ 71 103] ; [ 4 15],[ 67.61658031 106.38341969] ; [ 7.38341969 11.61658031],0
b2,1,0.093516,2.812792,[ 71 103] ; [ 4 15],[ 67.61658031 106.38341969] ; [ 7.38341969 11.61658031],0
r4,1,0.094505,2.795913,[230  72] ; [18 11],[226.27190332  75.72809668] ; [21.72809668  7.27190332],0
d3,1,0.107366,2.592573,[179 122] ; [21  7],[182.9787234 118.0212766] ; [17.0212766 10.9787234],0
a6,1,0.137221,2.208852,[198 104] ; [15 14],[194.33836858 107.66163142] ; [18.66163142 10.33836858],0
p6,1,0.169442,1.887874,[ 68 227] ; [10 19],[ 71.01851852 223.98148148] ; [ 6.98148148 22.01851852],0
a8,1,0.20484,1.607524,[ 31 243] ; [ 1 27],[ 29.03311258 244.96688742] ; [ 2.96688742 25.03311258],0
n4,1,0.215996,1.530777,[210  91] ; [17 12],[207.05151515  93.94848485] ; [19.94848485  9.05151515],0
a3,1,0.218108,1.516778,[199 100] ; [16 13],[195.99085366 103.00914634] ; [19.00914634  9.99085366],0
v3,1,0.219407,1.508246,[ 92 198] ; [ 6 23],[ 89.09090909 200.90909091] ; [ 8.90909091 20.09090909],0
p8,1,0.268362,1.225103,[124 174] ; [ 9 20],[121.20489297 176.79510703] ; [11.79510703 17.20489297],0
s3,1,0.279858,1.167781,[ 75 222] ; [10 19],[ 77.43865031 219.56134969] ; [ 7.56134969 21.43865031],0
v2,1,0.295813,1.092974,[139 150] ; [11 18],[136.32075472 152.67924528] ; [13.67924528 15.32075472],0
n1,1,0.30758,1.04104,[28 59] ; [4 4],[29.30526316 57.69473684] ; [2.69473684 5.30526316],0
a4,1,0.318127,0.99663,[122 179] ; [ 9 20],[119.48787879 181.51212121] ; [11.51212121 17.48787879],0
s5,1,0.329596,0.950485,[ 28 269] ; [ 4 22],[ 29.42414861 267.57585139] ; [ 2.57585139 23.42414861],0
s1,1,0.33297,0.937313,[ 10 288] ; [ 2 27],[ 10.93577982 287.06422018] ; [ 1.06422018 27.93577982],0
r2,1,0.33842,0.916409,[261  36] ; [22  5],[259.41666667  37.58333333] ; [23.58333333  3.41666667],0
a5,1,0.371027,0.800222,[192 110] ; [16 13],[189.77643505 112.22356495] ; [18.22356495 10.77643505],0
n2,1,0.392144,0.732284,[58 31] ; [4 4],[56.88659794 32.11340206] ; [5.11340206 2.88659794],0
u3,1,0.406519,0.688959,[43 60] ; [7 6],[44.39655172 58.60344828] ; [5.60344828 7.39655172],0
d5,1,0.419871,0.650676,[216  86] ; [18 10],[214.14545455  87.85454545] ; [19.85454545  8.14545455],0
n6,1,0.460552,0.544552,[216  84] ; [19 10],[214.28571429  85.71428571] ; [20.71428571  8.28571429],0
v4,1,0.505796,0.442754,[260  40] ; [23  5],[258.84146341  41.15853659] ; [24.15853659  3.84146341],0
s8,1,0.537265,0.380632,[ 49 253] ; [ 6 23],[ 50.18126888 251.81873112] ; [ 4.81873112 24.18126888],0
p4,1,0.543347,0.369372,[120 178] ; [10 19],[118.47094801 179.52905199] ; [11.52905199 17.47094801],0
n5,1,0.549751,0.357763,[192 107] ; [17 12],[190.52134146 108.47865854] ; [18.47865854 10.52134146],0
u2,1,0.551216,0.355143,[46 56] ; [7 6],[47.00869565 54.99130435] ; [5.99130435 7.00869565],0
p10,1,0.576544,0.311855,[190 108] ; [20  9],[191.37614679 106.62385321] ; [18.62385321 10.37614679],0
p2,1,0.587088,0.294915,[214  87] ; [22  7],[215.26060606  85.73939394] ; [20.73939394  8.26060606],0
p7,1,0.667716,0.184285,[151 147] ; [13 15],[149.91411043 148.08588957] ; [14.08588957 13.91411043],0
a1,1,0.715704,0.132647,[ 15 287] ; [ 1 28],[ 14.59818731 287.40181269] ; [ 1.40181269 27.59818731],0
p3,1,0.790133,0.070829,[106 193] ; [11 18],[106.6554878 192.3445122] ; [10.3445122 18.6554878],0
v1,1,0.806911,0.059738,[116 181] ; [12 17],[116.61349693 180.38650307] ; [11.38650307 17.61349693],0
n3,1,0.811399,0.05694,[58 29] ; [5 3],[57.69473684 29.30526316] ; [5.30526316 2.69473684],0
a7,1,0.85484,0.033469,[198 102] ; [18 10],[197.56097561 102.43902439] ; [18.43902439  9.56097561],0
