Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4e-06,21.13639,[67 37] ; [117  14],[81.42978723 22.57021277] ; [102.57021277  28.42978723],1
p3,1,1.2e-05,19.114461,[54 49] ; [104  27],[69.54700855 33.45299145] ; [88.45299145 42.54700855],1
p5,1,0.000205,13.781894,[13 91] ; [44 88],[25.11864407 78.88135593] ; [ 31.88135593 100.11864407],1
p12,1,0.000849,11.130308,[ 5 98] ; [ 26 106],[13.58723404 89.41276596] ; [ 17.41276596 114.58723404],1
p7,1,0.001339,10.287587,[78 24] ; [120  11],[86.67811159 15.32188841] ; [111.32188841  19.67811159],0
s5,1,0.012811,6.195003,[41 61] ; [71 54],[50.32599119 51.67400881] ; [61.67400881 63.32599119],0
a1,1,0.013225,6.138736,[  2 102] ; [ 13 119],[ 6.61016949 97.38983051] ; [  8.38983051 123.61016949],0
n5,1,0.013925,6.04766,[81 22] ; [119  13],[87.65957447 15.34042553] ; [112.34042553  19.65957447],0
p1,1,0.042869,4.100574,[10 94] ; [ 25 106],[15.4893617 88.5106383] ; [ 19.5106383 111.4893617],0
s2,1,0.046649,3.958004,[70 34] ; [104  28],[76.6779661 27.3220339] ; [97.3220339 34.6779661],0
b2,1,0.060826,3.514718,[22 46] ; [42 47],[27.71974522 40.28025478] ; [36.28025478 52.71974522],0
b3,1,0.060826,3.514718,[22 46] ; [42 47],[27.71974522 40.28025478] ; [36.28025478 52.71974522],0
s1,1,0.067291,3.3479,[  1 103] ; [  7 125],[  3.52542373 100.47457627] ; [  4.47457627 127.52542373],0
v1,1,0.072081,3.234993,[57 44] ; [89 42],[63.56034483 37.43965517] ; [82.43965517 48.56034483],0
p2,1,0.078545,3.09476,[101   3] ; [121  11],[97.83050847  6.16949153] ; [124.16949153   7.83050847],0
s4,1,0.097608,2.744198,[19 85] ; [36 95],[24.34042553 79.65957447] ; [ 30.65957447 100.34042553],0
u4,1,0.117218,2.454104,[  2 102] ; [  8 124],[ 4.40677966 99.59322034] ; [  5.59322034 126.40677966],0
p10,1,0.120808,2.406814,[97  7] ; [115  17],[93.42372881 10.57627119] ; [118.57627119  13.42372881],0
s8,1,0.180825,1.790827,[69 33] ; [99 32],[73.54506438 28.45493562] ; [94.45493562 36.54506438],0
n6,1,0.21077,1.566129,[91 12] ; [121   9],[93.7167382  9.2832618] ; [118.2832618  11.7167382],0
a6,1,0.249273,1.327373,[70 34] ; [78 52],[65.77777778 38.22222222] ; [82.22222222 47.77777778],0
n4,1,0.252851,1.307482,[85 19] ; [115  17],[88.13559322 15.86440678] ; [111.86440678  20.13559322],0
d3,1,0.288498,1.126617,[73 31] ; [100  31],[76.56170213 27.43829787] ; [96.43829787 34.56170213],0
p9,1,0.303318,1.059547,[93 11] ; [123   9],[95.18644068  8.81355932] ; [120.81355932  11.18644068],0
u3,1,0.317731,0.998264,[11  7] ; [21  7],[12.52173913  5.47826087] ; [19.47826087  8.52173913],0
a7,1,0.326084,0.964387,[77 27] ; [90 42],[73.59322034 30.40677966] ; [93.40677966 38.59322034],0
a4,1,0.34293,0.899448,[42 61] ; [62 70],[45.58297872 57.41702128] ; [58.41702128 73.58297872],0
b4,1,0.388106,0.744867,[61 43] ; [70 62],[57.72881356 46.27118644] ; [73.27118644 58.72881356],0
d1,1,0.398098,0.714064,[63 41] ; [87 45],[66.10169492 37.89830508] ; [83.89830508 48.10169492],0
n1,1,0.432004,0.617429,[ 8 11] ; [13 11],[9.27906977 9.72093023] ; [11.72093023 12.27906977],0
d2,1,0.465454,0.532748,[49 55] ; [68 63],[51.7787234 52.2212766] ; [65.2212766 65.7787234],0
d4,1,0.465843,0.531818,[86 18] ; [112  18],[88. 16.] ; [110.  20.],0
a2,1,0.474205,0.51216,[27 77] ; [ 29 103],[24.6779661 79.3220339] ; [ 31.3220339 100.6779661],0
r2,1,0.477005,0.505702,[98  5] ; [127   4],[99.03846154  3.96153846] ; [125.96153846   5.03846154],0
b1,1,0.516246,0.421386,[39 65] ; [55 77],[41.42372881 62.57627119] ; [52.57627119 79.42372881],0
v3,1,0.566527,0.328527,[48 55] ; [65 64],[50.16810345 52.83189655] ; [62.83189655 66.16810345],0
a8,1,0.593763,0.284506,[16 79] ; [24 98],[17.51152074 77.48847926] ; [22.48847926 99.51152074],0
r4,1,0.597875,0.278213,[95  9] ; [123   9],[96.06779661  7.93220339] ; [121.93220339  10.06779661],0
a3,1,0.600458,0.274306,[86 18] ; [104  26],[84.44444444 19.55555556] ; [105.55555556  24.44444444],0
s6,1,0.629781,0.232357,[87 14] ; [109  21],[85.6969697 15.3030303] ; [110.3030303  19.6969697],0
v2,1,0.653001,0.202138,[62 39] ; [76 54],[60.33766234 40.66233766] ; [77.66233766 52.33766234],0
d5,1,0.692706,0.156172,[81 23] ; [104  26],[82.22222222 21.77777778] ; [102.77777778  27.22222222],0
s3,1,0.70721,0.14108,[80 23] ; [99 32],[78.79059829 24.20940171] ; [100.20940171  30.79059829],0
a5,1,0.740084,0.110053,[83 21] ; [103  29],[81.96610169 22.03389831] ; [104.03389831  27.96610169],0
n3,1,0.759047,0.094085,[11  8] ; [15  9],[11.48837209  7.51162791] ; [14.51162791  9.48837209],0
r3,1,0.791186,0.070103,[100   4] ; [126   6],[99.59322034  4.40677966] ; [126.40677966   5.59322034],0
v4,1,0.79426,0.068007,[100   2] ; [130   2],[100.25641026   1.74358974] ; [129.74358974   2.25641026],0
n2,1,0.841088,0.040201,[17  2] ; [21  3],[16.79069767  2.20930233] ; [21.20930233  2.79069767],0
b5,1,0.858848,0.031627,[54 50] ; [67 65],[53.3220339 50.6779661] ; [67.6779661 64.3220339],0
u2,1,0.933009,0.007066,[12  6] ; [19  9],[12.13043478  5.86956522] ; [18.86956522  9.13043478],0
u1,1,0.960371,0.002469,[21 83] ; [ 27 105],[21.15254237 82.84745763] ; [ 26.84745763 105.15254237],0
r1,1,0.992191,9.6e-05,[89 14] ; [114  18],[88.97446809 14.02553191] ; [114.02553191  17.97446809],0
p11,1,0.994951,4e-05,[89 15] ; [113  19],[89.01694915 14.98305085] ; [112.98305085  19.01694915],0
