Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.5e-05,18.777809,[19  4] ; [16 39],[10.32051282 12.67948718] ; [24.67948718 30.32051282],1
p7,1,0.000177,14.065711,[15  6] ; [13 40],[ 7.94594595 13.05405405] ; [20.05405405 32.94594595],1
p3,1,0.000367,12.693599,[15  8] ; [12 41],[ 8.17105263 14.82894737] ; [18.82894737 34.17105263],1
p5,1,0.002955,8.835096,[ 7 16] ; [ 3 51],[ 2.98701299 20.01298701] ; [ 7.01298701 46.98701299],0
p11,1,0.003972,8.296457,[19  4] ; [26 29],[13.26923077  9.73076923] ; [31.73076923 23.26923077],0
p6,1,0.014257,6.006016,[10 13] ; [ 9 44],[ 5.75 17.25] ; [13.25 39.75],0
p10,1,0.045916,3.984691,[16  5] ; [28 27],[12.15789474  8.84210526] ; [31.84210526 23.15789474],0
v4,1,0.054998,3.68214,[15  5] ; [26 26],[11.38888889  8.61111111] ; [29.61111111 22.38888889],0
n6,1,0.082024,3.024341,[17  4] ; [31 21],[13.80821918  7.19178082] ; [34.19178082 17.80821918],0
p2,1,0.098557,2.728737,[16  7] ; [26 27],[12.71052632 10.28947368] ; [29.28947368 23.71052632],0
n2,1,0.105335,2.622857,[8 2] ; [12 12],[5.88235294 4.11764706] ; [14.11764706  9.88235294],0
u3,1,0.114758,2.487446,[4 2] ; [3 8],[2.47058824 3.52941176] ; [4.52941176 6.47058824],0
s8,1,0.132422,2.263884,[ 8 14] ; [11 44],[ 5.42857143 16.57142857] ; [13.57142857 41.42857143],0
n5,1,0.159171,1.982083,[17  4] ; [34 19],[14.47297297  6.52702703] ; [36.52702703 16.47297297],0
p9,1,0.190874,1.710861,[17  5] ; [32 20],[14.56756757  7.43243243] ; [34.43243243 17.56756757],0
a7,1,0.196144,1.670856,[16  7] ; [29 25],[13.44155844  9.55844156] ; [31.55844156 22.44155844],0
a4,1,0.203066,1.620183,[10 13] ; [32 22],[12.54545455 10.45454545] ; [29.45454545 24.54545455],0
b4,1,0.214394,1.541502,[ 9 14] ; [30 25],[11.5 11.5] ; [27.5 27.5],0
b3,1,0.220997,1.497885,[ 4 12] ; [15 20],[ 5.96078431 10.03921569] ; [13.03921569 21.96078431],0
b2,1,0.220997,1.497885,[ 4 12] ; [15 20],[ 5.96078431 10.03921569] ; [13.03921569 21.96078431],0
s7,1,0.2233,1.483039,[11 10] ; [18 31],[ 8.7 12.3] ; [20.3 28.7],0
a6,1,0.242798,1.364273,[17  6] ; [33 22],[14.74358974  8.25641026] ; [35.25641026 19.74358974],0
a3,1,0.248565,1.33135,[16  7] ; [44 10],[17.92207792  5.07792208] ; [42.07792208 11.92207792],0
r3,1,0.250459,1.320742,[14  7] ; [27 25],[11.79452055  9.20547945] ; [29.20547945 22.79452055],0
s2,1,0.256829,1.285768,[ 9 11] ; [17 38],[ 6.93333333 13.06666667] ; [19.06666667 35.93333333],0
a2,1,0.318576,0.994783,[ 7 16] ; [11 44],[ 5.30769231 17.69230769] ; [12.69230769 42.30769231],0
v3,1,0.380937,0.767677,[ 7 15] ; [12 42],[ 5.5 16.5] ; [13.5 40.5],0
v1,1,0.381133,0.767044,[10 11] ; [19 33],[ 8.34246575 12.65753425] ; [20.65753425 31.34246575],0
n3,1,0.382797,0.761701,[4 6] ; [13 10],[5.15151515 4.84848485] ; [11.84848485 11.15151515],0
b1,1,0.401748,0.703089,[11 12] ; [32 23],[12.67948718 10.32051282] ; [30.32051282 24.67948718],0
d3,1,0.425417,0.635303,[16  7] ; [33 22],[14.44871795  8.55128205] ; [34.55128205 20.44871795],0
s6,1,0.438744,0.599564,[10 10] ; [22 33],[ 8.53333333 11.46666667] ; [23.46666667 31.53333333],0
d2,1,0.439635,0.597236,[11 12] ; [31 23],[12.54545455 10.45454545] ; [29.45454545 24.54545455],0
a8,1,0.444466,0.584725,[ 1 18] ; [ 6 47],[ 1.84722222 17.15277778] ; [ 5.15277778 47.84722222],0
n1,1,0.499802,0.455357,[5 5] ; [ 9 15],[4.11764706 5.88235294] ; [ 9.88235294 14.11764706],0
s5,1,0.521807,0.41032,[ 3 18] ; [11 42],[ 3.97297297 17.02702703] ; [10.02702703 42.97297297],0
s4,1,0.536632,0.381818,[ 4 18] ; [ 7 48],[ 3.14285714 18.85714286] ; [ 7.85714286 47.14285714],0
d4,1,0.542411,0.37109,[19  4] ; [42 13],[17.98717949  5.01282051] ; [43.01282051 11.98717949],0
d5,1,0.572685,0.31821,[18  5] ; [46  9],[18.87179487  4.12820513] ; [45.12820513  9.87179487],0
u1,1,0.589431,0.291233,[ 4 19] ; [ 7 48],[ 3.24358974 19.75641026] ; [ 7.75641026 47.24358974],0
p1,1,0.59982,0.275268,[ 3 20] ; [ 5 50],[ 2.35897436 20.64102564] ; [ 5.64102564 49.35897436],0
r2,1,0.674816,0.17602,[12  9] ; [30 18],[12.7826087  8.2173913] ; [29.2173913 18.7826087],0
v2,1,0.753136,0.098914,[10 12] ; [22 31],[ 9.38666667 12.61333333] ; [22.61333333 30.38666667],0
s1,1,0.826987,0.047771,[ 1 22] ; [ 3 51],[ 1.19480519 21.80519481] ; [ 2.80519481 51.19480519],0
d1,1,0.848072,0.036702,[12 11] ; [30 25],[12.38461538 10.61538462] ; [29.61538462 25.38461538],0
a1,1,0.862031,0.030203,[ 3 20] ; [ 8 47],[ 3.24358974 19.75641026] ; [ 7.75641026 47.24358974],0
b5,1,0.872865,0.025606,[13 10] ; [30 25],[12.67948718 10.32051282] ; [30.32051282 24.67948718],0
s3,1,0.87461,0.024903,[ 7 12] ; [21 33],[ 7.28767123 11.71232877] ; [20.71232877 33.28767123],0
n4,1,0.943675,0.004992,[16  7] ; [38 16],[16.12987013  6.87012987] ; [37.87012987 16.12987013],0
u2,1,0.949272,0.004048,[2 5] ; [3 7],[2.05882353 4.94117647] ; [2.94117647 7.05882353],0
r1,1,1.0,0.0,[ 7 14] ; [18 36],[ 7. 14.] ; [18. 36.],0
