Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.417022,[49  6] ; [ 5 23],[35.78313253 19.21686747] ; [18.21686747  9.78313253],1
n6,1,0.00801,7.031321,[50  5] ; [19  9],[45.72289157  9.27710843] ; [23.27710843  4.72289157],0
a5,1,0.01204,6.304969,[44 11] ; [15 13],[39.09638554 15.90361446] ; [19.90361446  8.09638554],0
p3,1,0.014904,5.927787,[27 28] ; [ 6 22],[21.86746988 33.13253012] ; [11.13253012 16.86746988],0
b4,1,0.020852,5.339097,[43 12] ; [15 13],[38.43373494 16.56626506] ; [19.56626506  8.43373494],0
n3,1,0.035015,4.444444,[10  2] ; [5 7],[7.5 4.5] ; [7.5 4.5],0
s7,1,0.038456,4.284754,[32 20] ; [10 17],[27.64556962 24.35443038] ; [14.35443038 12.64556962],0
p4,1,0.044103,4.052617,[30 24] ; [ 9 19],[25.68292683 28.31707317] ; [13.31707317 14.68292683],0
r1,1,0.046362,3.968395,[44 11] ; [16 11],[40.24390244 14.75609756] ; [19.75609756  7.24390244],0
b5,1,0.053801,3.718867,[41 14] ; [15 13],[37.10843373 17.89156627] ; [18.89156627  9.10843373],0
b1,1,0.073482,3.203482,[27 28] ; [ 8 20],[23.19277108 31.80722892] ; [11.80722892 16.19277108],0
v3,1,0.087224,2.924874,[22 31] ; [ 6 21],[18.55 34.45] ; [ 9.45 17.55],0
a3,1,0.092745,2.82607,[43 12] ; [17 11],[39.75903614 15.24096386] ; [20.24096386  7.75903614],0
s4,1,0.094487,2.79622,[10 43] ; [10 18],[13.08641975 39.91358025] ; [ 6.91358025 21.08641975],0
r4,1,0.094918,2.788916,[49  6] ; [21  7],[46.38554217  8.61445783] ; [23.61445783  4.38554217],0
n2,1,0.161178,1.963141,[11  1] ; [9 4],[9.6 2.4] ; [10.4  2.6],0
p1,1,0.176344,1.828166,[10 45] ; [ 2 26],[ 7.95180723 47.04819277] ; [ 4.04819277 23.95180723],0
p5,1,0.176344,1.828166,[10 45] ; [ 2 26],[ 7.95180723 47.04819277] ; [ 4.04819277 23.95180723],0
p12,1,0.176344,1.828166,[10 45] ; [ 2 26],[ 7.95180723 47.04819277] ; [ 4.04819277 23.95180723],0
a4,1,0.188607,1.728462,[30 25] ; [11 17],[27.1686747 27.8313253] ; [13.8313253 14.1686747],0
p6,1,0.201181,1.633783,[12 42] ; [ 3 25],[ 9.87804878 44.12195122] ; [ 5.12195122 22.87804878],0
p2,1,0.209783,1.572926,[39 16] ; [16 12],[36.44578313 18.55421687] ; [18.55421687  9.44578313],0
u1,1,0.213864,1.545074,[12 43] ; [ 3 25],[ 9.93975904 45.06024096] ; [ 5.06024096 22.93975904],0
d2,1,0.217677,1.519618,[34 19] ; [14 14],[31.40740741 21.59259259] ; [16.59259259 11.40740741],0
p11,1,0.222445,1.488529,[37 18] ; [15 13],[34.45783133 20.54216867] ; [17.54216867 10.45783133],0
r3,1,0.230154,1.439912,[45  9] ; [26  2],[46.75609756  7.24390244] ; [24.24390244  3.75609756],0
a2,1,0.243055,1.362788,[14 41] ; [ 4 24],[11.92771084 43.07228916] ; [ 6.07228916 21.92771084],0
s1,1,0.246595,1.342494,[ 6 48] ; [ 1 27],[ 4.6097561 49.3902439] ; [ 2.3902439 25.6097561],0
u2,1,0.305319,1.050816,[8 4] ; [5 6],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
