Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6e-06,20.613855,[74  1] ; [5 3],[71.38554217  3.61445783] ; [7.61445783 0.38554217],1
p10,1,9e-06,19.807669,[72  3] ; [4 4],[68.6746988  6.3253012] ; [7.3253012 0.6746988],1
a3,1,0.004589,8.03486,[62 14] ; [3 5],[58.80952381 17.19047619] ; [6.19047619 1.80952381],0
a5,1,0.006909,7.296464,[61 15] ; [3 5],[57.9047619 18.0952381] ; [6.0952381 1.9047619],0
a6,1,0.016107,5.791208,[51 24] ; [2 6],[47.89156627 27.10843373] ; [5.10843373 2.89156627],0
p8,1,0.033355,4.527447,[67  8] ; [5 3],[65.06024096  9.93975904] ; [6.93975904 1.06024096],0
n6,1,0.043205,4.087364,[70  4] ; [6 2],[68.58536585  5.41463415] ; [7.41463415 0.58536585],0
v2,1,0.103521,2.650439,[48 24] ; [3 5],[45.9 26.1] ; [5.1 2.9],0
a8,1,0.141115,2.165763,[11 57] ; [3 5],[12.52631579 55.47368421] ; [1.47368421 6.52631579],0
d1,1,0.157533,1.997748,[48 28] ; [3 5],[46.14285714 29.85714286] ; [4.85714286 3.14285714],0
s5,1,0.160497,1.969538,[47 21] ; [3 4],[45.33333333 22.66666667] ; [4.66666667 2.33333333],0
b3,1,0.21226,1.555948,[30 26] ; [2 5],[28.44444444 27.55555556] ; [3.55555556 3.44444444],0
b2,1,0.21226,1.555948,[30 26] ; [2 5],[28.44444444 27.55555556] ; [3.55555556 3.44444444],0
a7,1,0.22051,1.501047,[54 22] ; [4 4],[52.47619048 23.52380952] ; [5.52380952 2.47619048],0
d5,1,0.25357,1.303526,[60 15] ; [5 3],[58.73493976 16.26506024] ; [6.26506024 1.73493976],0
b4,1,0.253911,1.301656,[41 35] ; [6 2],[42.52380952 33.47619048] ; [4.47619048 3.52380952],0
p12,1,0.26158,1.260375,[24 52] ; [1 7],[22.61904762 53.38095238] ; [2.38095238 5.61904762],0
p1,1,0.321033,0.984732,[22 54] ; [1 7],[20.80952381 55.19047619] ; [2.19047619 5.80952381],0
b5,1,0.337943,0.918219,[34 42] ; [5 3],[35.28571429 40.71428571] ; [3.71428571 4.28571429],0
s3,1,0.35469,0.856608,[43 31] ; [6 2],[44.2195122 29.7804878] ; [4.7804878 3.2195122],0
s4,1,0.382552,0.762484,[10 64] ; [2 6],[10.82926829 63.17073171] ; [1.17073171 6.82926829],0
s8,1,0.423839,0.639645,[47 26] ; [4 4],[45.96296296 27.03703704] ; [5.03703704 2.96296296],0
v4,1,0.425657,0.634644,[70  4] ; [7 1],[69.48780488  4.51219512] ; [7.51219512 0.48780488],0
d4,1,0.444615,0.584344,[64 11] ; [6 2],[63.25301205 11.74698795] ; [6.74698795 1.25301205],0
u3,1,0.516407,0.421062,[9 5] ; [4 1],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
p3,1,0.518148,0.417578,[63 12] ; [6 2],[62.34939759 12.65060241] ; [6.65060241 1.34939759],0
s7,1,0.537431,0.380322,[51 19] ; [5 3],[50.25641026 19.74358974] ; [5.74358974 2.25641026],0
v3,1,0.542802,0.37037,[44 28] ; [4 4],[43.2 28.8] ; [4.8 3.2],0
a2,1,0.566846,0.327989,[16 60] ; [1 7],[15.38095238 60.61904762] ; [1.61904762 6.38095238],0
v1,1,0.598412,0.277397,[48 25] ; [6 2],[48.66666667 24.33333333] ; [5.33333333 2.66666667],0
u1,1,0.652171,0.203173,[14 62] ; [2 6],[14.47619048 61.52380952] ; [1.52380952 6.47619048],0
p2,1,0.663285,0.189558,[69  6] ; [7 1],[68.6746988  6.3253012] ; [7.3253012 0.6746988],0
r1,1,0.666549,0.185665,[61 14] ; [7 1],[61.44578313 13.55421687] ; [6.55421687 1.44578313],0
r2,1,0.672793,0.178353,[68  6] ; [7 1],[67.68292683  6.31707317] ; [7.31707317 0.68292683],0
s2,1,0.714494,0.133829,[42 32] ; [4 4],[41.51219512 32.48780488] ; [4.48780488 3.51219512],0
a4,1,0.74753,0.103618,[33 43] ; [3 5],[32.57142857 43.42857143] ; [3.42857143 4.57142857],0
b1,1,0.801573,0.063158,[32 44] ; [3 5],[31.66666667 44.33333333] ; [3.33333333 4.66666667],0
a1,1,0.806696,0.059873,[12 64] ; [1 7],[11.76190476 64.23809524] ; [1.23809524 6.76190476],0
d3,1,0.812701,0.056142,[50 25] ; [5 3],[49.69879518 25.30120482] ; [5.30120482 2.69879518],0
u2,1,0.864591,0.029082,[9 5] ; [3 2],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
p6,1,0.902166,0.015111,[54 20] ; [6 2],[54.14634146 19.85365854] ; [5.85365854 2.14634146],0
d2,1,0.9143,0.011581,[39 36] ; [4 4],[38.85542169 36.14457831] ; [4.14457831 3.85542169],0
