Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,4e-06,21.145981,[55  9] ; [40 41],[41.93103448 22.06896552] ; [53.06896552 27.93103448],1
v2,1,8e-06,19.954392,[37 25] ; [17 59],[24.26086957 37.73913043] ; [29.73913043 46.26086957],1
s2,1,4.1e-05,16.809328,[35 29] ; [17 62],[23.27272727 40.72727273] ; [28.72727273 50.27272727],1
d4,1,0.000317,12.966128,[52 12] ; [42 38],[41.77777778 22.22222222] ; [52.22222222 27.77777778],1
a3,1,0.001388,10.222153,[49 15] ; [41 40],[39.72413793 24.27586207] ; [50.27586207 30.72413793],0
s8,1,0.001418,10.181818,[28 35] ; [16 65],[19.25 43.75] ; [24.75 56.25],0
p10,1,0.002157,9.410909,[46 16] ; [39 41],[37.11267606 24.88732394] ; [47.88732394 32.11267606],0
s6,1,0.002265,9.321001,[38 24] ; [28 51],[29.0212766 32.9787234] ; [36.9787234 42.0212766],0
d5,1,0.003326,8.619631,[47 17] ; [40 41],[38.4 25.6] ; [48.6 32.4],0
s7,1,0.003339,8.612111,[30 31] ; [19 57],[21.81751825 39.18248175] ; [27.18248175 48.81751825],0
s3,1,0.006916,7.29474,[38 26] ; [29 50],[29.98601399 34.01398601] ; [37.01398601 41.98601399],0
a5,1,0.01424,6.008142,[46 18] ; [42 39],[38.84137931 25.15862069] ; [49.15862069 31.84137931],0
r3,1,0.015307,5.880835,[57  7] ; [59 22],[51.2 12.8] ; [64.8 16.2],0
r2,1,0.01775,5.620645,[60  4] ; [64 16],[55.11111111  8.88888889] ; [68.88888889 11.11111111],0
a4,1,0.023649,5.120163,[31 33] ; [24 56],[24.44444444 39.55555556] ; [30.55555556 49.44444444],0
a2,1,0.024572,5.053807,[ 9 55] ; [ 3 78],[ 5.29655172 58.70344828] ; [ 6.70344828 74.29655172],0
v4,1,0.026174,4.944493,[57  6] ; [61 19],[51.98601399 11.01398601] ; [66.01398601 13.98601399],0
s5,1,0.030286,4.692971,[22 40] ; [15 63],[16.38571429 45.61428571] ; [20.61428571 57.38571429],0
v3,1,0.041189,4.168203,[22 39] ; [16 62],[16.67625899 44.32374101] ; [21.32374101 56.67625899],0
p9,1,0.048278,3.900274,[45 17] ; [44 34],[39.41428571 22.58571429] ; [49.58571429 28.41428571],0
b5,1,0.053216,3.737108,[38 26] ; [35 46],[32.22068966 31.77931034] ; [40.77931034 40.22068966],0
n1,1,0.058765,3.571906,[12 11] ; [10 26],[ 8.57627119 14.42372881] ; [13.42372881 22.57627119],0
n3,1,0.072142,3.233589,[18  6] ; [17 16],[14.73684211  9.26315789] ; [20.26315789 12.73684211],0
p2,1,0.080062,3.063651,[44 19] ; [45 36],[38.9375 24.0625] ; [50.0625 30.9375],0
r4,1,0.081521,3.034319,[51 13] ; [54 27],[46.34482759 17.65517241] ; [58.65517241 22.34482759],0
b2,1,0.098627,2.72761,[23 20] ; [17 30],[19.11111111 23.88888889] ; [20.88888889 26.11111111],0
b3,1,0.098627,2.72761,[23 20] ; [17 30],[19.11111111 23.88888889] ; [20.88888889 26.11111111],0
p3,1,0.099197,2.718401,[20 43] ; [16 65],[15.75 47.25] ; [20.25 60.75],0
d1,1,0.158034,1.992934,[27 37] ; [25 56],[22.95172414 41.04827586] ; [29.04827586 51.95172414],0
p7,1,0.160762,1.96704,[31 31] ; [31 50],[26.88111888 35.11888112] ; [35.11888112 45.88111888],0
n2,1,0.242279,1.367286,[18  5] ; [23 13],[15.98305085  7.01694915] ; [25.01694915 10.98305085],0
u3,1,0.247006,1.340156,[7 8] ; [12 28],[5.18181818 9.81818182] ; [13.81818182 26.18181818],0
p11,1,0.300833,1.0705,[47 17] ; [53 28],[44.13793103 19.86206897] ; [55.86206897 25.13793103],0
