Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,46.016685,[108  24] ; [68 91],[79.83505155 52.16494845] ; [96.16494845 62.83505155],1
v1,1,0.0,36.371699,[100  32] ; [64 94],[74.64827586 57.35172414] ; [89.35172414 68.64827586],1
p12,1,9e-05,15.337573,[ 30 103] ; [ 11 152],[ 18.4222973 114.5777027] ; [ 22.5777027 140.4222973],1
p11,1,0.001033,10.767513,[116  17] ; [118  47],[104.43624161  28.56375839] ; [129.56375839  35.43624161],0
n6,1,0.007884,7.059561,[121  10] ; [134  30],[113.23728814  17.76271186] ; [141.76271186  22.23728814],0
p8,1,0.011376,6.405618,[85 47] ; [81 82],[74.2779661 57.7220339] ; [91.7220339 71.2779661],0
n5,1,0.022204,5.229724,[114  19] ; [123  41],[106.13131313  26.86868687] ; [130.86868687  33.13131313],0
p7,1,0.022216,5.228798,[93 35] ; [95 64],[83.8466899 44.1533101] ; [104.1533101  54.8466899],0
s4,1,0.025003,5.023659,[ 23 110] ; [ 46 116],[ 31.10847458 101.89152542] ; [ 37.89152542 124.10847458],0
s8,1,0.02961,4.731802,[93 38] ; [97 68],[84.08783784 46.91216216] ; [105.91216216  59.08783784],0
a1,1,0.035122,4.439256,[ 14 119] ; [  7 158],[  9.37248322 123.62751678] ; [ 11.62751678 153.37248322],0
p5,1,0.038624,4.277312,[ 26 107] ; [ 18 146],[ 19.7037037 113.2962963] ; [ 24.2962963 139.7037037],0
r4,1,0.043637,4.07055,[127   6] ; [147  18],[122.2885906  10.7114094] ; [151.7114094  13.2885906],0
n1,1,0.054173,3.707354,[ 7 15] ; [24 18],[10.65625 11.34375] ; [20.34375 21.65625],0
p3,1,0.064175,3.426063,[83 49] ; [85 78],[75.17288136 56.82711864] ; [92.82711864 70.17288136],0
p9,1,0.067101,3.352559,[122  11] ; [139  25],[116.87878788  16.12121212] ; [144.12121212  19.87878788],0
n4,1,0.080554,3.053687,[115  18] ; [129  35],[109.26599327  23.73400673] ; [134.73400673  29.26599327],0
p4,1,0.095822,2.773742,[95 37] ; [103  61],[88.2972973 43.7027027] ; [109.7027027  54.2972973],0
u4,1,0.100674,2.694833,[  7 126] ; [  3 162],[  4.46308725 128.53691275] ; [  5.53691275 159.46308725],0
p1,1,0.106833,2.600461,[ 18 114] ; [ 13 152],[ 13.77777778 118.22222222] ; [ 17.22222222 147.77777778],0
r3,1,0.108907,2.570009,[131   2] ; [156   8],[128.52188552   4.47811448] ; [158.47811448   5.52188552],0
s5,1,0.167851,1.902037,[67 61] ; [67 85],[61.25714286 66.74285714] ; [72.74285714 79.25714286],0
p10,1,0.181113,1.788464,[119  14] ; [138  26],[115.08754209  17.91245791] ; [141.91245791  22.08754209],0
d3,1,0.197836,1.658277,[120  12] ; [142  23],[116.44444444  15.55555556] ; [145.55555556  19.44444444],0
