Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.406531,[62 19] ; [ 3 19],[51.11650485 29.88349515] ; [13.88349515  8.11650485],1
r3,1,1e-06,23.208432,[69 11] ; [ 8 14],[60.39215686 19.60784314] ; [16.60784314  5.39215686],1
r2,1,9.3e-05,15.281209,[69 12] ; [10 12],[62.12621359 18.87378641] ; [16.87378641  5.12621359],1
p11,1,0.000189,13.942202,[51 30] ; [ 4 18],[43.25242718 37.74757282] ; [11.74757282 10.25242718],1
p2,1,0.000604,11.763188,[58 23] ; [ 7 15],[51.11650485 29.88349515] ; [13.88349515  8.11650485],1
s6,1,0.001704,9.844193,[37 44] ; [ 2 20],[30.66990291 50.33009709] ; [ 8.33009709 13.66990291],0
p10,1,0.00281,8.927219,[44 35] ; [ 4 17],[37.92 41.08] ; [10.08 10.92],0
d3,1,0.009675,6.693845,[35 45] ; [ 3 19],[29.80392157 50.19607843] ; [ 8.19607843 13.80392157],0
d5,1,0.010488,6.550052,[47 34] ; [ 6 16],[41.67961165 39.32038835] ; [11.32038835 10.67961165],0
s7,1,0.011939,6.319852,[24 51] ; [ 1 20],[19.53125 55.46875] ; [ 5.46875 15.53125],0
u2,1,0.012837,6.191406,[24 10] ; [4 9],[20.25531915 13.74468085] ; [7.74468085 5.25531915],0
r1,1,0.020631,5.357659,[55 26] ; [ 9 13],[50.33009709 30.66990291] ; [13.66990291  8.33009709],0
n3,1,0.024293,5.073626,[22  6] ; [4 6],[19.15789474  8.84210526] ; [6.84210526 3.15789474],0
v2,1,0.028313,4.808905,[30 45] ; [ 3 18],[25.78125 49.21875] ; [ 7.21875 13.78125],0
p9,1,0.028422,4.802272,[51 28] ; [ 8 13],[46.61 32.39] ; [12.39  8.61],0
n2,1,0.040778,4.185196,[24  5] ; [5 5],[21.56410256  7.43589744] ; [7.43589744 2.56410256],0
s2,1,0.046337,3.969313,[29 52] ; [ 3 19],[25.16504854 55.83495146] ; [ 6.83495146 15.16504854],0
s8,1,0.046749,3.954406,[19 62] ; [ 1 21],[15.72815534 65.27184466] ; [ 4.27184466 17.72815534],0
p3,1,0.071353,3.251619,[27 54] ; [ 3 19],[23.59223301 57.40776699] ; [ 6.40776699 15.59223301],0
p4,1,0.071921,3.238633,[31 49] ; [ 4 18],[27.45098039 52.54901961] ; [ 7.54901961 14.45098039],0
a1,1,0.076917,3.128864,[ 5 76] ; [ 4 18],[ 7.0776699 73.9223301] ; [ 1.9223301 20.0776699],0
s1,1,0.080925,3.046236,[ 3 77] ; [ 3 19],[ 4.70588235 75.29411765] ; [ 1.29411765 20.70588235],0
s3,1,0.087643,2.917135,[40 41] ; [ 6 15],[36.52941176 44.47058824] ; [ 9.47058824 11.52941176],0
a6,1,0.088202,2.906893,[53 28] ; [10 12],[49.54368932 31.45631068] ; [13.45631068  8.54368932],0
p7,1,0.106585,2.604137,[39 37] ; [ 7 15],[35.67346939 40.32653061] ; [10.32653061 11.67346939],0
s4,1,0.1086,2.574477,[15 66] ; [ 1 21],[12.58252427 68.41747573] ; [ 3.41747573 18.58252427],0
s5,1,0.115669,2.475,[14 63] ; [ 1 21],[11.66666667 65.33333333] ; [ 3.33333333 18.66666667],0
