Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.406531,[62 19] ; [ 3 19],[51.11650485 29.88349515] ; [13.88349515  8.11650485],1
b3,1,0.11587,2.472271,[ 8 30] ; [6 8],[10.23076923 27.76923077] ; [ 3.76923077 10.23076923],0
b2,1,0.11587,2.472271,[ 8 30] ; [6 8],[10.23076923 27.76923077] ; [ 3.76923077 10.23076923],0
b5,1,0.185441,1.753471,[46 35] ; [ 9 13],[43.25242718 37.74757282] ; [11.74757282 10.25242718],0
v1,1,0.216681,1.526217,[33 46] ; [ 6 16],[30.5049505 48.4950495] ; [ 8.4950495 13.5049505],0
a3,1,0.253673,1.302963,[46 35] ; [ 9 12],[43.67647059 37.32352941] ; [11.32352941  9.67647059],0
d4,1,0.292932,1.106096,[47 34] ; [10 12],[44.82524272 36.17475728] ; [12.17475728  9.82524272],0
a5,1,0.362633,0.828753,[42 39] ; [ 9 13],[40.10679612 40.89320388] ; [10.89320388 11.10679612],0
p6,1,0.398162,0.713869,[17 61] ; [ 3 19],[15.6 62.4] ; [ 4.4 17.6],0
n1,1,0.427576,0.6294,[10 18] ; [5 5],[11.05263158 16.94736842] ; [3.94736842 6.05263158],0
v3,1,0.434632,0.610414,[20 56] ; [ 4 18],[18.6122449 57.3877551] ; [ 5.3877551 16.6122449],0
a7,1,0.436234,0.606168,[48 33] ; [11 11],[46.39805825 34.60194175] ; [12.60194175  9.39805825],0
a2,1,0.460846,0.543839,[ 4 77] ; [ 2 20],[ 4.7184466 76.2815534] ; [ 1.2815534 20.7184466],0
a8,1,0.467274,0.528414,[10 68] ; [ 4 17],[11.03030303 66.96969697] ; [ 2.96969697 18.03030303],0
n5,1,0.52221,0.409526,[37 42] ; [12 10],[38.32673267 40.67326733] ; [10.67326733 11.32673267],0
p8,1,0.554627,0.349092,[28 51] ; [ 6 15],[26.86 52.14] ; [ 7.14 13.86],0
b4,1,0.594581,0.283247,[39 42] ; [12 10],[40.10679612 40.89320388] ; [10.89320388 11.10679612],0
a4,1,0.759397,0.093803,[21 60] ; [ 5 17],[20.44660194 60.55339806] ; [ 5.55339806 16.44660194],0
b1,1,0.850691,0.035433,[46 35] ; [12 10],[45.61165049 35.38834951] ; [12.38834951  9.61165049],0
p1,1,0.898948,0.016126,[ 8 72] ; [ 2 20],[ 7.84313725 72.15686275] ; [ 2.15686275 19.84313725],0
d2,1,0.921661,0.009671,[14 67] ; [ 4 18],[14.15533981 66.84466019] ; [ 3.84466019 18.15533981],0
n4,1,0.959044,0.002637,[40 41] ; [11 11],[40.10679612 40.89320388] ; [10.89320388 11.10679612],0
