Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000969,10.885,[23 20] ; [20 63],[14.67460317 28.32539683] ; [28.32539683 54.67460317],1
p6,1,0.001416,10.185031,[16 29] ; [10 74],[ 9.06976744 35.93023256] ; [16.93023256 67.06976744],0
v3,1,0.001815,9.72801,[17 28] ; [12 74],[ 9.96183206 35.03816794] ; [19.03816794 66.96183206],0
d1,1,0.002026,9.526253,[26 20] ; [25 61],[17.77272727 28.22727273] ; [33.22727273 52.77272727],0
d3,1,0.007441,7.163208,[31 15] ; [36 48],[23.70769231 22.29230769] ; [43.29230769 40.70769231],0
r3,1,0.007886,7.059167,[41  5] ; [58 27],[34.76335878 11.23664122] ; [64.23664122 20.76335878],0
d5,1,0.008132,7.00422,[38  8] ; [51 34],[31.2519084 14.7480916] ; [57.7480916 27.2519084],0
s6,1,0.015909,5.812852,[25 20] ; [29 57],[18.54961832 26.45038168] ; [35.45038168 50.54961832],0
s8,1,0.019158,5.487044,[15 31] ; [13 73],[ 9.75757576 36.24242424] ; [18.24242424 67.75757576],0
b5,1,0.041094,4.172149,[34 12] ; [48 38],[28.57575758 17.42424242] ; [53.42424242 32.57575758],0
d4,1,0.093125,2.819515,[35 11] ; [53 33],[30.66666667 15.33333333] ; [57.33333333 28.66666667],0
b1,1,0.112099,2.524372,[27 19] ; [38 48],[22.65151515 23.34848485] ; [42.34848485 43.65151515],0
p11,1,0.12108,2.403297,[30 16] ; [44 42],[25.78787879 20.21212121] ; [48.21212121 37.78787879],0
s2,1,0.128055,2.315922,[20 26] ; [26 60],[16.03030303 29.96969697] ; [29.96969697 56.03030303],0
n3,1,0.162242,1.953207,[13  4] ; [18 14],[10.75510204  6.24489796] ; [20.24489796 11.75510204],0
u3,1,0.17522,1.837705,[7 7] ; [10 24],[4.95833333 9.04166667] ; [12.04166667 21.95833333],0
u1,1,0.17683,1.824065,[ 5 41] ; [ 4 82],[ 3.13636364 42.86363636] ; [ 5.86363636 80.13636364],0
s7,1,0.183347,1.770282,[16 26] ; [22 61],[12.768 29.232] ; [25.232 57.768],0
n4,1,0.197241,1.662688,[32 14] ; [50 36],[28.57575758 17.42424242] ; [53.42424242 32.57575758],0
