Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,22.112821,[ 5 22] ; [34 11],[14.625 12.375] ; [24.375 20.625],1
p2,1,0.004147,8.218493,[13 14] ; [37  9],[18.49315068  8.50684932] ; [31.50684932 14.49315068],0
r2,1,0.010777,6.501672,[15 11] ; [39  7],[19.5  6.5] ; [34.5 11.5],0
b5,1,0.037425,4.330971,[13 14] ; [34 13],[17.14864865  9.85135135] ; [29.85135135 17.14864865],0
v4,1,0.093804,2.807847,[20  7] ; [41  5],[22.56164384  4.43835616] ; [38.43835616  7.56164384],0
s8,1,0.105015,2.627685,[ 4 23] ; [15 32],[ 6.93243243 20.06756757] ; [12.06756757 34.93243243],0
p11,1,0.105148,2.625675,[12 15] ; [30 17],[15.32432432 11.67567568] ; [26.67567568 20.32432432],0
a7,1,0.13017,2.290472,[14 13] ; [32 14],[17.01369863  9.98630137] ; [28.98630137 17.01369863],0
s5,1,0.156747,2.005327,[ 5 22] ; [15 29],[ 7.6056338 19.3943662] ; [12.3943662 31.6056338],0
b1,1,0.166318,1.915824,[16 11] ; [20 27],[13.13513514 13.86486486] ; [22.86486486 24.13513514],0
r4,1,0.166318,1.915824,[11 16] ; [27 20],[13.86486486 13.13513514] ; [24.13513514 22.86486486],0
a6,1,0.166318,1.915824,[16 11] ; [20 27],[13.13513514 13.86486486] ; [22.86486486 24.13513514],0
p1,1,0.190741,1.711888,[ 1 26] ; [ 6 40],[ 2.5890411 24.4109589] ; [ 4.4109589 41.5890411],0
b4,1,0.208668,1.580642,[12 15] ; [28 19],[14.59459459 12.40540541] ; [25.40540541 21.59459459],0
s3,1,0.255995,1.290286,[ 8 18] ; [20 25],[10.25352113 15.74647887] ; [17.74647887 27.25352113],0
s1,1,0.25802,1.27935,[ 3 24] ; [ 2 45],[ 1.82432432 25.17567568] ; [ 3.17567568 43.82432432],0
s2,1,0.258051,1.279181,[ 9 18] ; [22 25],[11.31081081 15.68918919] ; [19.68918919 27.31081081],0
p4,1,0.259897,1.269307,[13 14] ; [16 30],[10.7260274 16.2739726] ; [18.2739726 27.7260274],0
s6,1,0.282673,1.154195,[10 17] ; [23 23],[12.20547945 14.79452055] ; [20.79452055 25.20547945],0
a1,1,0.292775,1.106816,[ 1 26] ; [ 5 42],[ 2.18918919 24.81081081] ; [ 3.81081081 43.18918919],0
n3,1,0.381133,0.767045,[6 6] ; [10  5],[7.11111111 4.88888889] ; [8.88888889 6.11111111],0
r3,1,0.42516,0.636008,[21  6] ; [40  7],[22.25675676  4.74324324] ; [38.74324324  8.25675676],0
v1,1,0.431632,0.618428,[ 7 20] ; [16 30],[ 8.50684932 18.49315068] ; [14.49315068 31.50684932],0
n4,1,0.467699,0.527408,[ 7 20] ; [16 31],[ 8.39189189 18.60810811] ; [14.60810811 32.39189189],0
a2,1,0.473184,0.514532,[ 3 24] ; [ 3 44],[ 2.18918919 24.81081081] ; [ 3.81081081 43.18918919],0
d2,1,0.482748,0.49265,[12 15] ; [17 30],[10.58108108 16.41891892] ; [18.41891892 28.58108108],0
n1,1,0.534561,0.385714,[ 2 10] ; [ 4 11],[2.66666667 9.33333333] ; [ 3.33333333 11.66666667],0
b2,1,0.542672,0.37061,[ 5 12] ; [10 16],[ 5.93023256 11.06976744] ; [ 9.06976744 16.93023256],0
b3,1,0.542672,0.37061,[ 5 12] ; [10 16],[ 5.93023256 11.06976744] ; [ 9.06976744 16.93023256],0
d4,1,0.555098,0.348264,[19  8] ; [36 11],[20.06756757  6.93243243] ; [34.93243243 12.06756757],0
s7,1,0.601696,0.272445,[ 6 19] ; [14 33],[ 6.94444444 18.05555556] ; [13.05555556 33.94444444],0
d5,1,0.65094,0.204717,[19  8] ; [30 16],[18.12328767  8.87671233] ; [30.87671233 15.12328767],0
n2,1,0.65591,0.198529,[7 5] ; [10  5],[7.55555556 4.44444444] ; [9.44444444 5.55555556],0
u2,1,0.686254,0.16317,[8 5] ; [12 10],[7.42857143 5.57142857] ; [12.57142857  9.42857143],0
n6,1,0.696344,0.152304,[16 11] ; [30 17],[16.78378378 10.21621622] ; [29.21621622 17.78378378],0
p7,1,0.714579,0.133746,[15 12] ; [23 22],[14.25 12.75] ; [23.75 21.25],0
s4,1,0.751565,0.10022,[ 6 21] ; [ 9 38],[ 5.47297297 21.52702703] ; [ 9.52702703 37.47297297],0
p3,1,0.754973,0.097399,[ 9 17] ; [18 29],[ 9.61643836 16.38356164] ; [17.38356164 29.61643836],0
v2,1,0.795054,0.067472,[10 17] ; [16 31],[ 9.48648649 17.51351351] ; [16.51351351 30.48648649],0
d1,1,0.835834,0.042942,[11 16] ; [18 29],[10.58108108 16.41891892] ; [18.41891892 28.58108108],0
a3,1,0.836486,0.042597,[14 13] ; [25 21],[14.42465753 12.57534247] ; [24.57534247 21.42465753],0
a8,1,0.848906,0.036296,[ 1 26] ; [ 2 41],[ 1.15714286 25.84285714] ; [ 1.84285714 41.15714286],0
a4,1,0.871576,0.026133,[ 7 20] ; [13 34],[ 7.2972973 19.7027027] ; [12.7027027 34.2972973],0
a5,1,0.879089,0.023142,[11 16] ; [20 27],[11.31081081 15.68918919] ; [19.68918919 27.31081081],0
u1,1,0.907793,0.013415,[ 1 26] ; [ 2 45],[ 1.09459459 25.90540541] ; [ 1.90540541 45.09459459],0
p8,1,0.949883,0.003951,[10 17] ; [17 28],[10.125 16.875] ; [16.875 28.125],0
u3,1,0.967991,0.00161,[7 6] ; [12 10],[7.05714286 5.94285714] ; [11.94285714 10.05714286],0
p6,1,0.974643,0.00101,[ 7 19] ; [12 32],[ 7.05714286 18.94285714] ; [11.94285714 32.05714286],0
d3,1,0.994511,4.7e-05,[17 10] ; [29 17],[17.01369863  9.98630137] ; [28.98630137 17.01369863],0
v3,1,1.0,0.0,[ 6 21] ; [10 35],[ 6. 21.] ; [10. 35.],0
