Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.002664,9.024677,[30  7] ; [10 13],[24.66666667 12.33333333] ; [15.33333333  7.66666667],0
a6,1,0.009278,6.768508,[27 10] ; [ 9 14],[22.2 14.8] ; [13.8  9.2],0
s1,1,0.01686,5.710928,[ 1 36] ; [ 5 18],[ 3.7 33.3] ; [ 2.3 20.7],0
v4,1,0.021948,5.249932,[35  2] ; [17  6],[32.06666667  4.93333333] ; [19.93333333  3.06666667],0
n5,1,0.040114,4.213053,[30  7] ; [13 10],[26.51666667 10.48333333] ; [16.48333333  6.51666667],0
p9,1,0.06044,3.525264,[28  9] ; [12 11],[24.66666667 12.33333333] ; [15.33333333  7.66666667],0
v2,1,0.062647,3.465897,[23 13] ; [ 9 14],[19.52542373 16.47457627] ; [12.47457627 10.52542373],0
u1,1,0.068472,3.319278,[ 8 29] ; [ 1 22],[ 5.55 31.45] ; [ 3.45 19.55],0
d3,1,0.097712,2.742491,[21 16] ; [ 8 15],[17.88333333 19.11666667] ; [11.11666667 11.88333333],0
p11,1,0.100536,2.697021,[27 10] ; [12 11],[24.05 12.95] ; [14.95  8.05],0
n6,1,0.123585,2.371285,[31  5] ; [16  7],[28.6779661  7.3220339] ; [18.3220339  4.6779661],0
d1,1,0.125506,2.347222,[22 15] ; [ 9 14],[19.11666667 17.88333333] ; [11.88333333 11.11666667],0
p1,1,0.132411,2.264003,[ 2 35] ; [ 4 19],[ 3.7 33.3] ; [ 2.3 20.7],0
d4,1,0.143381,2.141297,[29  8] ; [14  9],[26.51666667 10.48333333] ; [16.48333333  6.51666667],0
r1,1,0.143381,2.141297,[29  8] ; [14  9],[26.51666667 10.48333333] ; [16.48333333  6.51666667],0
n1,1,0.146924,2.103896,[4 7] ; [5 2],[5.5 5.5] ; [3.5 3.5],0
a8,1,0.177438,1.818955,[ 2 31] ; [ 4 19],[ 3.53571429 29.46428571] ; [ 2.46428571 20.53571429],0
s6,1,0.179989,1.797716,[21 16] ; [17  6],[23.43333333 13.56666667] ; [14.56666667  8.43333333],0
s5,1,0.183578,1.768421,[ 9 26] ; [ 9 12],[11.25 23.75] ; [ 6.75 14.25],0
b1,1,0.184297,1.762632,[16 21] ; [14  9],[18.5 18.5] ; [11.5 11.5],0
s4,1,0.213347,1.548568,[ 6 30] ; [ 7 16],[ 7.93220339 28.06779661] ; [ 5.06779661 17.93220339],0
d5,1,0.223679,1.480611,[28  9] ; [14  9],[25.9 11.1] ; [16.1  6.9],0
u2,1,0.252781,1.30787,[7 6] ; [3 7],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
r2,1,0.297979,1.083218,[35  2] ; [20  3],[33.91666667  3.08333333] ; [21.08333333  1.91666667],0
