Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.890309,[43 49] ; [ 18 147],[21.83657588 70.16342412] ; [ 39.16342412 125.83657588],1
r1,1,0.000448,12.32045,[74 20] ; [96 72],[60.99236641 33.00763359] ; [109.00763359  58.99236641],1
a3,1,0.003482,8.535835,[69 25] ; [92 75],[57.98467433 36.01532567] ; [103.01532567  63.98467433],0
r3,1,0.005082,7.849895,[86  7] ; [133  35],[78.03448276 14.96551724] ; [140.96551724  27.03448276],0
r4,1,0.007218,7.217972,[80 14] ; [118  50],[71.03816794 22.96183206] ; [126.96183206  41.03816794],0
a7,1,0.008142,7.001978,[69 24] ; [97 71],[59.14942529 33.85057471] ; [106.85057471  61.14942529],0
p10,1,0.009803,6.670417,[67 26] ; [92 73],[57.31395349 35.68604651] ; [101.68604651  63.31395349],0
r2,1,0.01062,6.527757,[86  7] ; [133  32],[78.94186047 14.05813953] ; [140.05813953  24.94186047],0
d5,1,0.010825,6.493888,[77 17] ; [113  55],[68.16793893 25.83206107] ; [121.83206107  46.16793893],0
p11,1,0.019392,5.465775,[71 23] ; [103  65],[62.42748092 31.57251908] ; [111.57251908  56.42748092],0
d4,1,0.02619,4.943429,[76 17] ; [116  52],[68.4137931 24.5862069] ; [123.5862069  44.4137931],0
d1,1,0.026502,4.922942,[52 42] ; [69 99],[43.41221374 50.58778626] ; [77.58778626 90.41221374],0
s5,1,0.040285,4.205853,[24 67] ; [ 26 139],[17.7734375 73.2265625] ; [ 32.2265625 132.7734375],0
p7,1,0.056246,3.644755,[51 41] ; [71 94],[43.67315175 48.32684825] ; [78.32684825 86.67315175],0
d3,1,0.059544,3.550048,[63 31] ; [92 75],[55.82375479 38.17624521] ; [99.17624521 67.82375479],0
u1,1,0.100178,2.70271,[11 83] ; [ 10 158],[ 7.53435115 86.46564885] ; [ 13.46564885 154.53435115],0
v4,1,0.11918,2.428068,[84 10] ; [138  30],[79.64885496 14.35114504] ; [142.35114504  25.64885496],0
s1,1,0.122566,2.384217,[ 1 90] ; [  8 159],[ 3.1744186 87.8255814] ; [  5.8255814 161.1744186],0
n6,1,0.156114,2.011469,[74 20] ; [118  49],[69.14942529 24.85057471] ; [122.85057471  44.14942529],0
s8,1,0.167862,1.901938,[23 71] ; [ 29 138],[18.72796935 75.27203065] ; [ 33.27203065 133.72796935],0
