Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,56.87133,[101  18] ; [ 8 31],[82.09493671 36.90506329] ; [26.90506329 12.09493671],1
p2,1,0.000111,14.935602,[102  17] ; [22 17],[93.39240506 25.60759494] ; [30.60759494  8.39240506],1
p11,1,0.000131,14.629421,[97 24] ; [19 20],[87.725 33.275] ; [28.275 10.725],1
b1,1,0.003354,8.603921,[29 92] ; [19 20],[36.3 84.7] ; [11.7 27.3],0
s6,1,0.003365,8.597936,[76 43] ; [14 24],[68.21656051 50.78343949] ; [21.78343949 16.21656051],0
r2,1,0.005206,7.80661,[113   5] ; [32  7],[108.98089172   9.01910828] ; [36.01910828  2.98089172],0
r4,1,0.007913,7.053006,[108  13] ; [28 11],[102.85  18.15] ; [33.15  5.85],0
s8,1,0.013681,6.078892,[45 76] ; [ 6 32],[38.81132075 82.18867925] ; [12.18867925 25.81132075],0
r3,1,0.013918,6.048534,[119   2] ; [35  4],[116.4625   4.5375] ; [37.5375  1.4625],0
a5,1,0.015321,5.879212,[82 39] ; [18 21],[75.625 45.375] ; [24.375 14.625],0
s3,1,0.032764,4.558078,[59 58] ; [12 27],[53.25 63.75] ; [17.75 21.25],0
a7,1,0.043136,4.090046,[96 24] ; [25 14],[91.32075472 28.67924528] ; [29.67924528  9.32075472],0
p7,1,0.050533,3.823678,[76 43] ; [18 21],[70.79746835 48.20253165] ; [23.20253165 15.79746835],0
r1,1,0.051445,3.793716,[91 30] ; [23 16],[86.2125 34.7875] ; [27.7875 11.2125],0
s2,1,0.052263,3.767318,[55 65] ; [11 28],[49.81132075 70.18867925] ; [16.18867925 22.81132075],0
p8,1,0.052263,3.767318,[55 65] ; [11 28],[49.81132075 70.18867925] ; [16.18867925 22.81132075],0
d3,1,0.055184,3.676525,[90 30] ; [23 16],[85.28301887 34.71698113] ; [27.71698113 11.28301887],0
n1,1,0.057621,3.604557,[ 5 28] ; [6 9],[ 7.5625 25.4375] ; [ 3.4375 11.5625],0
v4,1,0.088299,2.905121,[115   4] ; [35  4],[112.97468354   6.02531646] ; [37.02531646  1.97468354],0
a6,1,0.117296,2.453058,[79 42] ; [20 19],[74.86875 46.13125] ; [24.13125 14.86875],0
u2,1,0.175524,1.835119,[23 19] ; [ 6 11],[20.6440678 21.3559322] ; [8.3559322 8.6440678],0
s4,1,0.197419,1.661369,[27 94] ; [ 5 34],[24.2 96.8] ; [ 7.8 31.2],0
d5,1,0.214905,1.538074,[92 28] ; [26 13],[89.05660377 30.94339623] ; [28.94339623 10.05660377],0
p6,1,0.310707,1.027668,[37 80] ; [ 9 30],[34.5 82.5] ; [11.5 27.5],0
s5,1,0.322427,0.979076,[37 78] ; [ 9 29],[34.5751634 80.4248366] ; [11.4248366 26.5751634],0
a8,1,0.323863,0.973283,[12 98] ; [ 2 35],[10.47619048 99.52380952] ; [ 3.52380952 33.47619048],0
a3,1,0.334714,0.930575,[78 42] ; [22 17],[75.47169811 44.52830189] ; [24.52830189 14.47169811],0
u3,1,0.344484,0.893672,[23 19] ; [ 7 10],[21.3559322 20.6440678] ; [8.6440678 8.3559322],0
p1,1,0.412066,0.672831,[  7 112] ; [ 1 38],[  6.02531646 112.97468354] ; [ 1.97468354 37.02531646],0
p3,1,0.412934,0.670338,[46 75] ; [12 27],[43.8625 77.1375] ; [14.1375 24.8625],0
v1,1,0.420561,0.648748,[44 72] ; [12 27],[41.90967742 74.09032258] ; [14.09032258 24.90967742],0
d1,1,0.464069,0.536063,[64 57] ; [18 21],[62.0125 58.9875] ; [19.9875 19.0125],0
n2,1,0.480079,0.498684,[20 13] ; [10  4],[21.06382979 11.93617021] ; [8.93617021 5.06382979],0
d4,1,0.501188,0.452421,[99 22] ; [30  9],[97.55625 23.44375] ; [31.44375  7.55625],0
n4,1,0.557431,0.344171,[53 68] ; [15 24],[51.425 69.575] ; [16.575 22.425],0
n3,1,0.585786,0.296974,[26  7] ; [10  4],[25.27659574  7.72340426] ; [10.72340426  3.27659574],0
a4,1,0.598084,0.277895,[46 75] ; [13 26],[44.61875 76.38125] ; [14.38125 24.61875],0
s1,1,0.6024,0.271391,[  4 117] ; [ 2 37],[  4.5375 116.4625] ; [ 1.4625 37.5375],0
a1,1,0.6024,0.271391,[  4 117] ; [ 2 37],[  4.5375 116.4625] ; [ 1.4625 37.5375],0
b5,1,0.664652,0.187922,[73 48] ; [22 17],[71.84375 49.15625] ; [23.15625 15.84375],0
u1,1,0.721146,0.127398,[ 13 108] ; [ 5 34],[ 13.6125 107.3875] ; [ 4.3875 34.6125],0
a2,1,0.750343,0.101243,[ 18 103] ; [ 5 34],[ 17.39375 103.60625] ; [ 5.60625 33.39375],0
b2,1,0.76455,0.089707,[20 47] ; [ 5 14],[19.47674419 47.52325581] ; [ 5.52325581 13.47674419],0
b3,1,0.76455,0.089707,[20 47] ; [ 5 14],[19.47674419 47.52325581] ; [ 5.52325581 13.47674419],0
