Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,127.393188,[409  11] ; [30 25],[388.16842105  31.83157895] ; [50.83157895  4.16842105],1
r1,1,0.0,124.44839,[358  64] ; [11 47],[324.4125  97.5875] ; [44.5875 13.4125],1
v4,1,0.0,93.308102,[414   8] ; [38 19],[398.21294363  23.78705637] ; [53.78705637  3.21294363],1
r3,1,0.0,91.252503,[420   3] ; [42 15],[407.1375  15.8625] ; [54.8625  2.1375],1
a7,1,2.8e-05,17.544086,[321 101] ; [29 29],[307.70833333 114.29166667] ; [42.29166667 15.70833333],1
a6,1,0.000266,13.29282,[310 113] ; [29 29],[298.12266112 124.87733888] ; [40.87733888 17.12266112],1
d3,1,0.002009,9.541478,[297 126] ; [29 29],[286.69022869 136.30977131] ; [39.30977131 18.69022869],0
d5,1,0.011175,6.437347,[339  84] ; [38 20],[331.54054054  91.45945946] ; [45.45945946 12.54054054],0
p3,1,0.013575,6.092598,[199 223] ; [17 40],[190.29645094 231.70354906] ; [25.70354906 31.29645094],0
d1,1,0.015696,5.836629,[239 184] ; [23 35],[230.40748441 192.59251559] ; [31.59251559 26.40748441],0
d4,1,0.019027,5.499006,[341  82] ; [39 19],[334.17879418  88.82120582] ; [45.82120582 12.17879418],0
n6,1,0.01936,5.468727,[356  66] ; [41 16],[349.75782881  72.24217119] ; [47.24217119  9.75782881],0
p7,1,0.020617,5.358873,[262 151] ; [26 29],[254.15384615 158.84615385] ; [33.84615385 21.15384615],0
n4,1,0.022445,5.210967,[333  89] ; [38 20],[326.17083333  95.82916667] ; [44.82916667 13.17083333],0
v3,1,0.028336,4.807534,[158 247] ; [14 44],[150.45356371 254.54643629] ; [21.54643629 36.45356371],0
s6,1,0.032167,4.589575,[243 176] ; [25 33],[235.4129979 183.5870021] ; [32.5870021 25.4129979],0
a8,1,0.044207,4.048655,[ 60 324] ; [ 3 52],[ 55.1070615 328.8929385] ; [ 7.8929385 47.1070615],0
b3,1,0.055249,3.674556,[ 95 166] ; [ 7 28],[ 89.93918919 171.06081081] ; [12.06081081 22.93918919],0
b2,1,0.055249,3.674556,[ 95 166] ; [ 7 28],[ 89.93918919 171.06081081] ; [12.06081081 22.93918919],0
p10,1,0.061658,3.492217,[355  65] ; [41 14],[350.14736842  69.85263158] ; [45.85263158  9.14736842],0
a5,1,0.07781,3.110068,[303 120] ; [35 23],[297.24324324 125.75675676] ; [40.75675676 17.24324324],0
v1,1,0.080037,3.064146,[215 194] ; [22 33],[208.90732759 200.09267241] ; [28.09267241 26.90732759],0
p5,1,0.09951,2.713377,[ 21 398] ; [ 6 52],[ 23.71698113 395.28301887] ; [ 3.28301887 54.71698113],0
p2,1,0.101175,2.686922,[359  62] ; [43 13],[354.80503145  66.19496855] ; [47.19496855  8.80503145],0
s3,1,0.107833,2.585696,[205 214] ; [21 35],[199.35578947 219.64421053] ; [26.64421053 29.35578947],0
s4,1,0.128915,2.305526,[ 44 375] ; [10 48],[ 47.43396226 371.56603774] ; [ 6.56603774 51.43396226],0
b1,1,0.133751,2.248417,[147 276] ; [26 32],[152.13929314 270.86070686] ; [20.86070686 37.13929314],0
v2,1,0.137005,2.211284,[229 173] ; [26 30],[223.8209607 178.1790393] ; [31.1790393 24.8209607],0
n1,1,0.152044,2.051624,[21 56] ; [11 15],[23.9223301 53.0776699] ; [ 8.0776699 17.9223301],0
a3,1,0.171248,1.871988,[293 130] ; [35 23],[288.44906445 134.55093555] ; [39.55093555 18.44906445],0
u1,1,0.184762,1.758896,[ 64 359] ; [ 5 53],[ 60.67983368 362.32016632] ; [ 8.32016632 49.67983368],0
a4,1,0.20011,1.641571,[175 246] ; [19 39],[170.50939457 250.49060543] ; [23.49060543 34.50939457],0
a2,1,0.224273,1.476821,[ 87 336] ; [ 8 50],[ 83.54469854 339.45530146] ; [11.45530146 46.54469854],0
s8,1,0.249267,1.327407,[164 258] ; [18 40],[160.00833333 261.99166667] ; [21.99166667 36.00833333],0
p8,1,0.253437,1.304259,[216 200] ; [25 32],[211.9577167 204.0422833] ; [29.0422833 27.9577167],0
s2,1,0.276054,1.186413,[164 256] ; [18 39],[160.25157233 259.74842767] ; [21.74842767 35.25157233],0
d2,1,0.29905,1.078425,[191 232] ; [22 36],[187.31600832 235.68399168] ; [25.68399168 32.31600832],0
p4,1,0.327571,0.958476,[243 178] ; [29 28],[239.56485356 181.43514644] ; [32.43514644 24.56485356],0
a1,1,0.337241,0.920892,[ 12 411] ; [ 3 55],[ 13.19126819 409.80873181] ; [ 1.80873181 56.19126819],0
s1,1,0.354354,0.857805,[  7 410] ; [ 2 56],[  7.90105263 409.09894737] ; [ 1.09894737 56.90105263],0
u3,1,0.387492,0.746797,[72 58] ; [10 12],[70.13157895 59.86842105] ; [11.86842105 10.13157895],0
u2,1,0.397836,0.714856,[80 50] ; [12 11],[78.16993464 51.83006536] ; [13.83006536  9.16993464],0
p12,1,0.43189,0.617736,[ 26 393] ; [ 2 54],[ 24.69894737 394.30105263] ; [ 3.30105263 52.69894737],0
n5,1,0.433391,0.61372,[315 105] ; [40 17],[312.57861635 107.42138365] ; [42.42138365 14.57861635],0
p9,1,0.473804,0.51309,[361  60] ; [46 10],[359.21802935  61.78197065] ; [47.78197065  8.21802935],0
p6,1,0.481361,0.495779,[131 286] ; [15 41],[128.71458774 288.28541226] ; [17.28541226 38.71458774],0
b5,1,0.506622,0.441038,[267 156] ; [34 24],[264.7047817 158.2952183] ; [36.2952183 21.7047817],0
s7,1,0.753432,0.09867,[164 242] ; [21 34],[162.92841649 243.07158351] ; [22.07158351 32.92841649],0
