Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.020505,5.368397,[ 1 48] ; [1 3],[ 1.8490566 47.1509434] ; [0.1509434 3.8490566],0
p3,1,0.021895,5.25414,[11 38] ; [3 1],[12.94339623 36.05660377] ; [1.05660377 2.94339623],0
p7,1,0.031061,4.649597,[12 37] ; [3 1],[13.86792453 35.13207547] ; [1.13207547 2.86792453],0
s5,1,0.04255,4.113209,[ 6 43] ; [2 2],[ 7.39622642 41.60377358] ; [0.60377358 3.39622642],0
p8,1,0.072036,3.236003,[ 7 41] ; [2 2],[ 8.30769231 39.69230769] ; [0.69230769 3.30769231],0
d1,1,0.089483,2.883656,[16 33] ; [3 1],[17.56603774 31.43396226] ; [1.43396226 2.56603774],0
p10,1,0.152199,2.050076,[18 29] ; [3 1],[19.35294118 27.64705882] ; [1.64705882 2.35294118],0
d3,1,0.184722,1.759221,[20 29] ; [3 1],[21.26415094 27.73584906] ; [1.73584906 2.26415094],0
p9,1,0.192848,1.695723,[19 27] ; [3 1],[20.24 25.76] ; [1.76 2.24],0
p2,1,0.229328,1.445022,[16 33] ; [2 1],[16.96153846 32.03846154] ; [1.03846154 1.96153846],0
a6,1,0.246207,1.344701,[22 27] ; [3 1],[23.11320755 25.88679245] ; [1.88679245 2.11320755],0
s6,1,0.265831,1.238133,[12 37] ; [2 2],[12.94339623 36.05660377] ; [1.05660377 2.94339623],0
b5,1,0.280386,1.16522,[23 26] ; [3 1],[24.03773585 24.96226415] ; [1.96226415 2.03773585],0
p6,1,0.30901,1.034903,[ 6 42] ; [1 2],[ 6.58823529 41.41176471] ; [0.41176471 2.58823529],0
r1,1,0.369382,0.805743,[14 35] ; [2 2],[14.79245283 34.20754717] ; [1.20754717 2.79245283],0
n6,1,0.439,0.598894,[21 27] ; [2 1],[21.64705882 26.35294118] ; [1.35294118 1.64705882],0
s8,1,0.468776,0.524861,[ 6 43] ; [1 3],[ 6.47169811 42.52830189] ; [0.52830189 3.47169811],0
s1,1,0.468776,0.524861,[ 6 43] ; [1 3],[ 6.47169811 42.52830189] ; [0.52830189 3.47169811],0
a2,1,0.468776,0.524861,[ 6 43] ; [1 3],[ 6.47169811 42.52830189] ; [0.52830189 3.47169811],0
a7,1,0.48585,0.485704,[21 28] ; [1 3],[20.33962264 28.66037736] ; [1.66037736 2.33962264],0
a4,1,0.500839,0.453159,[16 32] ; [2 2],[16.61538462 31.38461538] ; [1.38461538 2.61538462],0
p1,1,0.564924,0.33125,[ 7 42] ; [1 3],[ 7.39622642 41.60377358] ; [0.60377358 3.39622642],0
v3,1,0.744424,0.106277,[ 9 40] ; [1 3],[ 9.24528302 39.75471698] ; [0.75471698 3.24528302],0
r2,1,0.772823,0.083339,[20 27] ; [2 2],[20.2745098 26.7254902] ; [1.7254902 2.2745098],0
s3,1,0.774783,0.081867,[15 32] ; [1 3],[14.74509804 32.25490196] ; [1.25490196 2.74509804],0
v1,1,0.794703,0.067708,[15 33] ; [1 3],[14.76923077 33.23076923] ; [1.23076923 2.76923077],0
r3,1,0.872405,0.025794,[22 26] ; [2 2],[22.15384615 25.84615385] ; [1.84615385 2.15384615],0
s7,1,0.917531,0.010721,[10 34] ; [1 3],[10.08333333 33.91666667] ; [0.91666667 3.08333333],0
s2,1,0.928087,0.008145,[13 35] ; [1 3],[12.92307692 35.07692308] ; [1.07692308 2.92307692],0
v2,1,0.928087,0.008145,[13 35] ; [1 3],[12.92307692 35.07692308] ; [1.07692308 2.92307692],0
b3,1,0.94563,0.004651,[12 22] ; [1 2],[11.94594595 22.05405405] ; [1.05405405 1.94594595],0
b2,1,0.94563,0.004651,[12 22] ; [1 2],[11.94594595 22.05405405] ; [1.05405405 1.94594595],0
b1,1,0.968689,0.001541,[25 24] ; [2 2],[24.96226415 24.03773585] ; [2.03773585 1.96226415],0
