Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.163082,[77  4] ; [16 20],[64.38461538 16.61538462] ; [28.61538462  7.38461538],1
r2,1,1.6e-05,18.600441,[79  2] ; [24 10],[72.54782609  8.45217391] ; [30.45217391  3.54782609],1
r3,1,0.000166,14.183829,[76  3] ; [26 10],[70.06956522  8.93043478] ; [31.93043478  4.06956522],1
a5,1,0.000242,13.473782,[62 19] ; [15 21],[53.30769231 27.69230769] ; [23.69230769 12.30769231],1
a3,1,0.000286,13.160211,[58 23] ; [13 23],[49.15384615 31.84615385] ; [21.84615385 14.15384615],1
s3,1,0.001036,10.761233,[63 18] ; [17 19],[55.38461538 25.61538462] ; [24.61538462 11.38461538],0
s6,1,0.004447,8.091535,[67 10] ; [23 13],[61.32743363 15.67256637] ; [28.67256637  7.32743363],0
a2,1,0.008487,6.927632,[18 63] ; [ 1 35],[13.15384615 67.84615385] ; [ 5.84615385 30.15384615],0
d1,1,0.009613,6.705263,[48 33] ; [12 24],[41.53846154 39.46153846] ; [18.46153846 17.53846154],0
d3,1,0.010729,6.509695,[63 18] ; [19 16],[57.25862069 23.74137931] ; [24.74137931 10.25862069],0
v4,1,0.016136,5.787954,[77  3] ; [30  6],[73.79310345  6.20689655] ; [33.20689655  2.79310345],0
d5,1,0.020169,5.397193,[67 14] ; [22 13],[62.14655172 18.85344828] ; [26.85344828  8.14655172],0
n6,1,0.022049,5.241935,[69 12] ; [24 12],[64.38461538 16.61538462] ; [28.61538462  7.38461538],0
p4,1,0.022981,5.169925,[52 29] ; [15 21],[46.38461538 34.61538462] ; [20.61538462 15.38461538],0
a6,1,0.023638,5.120973,[54 27] ; [16 20],[48.46153846 32.53846154] ; [21.53846154 14.46153846],0
p9,1,0.035486,4.421655,[68 11] ; [25 11],[63.88695652 15.11304348] ; [29.11304348  6.88695652],0
p10,1,0.041865,4.140647,[66 13] ; [24 12],[61.82608696 17.17391304] ; [28.17391304  7.82608696],0
u1,1,0.049475,3.859147,[16 65] ; [ 2 34],[12.46153846 68.53846154] ; [ 5.53846154 30.46153846],0
n3,1,0.064517,3.417279,[14  2] ; [10  7],[11.63636364  4.36363636] ; [12.36363636  4.63636364],0
n4,1,0.065046,3.403798,[55 26] ; [18 18],[50.53846154 30.46153846] ; [22.46153846 13.53846154],0
v1,1,0.075833,3.152015,[39 42] ; [11 25],[34.61538462 46.38461538] ; [15.38461538 20.61538462],0
s1,1,0.123486,2.372535,[ 3 77] ; [ 4 32],[ 4.82758621 75.17241379] ; [ 2.17241379 33.82758621],0
a4,1,0.124798,2.356054,[37 44] ; [11 25],[33.23076923 47.76923077] ; [14.76923077 21.23076923],0
d4,1,0.15345,2.037618,[64 17] ; [24 12],[60.92307692 20.07692308] ; [27.07692308  8.92307692],0
v2,1,0.187531,1.736913,[30 48] ; [ 9 26],[26.92035398 51.07964602] ; [12.07964602 22.92035398],0
s5,1,0.189701,1.719942,[38 36] ; [12 20],[34.90566038 39.09433962] ; [15.09433962 16.90566038],0
u3,1,0.215613,1.533333,[17  6] ; [13 10],[15.  8.] ; [15.  8.],0
a7,1,0.218348,1.515193,[58 23] ; [21 14],[55.1637931 25.8362069] ; [23.8362069 11.1637931],0
s8,1,0.226533,1.4625,[39 42] ; [13 23],[36. 45.] ; [16. 20.],0
u2,1,0.234165,1.415385,[ 8 15] ; [12 11],[10. 13.] ; [10. 13.],0
p3,1,0.293313,1.10435,[40 41] ; [14 22],[37.38461538 43.61538462] ; [16.61538462 19.38461538],0
p7,1,0.313359,1.016464,[48 30] ; [18 17],[45.55752212 32.44247788] ; [20.44247788 14.55752212],0
p5,1,0.329802,0.949675,[ 6 75] ; [ 1 35],[ 4.84615385 76.15384615] ; [ 2.15384615 33.84615385],0
d2,1,0.420113,0.65,[38 43] ; [14 22],[36. 45.] ; [16. 20.],0
s2,1,0.427885,0.628557,[57 23] ; [23 13],[55.17241379 24.82758621] ; [24.82758621 11.17241379],0
p6,1,0.439627,0.597256,[35 45] ; [13 23],[33.10344828 46.89655172] ; [14.89655172 21.10344828],0
