Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000141,14.489677,[ 1 10] ; [12  2],[5.72 5.28] ; [7.28 6.72],1
s2,1,0.002699,9.000375,[2 9] ; [11  3],[5.72 5.28] ; [7.28 6.72],0
p4,1,0.021156,5.313923,[2 9] ; [9 5],[4.84 6.16] ; [6.16 7.84],0
p6,1,0.02951,4.737634,[ 1 10] ; [7 7],[3.52 7.48] ; [4.48 9.52],0
n2,1,0.048328,3.898526,[2 5] ; [5 1],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
a6,1,0.048398,3.896104,[2 9] ; [8 6],[4.4 6.6] ; [5.6 8.4],0
r2,1,0.061883,3.486189,[3 7] ; [9 4],[5.2173913 4.7826087] ; [6.7826087 6.2173913],0
p2,1,0.084903,2.96846,[6 5] ; [12  2],[7.92 3.08] ; [10.08  3.92],0
p8,1,0.093216,2.817937,[3 8] ; [8 5],[5.04166667 5.95833333] ; [5.95833333 7.04166667],0
p3,1,0.099924,2.706755,[2 9] ; [7 7],[3.96 7.04] ; [5.04 8.96],0
s8,1,0.12182,2.393769,[ 1 10] ; [5 9],[2.64 8.36] ; [ 3.36 10.64],0
s5,1,0.12695,2.329412,[ 1 10] ; [4 7],[2.5 8.5] ; [2.5 8.5],0
u2,1,0.134802,2.23631,[3 4] ; [5 1],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
v2,1,0.143235,2.142857,[5 5] ; [ 3 11],[3.33333333 6.66666667] ; [4.66666667 9.33333333],0
s6,1,0.188206,1.731602,[5 6] ; [10  4],[6.6 4.4] ; [8.4 5.6],0
d2,1,0.188206,1.731602,[6 5] ; [ 4 10],[4.4 6.6] ; [5.6 8.4],0
p7,1,0.239113,1.385814,[5 6] ; [9 4],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
a5,1,0.249561,1.325758,[3 8] ; [7 7],[4.4 6.6] ; [5.6 8.4],0
a3,1,0.301941,1.065601,[4 7] ; [8 6],[5.28 5.72] ; [6.72 7.28],0
p11,1,0.382677,0.762085,[6 5] ; [10  4],[7.04 3.96] ; [8.96 5.04],0
u3,1,0.390636,0.736961,[3 4] ; [4 2],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
r1,1,0.403569,0.697665,[ 1 10] ; [ 3 11],[1.76 9.24] ; [ 2.24 11.76],0
a4,1,0.40905,0.681561,[4 7] ; [ 3 11],[3.08 7.92] ; [ 3.92 10.08],0
v4,1,0.40905,0.681561,[7 4] ; [11  3],[7.92 3.08] ; [10.08  3.92],0
n1,1,0.416448,0.660317,[1 6] ; [2 4],[1.61538462 5.38461538] ; [1.38461538 4.61538462],0
b2,1,0.422678,0.642857,[2 4] ; [ 2 10],[1.33333333 4.66666667] ; [2.66666667 9.33333333],0
b3,1,0.422678,0.642857,[2 4] ; [ 2 10],[1.33333333 4.66666667] ; [2.66666667 9.33333333],0
b1,1,0.495354,0.464876,[4 7] ; [7 7],[4.84 6.16] ; [6.16 7.84],0
p9,1,0.561471,0.337163,[5 6] ; [8 6],[5.72 5.28] ; [7.28 6.72],0
d3,1,0.621685,0.243506,[6 5] ; [9 5],[6.6 4.4] ; [8.4 5.6],0
b4,1,0.621685,0.243506,[5 6] ; [5 9],[4.4 6.6] ; [5.6 8.4],0
p10,1,0.621685,0.243506,[6 5] ; [9 5],[6.6 4.4] ; [8.4 5.6],0
n5,1,0.653329,0.201728,[8 3] ; [9 5],[7.48 3.52] ; [9.52 4.48],0
d1,1,0.67844,0.171887,[4 7] ; [ 4 10],[3.52 7.48] ; [4.48 9.52],0
n6,1,0.742174,0.108225,[7 4] ; [8 6],[6.6 4.4] ; [8.4 5.6],0
v1,1,0.791959,0.069573,[2 9] ; [ 2 12],[1.76 9.24] ; [ 2.24 11.76],0
n3,1,0.796762,0.066327,[4 3] ; [3 3],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
n4,1,0.821348,0.050991,[6 5] ; [7 7],[5.72 5.28] ; [7.28 6.72],0
s1,1,0.858552,0.031762,[ 1 10] ; [ 1 13],[ 0.88 10.12] ; [ 1.12 12.88],0
d5,1,0.896669,0.016866,[6 5] ; [8 6],[6.16 4.84] ; [7.84 6.16],0
a7,1,0.896669,0.016866,[6 5] ; [8 6],[6.16 4.84] ; [7.84 6.16],0
r3,1,0.896669,0.016866,[6 5] ; [8 6],[6.16 4.84] ; [7.84 6.16],0
d4,1,0.973215,0.001127,[7 4] ; [9 5],[7.04 3.96] ; [8.96 5.04],0
b5,1,0.973215,0.001127,[7 4] ; [9 5],[7.04 3.96] ; [8.96 5.04],0
