Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,213.728333,[712  39] ; [13 30],[685.73677582  65.26322418] ; [39.26322418  3.73677582],1
v4,1,0.0,53.070344,[722  26] ; [31 12],[712.06573957  35.93426043] ; [40.93426043  2.06573957],1
r1,1,0.0,42.690881,[616 130] ; [18 25],[599.44740177 146.55259823] ; [34.55259823  8.44740177],1
p11,1,0.0,35.865043,[583 168] ; [16 27],[566.5604534 184.4395466] ; [32.4395466 10.5604534],1
p2,1,0.0,28.391508,[614 134] ; [21 22],[600.48040455 147.51959545] ; [34.51959545  8.48040455],1
d4,1,0.0,25.701123,[617 131] ; [22 21],[604.26295828 143.73704172] ; [34.73704172  8.26295828],1
v2,1,1e-06,23.481031,[412 307] ; [ 8 34],[396.81997372 322.18002628] ; [23.18002628 18.81997372],1
n6,1,6e-06,20.558111,[622 125] ; [24 19],[610.83797468 136.16202532] ; [35.16202532  7.83797468],1
p9,1,1e-05,19.492615,[610 131] ; [23 19],[599.04597701 141.95402299] ; [33.95402299  8.04597701],1
s6,1,1.1e-05,19.300223,[484 253] ; [14 29],[470.54615385 266.45384615] ; [27.45384615 15.54615385],1
p7,1,2.4e-05,17.838274,[451 283] ; [12 30],[437.94072165 296.05927835] ; [25.05927835 16.94072165],1
a1,1,2.7e-05,17.63499,[ 25 726] ; [ 7 36],[ 30.26700252 720.73299748] ; [ 1.73299748 41.26700252],1
d5,1,2.9e-05,17.452018,[612 136] ; [24 19],[601.42604298 146.57395702] ; [34.57395702  8.42604298],1
p10,1,0.00012,14.789658,[585 158] ; [23 20],[574.73791349 168.26208651] ; [33.26208651  9.73791349],1
a7,1,0.000161,14.241573,[548 201] ; [20 23],[537.16161616 211.83838384] ; [30.83838384 12.16161616],1
a6,1,0.000513,12.068056,[521 228] ; [19 24],[510.68181818 238.31818182] ; [29.31818182 13.68181818],1
d1,1,0.000606,11.756538,[444 307] ; [14 29],[433.19647355 317.80352645] ; [24.80352645 18.19647355],1
p4,1,0.001476,10.108166,[411 335] ; [13 30],[400.89226869 345.10773131] ; [23.10773131 19.89226869],0
d3,1,0.001621,9.93579,[520 228] ; [20 23],[510.64475348 237.35524652] ; [29.35524652 13.64475348],0
s2,1,0.00423,8.182228,[374 369] ; [12 31],[364.88295165 378.11704835] ; [21.11704835 21.88295165],0
s3,1,0.006002,7.549733,[415 325] ; [14 27],[406.47887324 333.52112676] ; [22.52112676 18.47887324],0
s7,1,0.006241,7.479342,[332 386] ; [10 31],[323.5256917 394.4743083] ; [18.4743083 22.5256917],0
a2,1,0.007057,7.258511,[188 563] ; [ 3 40],[180.65617128 570.34382872] ; [10.34382872 32.65617128],0
s8,1,0.007163,7.231585,[311 436] ; [ 9 34],[302.58227848 444.41772152] ; [17.41772152 25.58227848],0
