Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,98.630421,[230  56] ; [123 182],[170.82571912 115.17428088] ; [182.17428088 122.82571912],1
p4,1,0.0,41.901153,[203  88] ; [135 175],[163.65723794 127.34276206] ; [174.34276206 135.65723794],1
p2,1,0.0,38.781194,[268  23] ; [225  85],[238.70715474  52.29284526] ; [254.29284526  55.70715474],1
p11,1,0.0,34.54488,[250  42] ; [201 109],[218.75747508  73.24252492] ; [232.24252492  77.75747508],1
p3,1,0.0,31.257829,[165 126] ; [105 204],[130.95 160.05] ; [139.05 169.95],1
p6,1,1e-06,23.560573,[122 168] ; [ 72 235],[ 94.23785595 195.76214405] ; [ 99.76214405 207.23785595],1
p10,1,6.2e-05,16.040451,[247  42] ; [221  86],[226.93288591  62.06711409] ; [241.06711409  65.93288591],1
p9,1,0.000461,12.267059,[252  36] ; [233  72],[235.54806071  52.45193929] ; [249.45193929  55.54806071],1
v1,1,0.000815,11.205949,[164 122] ; [131 170],[143.73083475 142.26916525] ; [151.26916525 149.73083475],1
r4,1,0.002075,9.481815,[273  19] ; [266  44],[261.44186047  30.55813953] ; [277.55813953  32.44186047],0
r1,1,0.005321,7.766844,[248  42] ; [235  72],[234.62311558  55.37688442] ; [248.37688442  58.62311558],0
n2,1,0.007951,7.044419,[37  6] ; [60 34],[30.44525547 12.55474453] ; [66.55474453 27.44525547],0
n5,1,0.008154,6.999381,[217  72] ; [200 107],[202.20302013  86.79697987] ; [214.79697987  92.20302013],0
v4,1,0.011752,6.347891,[282   9] ; [284  24],[274.96828047  16.03171953] ; [291.03171953  16.96828047],0
n6,1,0.018412,5.556544,[247  42] ; [241  68],[235.83946488  53.16053512] ; [252.16053512  56.83946488],0
a5,1,0.040972,4.177152,[225  67] ; [216  94],[213.90697674  78.09302326] ; [227.09302326  82.90697674],0
r2,1,0.067017,3.354607,[279  11] ; [282  22],[273.88888889  16.11111111] ; [287.11111111  16.88888889],0
u1,1,0.067628,3.339663,[ 52 240] ; [ 74 236],[ 61.11627907 230.88372093] ; [ 64.88372093 245.11627907],0
s8,1,0.091075,2.855274,[122 167] ; [110 200],[111.93322204 177.06677796] ; [120.06677796 189.93322204],0
d1,1,0.13302,2.256901,[187 105] ; [180 130],[178.01328904 113.98671096] ; [188.98671096 121.01328904],0
u2,1,0.157274,2.000245,[46 44] ; [56 35],[50.71823204 39.28176796] ; [51.28176796 39.71823204],0
p1,1,0.161826,1.957082,[ 22 267] ; [ 15 294],[ 17.8812709 271.1187291] ; [ 19.1187291 289.8812709],0
a2,1,0.17992,1.798285,[ 76 216] ; [ 96 214],[ 83.42857143 208.57142857] ; [ 88.57142857 221.42857143],0
a4,1,0.181423,1.785928,[119 171] ; [144 166],[127.11666667 162.88333333] ; [135.88333333 174.11666667],0
d3,1,0.185921,1.749651,[234  58] ; [233  75],[227.27333333  64.72666667] ; [239.72666667  68.27333333],0
s7,1,0.199806,1.64379,[127 150] ; [120 176],[119.40488656 157.59511344] ; [127.59511344 168.40488656],0
v3,1,0.201718,1.629892,[110 173] ; [101 198],[102.59965636 180.40034364] ; [108.40034364 190.59965636],0
p12,1,0.205829,1.600525,[ 19 272] ; [ 13 296],[ 15.52 275.48] ; [ 16.48 292.52],0
s1,1,0.26351,1.250224,[  6 283] ; [ 11 294],[  8.27104377 280.72895623] ; [  8.72895623 296.27104377],0
b4,1,0.30973,1.031825,[169 123] ; [192 118],[175.10299003 116.89700997] ; [185.89700997 124.10299003],0
r3,1,0.313477,1.015971,[280  11] ; [291  17],[277.39732888  13.60267112] ; [293.60267112  14.39732888],0
s5,1,0.349136,0.876596,[ 82 203] ; [ 76 224],[ 76.97435897 208.02564103] ; [ 81.02564103 218.97435897],0
b1,1,0.368331,0.809288,[ 99 193] ; [116 194],[104.28571429 187.71428571] ; [110.71428571 199.28571429],0
v2,1,0.383374,0.759856,[166 117] ; [163 133],[160.80656304 122.19343696] ; [168.19343696 127.80656304],0
b3,1,0.416508,0.660147,[ 51 115] ; [ 61 114],[ 54.52199413 111.47800587] ; [ 57.47800587 117.52199413],0
b2,1,0.416508,0.660147,[ 51 115] ; [ 61 114],[ 54.52199413 111.47800587] ; [ 57.47800587 117.52199413],0
u3,1,0.41677,0.659405,[51 37] ; [60 34],[53.67032967 34.32967033] ; [57.32967033 36.67032967],0
s6,1,0.423673,0.640104,[187  98] ; [193 116],[182.32323232 102.67676768] ; [197.67676768 111.32323232],0
n4,1,0.451395,0.567147,[217  74] ; [222  87],[212.915  78.085] ; [226.085  82.915],0
b5,1,0.491831,0.472517,[192 100] ; [212  98],[195.96013289  96.03986711] ; [208.03986711 101.96013289],0
a8,1,0.539699,0.376098,[ 39 218] ; [ 38 247],[ 36.51107011 220.48892989] ; [ 40.48892989 244.51107011],0
s4,1,0.556812,0.345255,[ 45 241] ; [ 54 254],[ 47.66666667 238.33333333] ; [ 51.33333333 256.66666667],0
n3,1,0.586811,0.295352,[33 10] ; [68 26],[31.70072993 11.29927007] ; [69.29927007 24.70072993],0
a1,1,0.622826,0.241916,[ 10 282] ; [ 13 297],[ 11.15614618 280.84385382] ; [ 11.84385382 298.15614618],0
d2,1,0.717292,0.131102,[136 156] ; [148 160],[138.21333333 153.78666667] ; [145.78666667 162.21333333],0
d4,1,0.802385,0.062631,[246  46] ; [258  51],[244.8718802  47.1281198] ; [259.1281198  49.8718802],0
u4,1,0.838112,0.041742,[  5 287] ; [  6 304],[  5.33554817 286.66445183] ; [  5.66445183 304.33554817],0
n1,1,0.849779,0.035873,[15 27] ; [32 62],[14.51470588 27.48529412] ; [32.48529412 61.51470588],0
s3,1,0.883397,0.02151,[153 133] ; [165 140],[153.88832487 132.11167513] ; [164.11167513 140.88832487],0
s2,1,0.917616,0.010699,[141 147] ; [149 158],[140.3697479 147.6302521] ; [149.6302521 157.3697479],0
a6,1,0.920889,0.009863,[227  64] ; [240  69],[226.495  64.505] ; [240.505  68.495],0
a3,1,0.932822,0.007106,[202  87] ; [215  94],[201.52675585  87.47324415] ; [215.47324415  93.52675585],0
d5,1,0.98754,0.000244,[243  49] ; [257  52],[242.92845258  49.07154742] ; [257.07154742  51.92845258],0
