Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.822399,[ 4 14] ; [85 17],[13.35  4.65] ; [75.65 26.35],1
n4,1,0.0,25.584026,[ 6 12] ; [89 14],[14.1322314  3.8677686] ; [80.8677686 22.1322314],1
v1,1,0.00901,6.820924,[14  4] ; [42 53],[8.92035398 9.07964602] ; [47.07964602 47.92035398],0
d2,1,0.010767,6.503317,[ 7 11] ; [72 31],[11.75206612  6.24793388] ; [67.24793388 35.75206612],0
b3,1,0.022488,5.207621,[7 3] ; [25 51],[3.72093023 6.27906977] ; [28.27906977 47.72093023],0
b2,1,0.022488,5.207621,[7 3] ; [25 51],[3.72093023 6.27906977] ; [28.27906977 47.72093023],0
a2,1,0.02494,5.02807,[ 1 17] ; [32 71],[ 4.90909091 13.09090909] ; [28.09090909 74.90909091],0
u1,1,0.047333,3.933495,[ 1 17] ; [28 75],[ 4.31404959 13.68595041] ; [24.68595041 78.31404959],0
a7,1,0.052578,3.757296,[9 9] ; [75 28],[12.49586777  5.50413223] ; [71.50413223 31.49586777],0
p4,1,0.071568,3.246684,[ 6 12] ; [58 45],[9.52066116 8.47933884] ; [54.47933884 48.52066116],0
p1,1,0.08829,2.905284,[ 4 14] ; [ 9 94],[ 1.9338843 16.0661157] ; [11.0661157 91.9338843],0
a5,1,0.094485,2.796259,[10  8] ; [77 26],[12.94214876  5.05785124] ; [74.05785124 28.94214876],0
b5,1,0.097698,2.742732,[9 9] ; [72 31],[12.04958678  5.95041322] ; [68.95041322 34.04958678],0
d1,1,0.117419,2.45141,[9 9] ; [71 32],[11.90082645  6.09917355] ; [68.09917355 34.90082645],0
a3,1,0.133343,2.253148,[11  7] ; [80 23],[13.53719008  4.46280992] ; [77.46280992 25.53719008],0
s4,1,0.170067,1.882353,[ 5 13] ; [15 87],[ 3. 15.] ; [17. 85.],0
s5,1,0.193511,1.69068,[7 8] ; [28 66],[ 4.81651376 10.18348624] ; [30.18348624 63.81651376],0
s7,1,0.20174,1.629736,[10  7] ; [71 25],[12.18584071  4.81415929] ; [68.81415929 27.18584071],0
p10,1,0.225682,1.467868,[11  6] ; [79 22],[12.96610169  4.03389831] ; [77.03389831 23.96610169],0
r1,1,0.252592,1.308912,[13  5] ; [86 17],[14.72727273  3.27272727] ; [84.27272727 18.72727273],0
d3,1,0.256295,1.288658,[9 9] ; [66 37],[11.15702479  6.84297521] ; [63.84297521 39.15702479],0
b4,1,0.263662,1.249428,[13  5] ; [60 43],[10.85950413  7.14049587] ; [62.14049587 40.85950413],0
p11,1,0.265684,1.238894,[10  8] ; [71 32],[12.04958678  5.95041322] ; [68.95041322 34.04958678],0
p9,1,0.305025,1.052096,[13  4] ; [87 14],[14.40677966  2.59322034] ; [85.59322034 15.40677966],0
b1,1,0.331527,0.942924,[9 9] ; [39 64],[ 7.14049587 10.85950413] ; [40.85950413 62.14049587],0
p6,1,0.363123,0.827064,[ 6 12] ; [24 79],[ 4.46280992 13.53719008] ; [25.53719008 77.46280992],0
a4,1,0.363802,0.824724,[ 7 11] ; [52 51],[8.7768595 9.2231405] ; [50.2231405 52.7768595],0
p12,1,0.37319,0.793016,[ 1 16] ; [14 89],[ 2.125 14.875] ; [12.875 90.125],0
n2,1,0.420113,0.65,[7 2] ; [19 11],[6. 3.] ; [20. 10.],0
u2,1,0.501594,0.451561,[5 1] ; [16  7],[4.34482759 1.65517241] ; [16.65517241  6.34482759],0
r4,1,0.502186,0.450314,[17  1] ; [92 11],[16.21487603  1.78512397] ; [92.78512397 10.21487603],0
n1,1,0.529249,0.395833,[5 3] ; [15 15],[4.21052632 3.78947368] ; [15.78947368 14.21052632],0
a8,1,0.548795,0.359481,[ 1 15] ; [10 79],[ 1.67619048 14.32380952] ; [ 9.32380952 79.67619048],0
v2,1,0.615578,0.252132,[9 6] ; [52 46],[8.09734513 6.90265487] ; [52.90265487 45.09734513],0
r3,1,0.650977,0.204671,[17  1] ; [94  9],[16.51239669  1.48760331] ; [94.48760331  8.51239669],0
p8,1,0.659641,0.19396,[ 4 14] ; [28 75],[ 4.76033058 13.23966942] ; [27.23966942 75.76033058],0
a1,1,0.742276,0.108136,[ 1 17] ; [ 4 99],[ 0.74380165 17.25619835] ; [ 4.25619835 98.74380165],0
p5,1,0.769562,0.085818,[ 1 16] ; [ 8 93],[ 1.29661017 15.70338983] ; [ 7.70338983 93.29661017],0
v3,1,0.798994,0.064846,[7 8] ; [41 54],[6.54545455 8.45454545] ; [41.45454545 53.54545455],0
a6,1,0.809249,0.058272,[11  7] ; [66 37],[11.45454545  6.54545455] ; [65.54545455 37.45454545],0
d5,1,0.817011,0.053542,[15  3] ; [88 15],[15.32231405  2.67768595] ; [87.67768595 15.32231405],0
r2,1,0.837588,0.042017,[17  1] ; [95  7],[16.8  1.2] ; [95.2  6.8],0
p3,1,0.891444,0.018626,[ 8 10] ; [44 59],[ 7.73553719 10.26446281] ; [44.26446281 58.73553719],0
d4,1,0.903006,0.014851,[15  3] ; [87 16],[15.17355372  2.82644628] ; [86.82644628 16.17355372],0
p2,1,0.913662,0.011755,[12  6] ; [70 33],[12.19834711  5.80165289] ; [69.80165289 33.19834711],0
s2,1,0.935517,0.006546,[13  5] ; [72 29],[12.85714286  5.14285714] ; [72.14285714 28.85714286],0
n3,1,0.949371,0.004032,[6 3] ; [19 10],[5.92105263 3.07894737] ; [19.07894737  9.92105263],0
s6,1,0.986258,0.000297,[14  3] ; [85 18],[14.025  2.975] ; [84.975 18.025],0
s3,1,0.996168,2.3e-05,[13  5] ; [73 28],[13.00840336  4.99159664] ; [72.99159664 28.00840336],0
