Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000103,15.0766,[49 88] ; [27 11],[59.49714286 77.50285714] ; [16.50285714 21.49714286],1
s7,1,0.000594,11.79585,[38 94] ; [21 14],[46.63473054 85.36526946] ; [12.36526946 22.63473054],1
s6,1,0.006394,7.435906,[74 62] ; [30  8],[81.28735632 54.71264368] ; [22.71264368 15.28735632],0
p5,1,0.021709,5.268942,[  7 131] ; [ 6 31],[ 10.25142857 127.74857143] ; [ 2.74857143 34.25142857],0
s3,1,0.054495,3.697475,[65 70] ; [25 13],[70.23121387 64.76878613] ; [19.76878613 18.23121387],0
b5,1,0.059426,3.553338,[92 46] ; [19 19],[87.03409091 50.96590909] ; [23.96590909 14.03409091],0
u1,1,0.085276,2.961368,[  3 135] ; [ 3 35],[  4.70454545 133.29545455] ; [ 1.29545455 36.70454545],0
p9,1,0.090091,2.872753,[97 37] ; [31  5],[100.89411765  33.10588235] ; [27.10588235  8.89411765],0
a8,1,0.096554,2.761562,[ 13 116] ; [ 7 27],[ 15.82822086 113.17177914] ; [ 4.17177914 29.82822086],0
p10,1,0.097801,2.741038,[94 40] ; [31  6],[97.95321637 36.04678363] ; [27.04678363  9.95321637],0
p2,1,0.098126,2.735735,[106  32] ; [33  4],[109.61142857  28.38857143] ; [29.38857143  7.61142857],0
s8,1,0.129801,2.294886,[ 37 101] ; [15 23],[40.77272727 97.22727273] ; [11.22727273 26.77272727],0
a3,1,0.154728,2.025009,[61 75] ; [22 16],[64.87356322 71.12643678] ; [18.12643678 19.87356322],0
n1,1,0.161077,1.964085,[10 23] ; [5 4],[11.78571429 21.21428571] ; [3.21428571 5.78571429],0
d5,1,0.166471,1.914442,[97 41] ; [31  7],[100.36363636  37.63636364] ; [27.63636364 10.36363636],0
p4,1,0.168791,1.893648,[55 82] ; [20 18],[58.71428571 78.28571429] ; [16.28571429 21.71428571],0
s4,1,0.205724,1.601265,[ 21 115] ; [ 9 28],[ 23.58381503 112.41618497] ; [ 6.41618497 30.58381503],0
n6,1,0.276794,1.182763,[104  33] ; [32  6],[106.46857143  30.53142857] ; [29.53142857  8.46857143],0
u3,1,0.277658,1.178517,[41 35] ; [11  5],[42.95652174 33.04347826] ; [9.04347826 6.95652174],0
r4,1,0.352346,0.864991,[115  23] ; [34  4],[116.82954545  21.17045455] ; [32.17045455  5.82954545],0
d4,1,0.374061,0.79013,[103  35] ; [31  7],[105.06818182  32.93181818] ; [28.93181818  9.06818182],0
b3,1,0.385036,0.754561,[20 50] ; [ 4 17],[18.46153846 51.53846154] ; [ 5.53846154 15.46153846],0
b2,1,0.385036,0.754561,[20 50] ; [ 4 17],[18.46153846 51.53846154] ; [ 5.53846154 15.46153846],0
p3,1,0.430183,0.62233,[52 86] ; [17 21],[54.10227273 83.89772727] ; [14.89772727 23.10227273],0
p1,1,0.447728,0.576398,[ 10 128] ; [ 4 32],[ 11.10344828 126.89655172] ; [ 2.89655172 33.10344828],0
n2,1,0.48883,0.4791,[21 11] ; [7 2],[21.85365854 10.14634146] ; [6.14634146 2.85365854],0
r1,1,0.49335,0.469211,[93 44] ; [28 10],[94.72571429 42.27428571] ; [26.27428571 11.72571429],0
n3,1,0.493948,0.467914,[26  7] ; [8 1],[26.71428571  6.28571429] ; [7.28571429 1.71428571],0
p8,1,0.514286,0.425338,[58 78] ; [18 19],[59.74566474 76.25433526] ; [16.25433526 20.74566474],0
v3,1,0.51509,0.423712,[44 89] ; [14 22],[45.64497041 87.35502959] ; [12.35502959 23.64497041],0
p7,1,0.544585,0.367108,[76 57] ; [18 17],[74.41666667 58.58333333] ; [19.58333333 15.41666667],0
a4,1,0.563821,0.333131,[ 20 117] ; [ 7 31],[ 21.13714286 115.86285714] ; [ 5.86285714 32.13714286],0
n5,1,0.584064,0.299711,[86 51] ; [22 16],[84.54857143 52.45142857] ; [23.45142857 14.54857143],0
s1,1,0.636052,0.223943,[  5 131] ; [ 2 35],[  5.50289017 130.49710983] ; [ 1.49710983 35.50289017],0
p6,1,0.675866,0.174817,[39 96] ; [12 25],[40.02906977 94.97093023] ; [10.97093023 26.02906977],0
v4,1,0.693965,0.154826,[128  10] ; [35  2],[128.53714286   9.46285714] ; [34.46285714  2.53714286],0
v1,1,0.699792,0.148689,[51 81] ; [16 22],[52.02352941 79.97647059] ; [14.97647059 23.02352941],0
v2,1,0.720559,0.127958,[59 71] ; [16 22],[58.03571429 71.96428571] ; [16.96428571 21.03571429],0
n4,1,0.729581,0.119497,[80 57] ; [21 17],[79.06857143 57.93142857] ; [21.93142857 16.06857143],0
a6,1,0.740057,0.110077,[84 54] ; [22 16],[83.11363636 54.88636364] ; [22.88636364 15.11363636],0
