Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.004407,8.107966,[11  2] ; [ 9 16],[6.84210526 6.15789474] ; [13.15789474 11.84210526],0
p10,1,0.005378,7.747863,[5 8] ; [20  4],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
p9,1,0.009414,6.742475,[7 6] ; [21  2],[10.11111111  2.88888889] ; [17.88888889  5.11111111],0
n4,1,0.02854,4.795156,[4 9] ; [17  8],[7.18421053 5.81578947] ; [13.81578947 11.18421053],0
n6,1,0.028687,4.786312,[5 8] ; [18  6],[8.08108108 4.91891892] ; [14.91891892  9.08108108],0
d4,1,0.060107,3.534418,[12  1] ; [16  9],[9.57894737 3.42105263] ; [18.42105263  6.57894737],0
b5,1,0.087321,2.923077,[9 4] ; [10 15],[6.5 6.5] ; [12.5 12.5],0
p3,1,0.103031,2.657991,[ 2 10] ; [11 14],[4.21621622 7.78378378] ; [ 8.78378378 16.21621622],0
u3,1,0.124541,2.359259,[2 1] ; [2 8],[0.92307692 2.07692308] ; [3.07692308 6.92307692],0
p4,1,0.133076,2.256255,[5 8] ; [16  9],[7.18421053 5.81578947] ; [13.81578947 11.18421053],0
a7,1,0.135918,2.223572,[10  3] ; [13 12],[7.86842105 5.13157895] ; [15.13157895  9.86842105],0
s6,1,0.207119,1.591453,[8 5] ; [10 15],[6.15789474 6.84210526] ; [11.84210526 13.15789474],0
r4,1,0.220165,1.503297,[5 8] ; [ 5 20],[3.42105263 9.57894737] ; [ 6.57894737 18.42105263],0
p6,1,0.254698,1.297349,[ 1 11] ; [ 6 19],[2.27027027 9.72972973] ; [ 4.72972973 20.27027027],0
d1,1,0.263107,1.252336,[6 7] ; [ 7 18],[4.44736842 8.55263158] ; [ 8.55263158 16.44736842],0
b4,1,0.304976,1.052308,[8 5] ; [11 14],[6.5 6.5] ; [12.5 12.5],0
a3,1,0.37095,0.800481,[10  3] ; [15  9],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
d2,1,0.390837,0.736337,[6 7] ; [ 8 17],[4.78947368 8.21052632] ; [ 9.21052632 15.78947368],0
n3,1,0.393153,0.729167,[3 1] ; [5 5],[2.28571429 1.71428571] ; [5.71428571 4.28571429],0
p11,1,0.458818,0.548777,[9 4] ; [20  5],[9.92105263 3.07894737] ; [19.07894737  5.92105263],0
s1,1,0.481615,0.495204,[ 2 11] ; [ 2 23],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
p12,1,0.481615,0.495204,[ 2 11] ; [ 2 23],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
a1,1,0.481615,0.495204,[ 2 11] ; [ 2 23],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
a8,1,0.495521,0.464516,[ 1 11] ; [ 4 20],[ 1.66666667 10.33333333] ; [ 3.33333333 20.66666667],0
s8,1,0.565021,0.331085,[ 3 10] ; [ 8 17],[3.76315789 9.23684211] ; [ 7.23684211 17.76315789],0
v3,1,0.565021,0.331085,[ 3 10] ; [ 8 17],[3.76315789 9.23684211] ; [ 7.23684211 17.76315789],0
a6,1,0.575731,0.313187,[9 4] ; [15 10],[8.21052632 4.78947368] ; [15.78947368  9.21052632],0
n1,1,0.596701,0.28,[1 3] ; [4 6],[1.42857143 2.57142857] ; [3.57142857 6.42857143],0
s7,1,0.601508,0.272727,[3 8] ; [ 8 14],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
b2,1,0.632585,0.228571,[2 4] ; [ 8 10],[2.5 3.5] ; [ 7.5 10.5],0
b3,1,0.632585,0.228571,[2 4] ; [ 8 10],[2.5 3.5] ; [ 7.5 10.5],0
p1,1,0.681442,0.168507,[ 1 12] ; [ 3 22],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
