Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.9e-05,18.240417,[91 20] ; [67 53],[75.92207792 35.07792208] ; [82.07792208 37.92207792],1
p8,1,0.000352,12.76977,[86 25] ; [65 53],[73.19213974 37.80786026] ; [77.80786026 40.19213974],1
s5,1,0.000615,11.730911,[49 58] ; [29 91],[36.76651982 70.23348018] ; [41.23348018 78.76651982],1
r3,1,0.001981,9.566732,[108   2] ; [105  15],[101.86956522   8.13043478] ; [111.13043478   8.86956522],0
r1,1,0.002105,9.455478,[93 18] ; [78 40],[82.88646288 28.11353712] ; [88.11353712 29.88646288],0
p5,1,0.002717,8.988455,[21 90] ; [  7 111],[13.5720524 97.4279476] ; [ 14.4279476 103.5720524],0
d1,1,0.002915,8.85989,[68 43] ; [50 70],[56.7012987 54.2987013] ; [61.2987013 58.7012987],0
a4,1,0.003038,8.784722,[55 55] ; [37 83],[44. 66.] ; [48. 72.],0
r2,1,0.005274,7.782852,[106   4] ; [102  17],[99.91266376 10.08733624] ; [108.08733624  10.91266376],0
b3,1,0.006541,7.394756,[34 37] ; [19 54],[26.13194444 44.86805556] ; [26.86805556 46.13194444],0
b2,1,0.006541,7.394756,[34 37] ; [19 54],[26.13194444 44.86805556] ; [26.86805556 46.13194444],0
p3,1,0.009003,6.822308,[69 42] ; [54 66],[59.1038961 51.8961039] ; [63.8961039 56.1038961],0
s8,1,0.011675,6.359608,[57 53] ; [42 77],[47.55458515 62.44541485] ; [51.44541485 67.55458515],0
p10,1,0.011775,6.344484,[93 17] ; [84 35],[85.02183406 24.97816594] ; [91.97816594 27.02183406],0
s7,1,0.01586,5.818331,[60 47] ; [45 68],[51.06818182 55.93181818] ; [53.93181818 59.06818182],0
p1,1,0.020591,5.361051,[14 97] ; [  5 114],[  9.16956522 101.83043478] ; [  9.83043478 109.16956522],0
d3,1,0.024949,5.027424,[77 32] ; [67 52],[68.84210526 40.15789474] ; [75.15789474 43.84210526],0
r4,1,0.027744,4.843896,[103   8] ; [100  20],[97.54545455 13.45454545] ; [105.45454545  14.54545455],0
