Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9e-06,19.642644,[53 91] ; [81 46],[71.20295203 72.79704797] ; [62.79704797 64.20295203],1
v3,1,0.001822,9.720269,[ 37 106] ; [55 70],[49.08955224 93.91044776] ; [42.91044776 82.08955224],0
s2,1,0.002925,8.853701,[57 93] ; [72 57],[69.35483871 80.64516129] ; [59.64516129 69.35483871],0
p4,1,0.012581,6.227097,[55 96] ; [68 65],[65.39788732 85.60211268] ; [57.60211268 75.39788732],0
s6,1,0.013892,6.051796,[85 66] ; [91 38],[94.91428571 56.08571429] ; [81.08571429 47.91428571],0
p5,1,0.022594,5.199467,[  5 147] ; [ 13 118],[  9.66784452 142.33215548] ; [  8.33215548 122.66784452],0
p9,1,0.022649,5.195234,[109  41] ; [110  21],[116.90391459  33.09608541] ; [102.09608541  28.90391459],0
p2,1,0.026602,4.916452,[97 55] ; [101  32],[105.6  46.4] ; [92.4 40.6],0
a5,1,0.035393,4.426138,[98 54] ; [101  32],[106.13333333  45.86666667] ; [92.86666667 40.13333333],0
p3,1,0.044759,4.027683,[ 40 111] ; [50 83],[ 47.85211268 103.14788732] ; [42.14788732 90.85211268],0
s7,1,0.055514,3.666574,[48 97] ; [56 70],[55.64575646 89.35424354] ; [48.35424354 77.64575646],0
s1,1,0.079131,3.082668,[ 10 140] ; [  3 129],[  6.91489362 143.08510638] ; [  6.08510638 125.91489362],0
p8,1,0.127165,2.326773,[ 35 117] ; [41 91],[ 40.67605634 111.32394366] ; [35.32394366 96.67605634],0
v4,1,0.12742,2.323661,[143   9] ; [129   3],[145.57746479   6.42253521] ; [126.42253521   5.57746479],0
p12,1,0.143461,2.140439,[  9 143] ; [ 14 117],[ 12.35335689 139.64664311] ; [ 10.64664311 120.35335689],0
b5,1,0.151814,2.053932,[94 58] ; [93 40],[99.73333333 52.26666667] ; [87.26666667 45.73333333],0
b2,1,0.152242,2.049643,[22 54] ; [33 50],[26.28930818 49.71069182] ; [28.71069182 54.28930818],0
b3,1,0.152242,2.049643,[22 54] ; [33 50],[26.28930818 49.71069182] ; [28.71069182 54.28930818],0
n2,1,0.156402,2.008678,[40 17] ; [26  5],[42.75 14.25] ; [23.25  7.75],0
a8,1,0.170295,1.880342,[ 11 132] ; [ 15 102],[ 14.3 128.7] ; [ 11.7 105.3],0
s5,1,0.171384,1.870799,[ 33 111] ; [37 85],[ 37.89473684 106.10526316] ; [32.10526316 89.89473684],0
p6,1,0.174044,1.847762,[ 20 132] ; [ 25 106],[ 24.16961131 127.83038869] ; [ 20.83038869 110.16961131],0
p10,1,0.194863,1.680464,[102  48] ; [99 33],[106.91489362  43.08510638] ; [94.08510638 37.91489362],0
n4,1,0.196726,1.666511,[105  47] ; [101  32],[109.86666667  42.13333333] ; [96.13333333 36.86666667],0
p11,1,0.216085,1.530185,[103  49] ; [99 34],[107.73333333  44.26666667] ; [94.26666667 38.73333333],0
r2,1,0.227874,1.454082,[148   4] ; [132   1],[149.33333333   2.66666667] ; [130.66666667   2.33333333],0
r1,1,0.228878,1.44782,[120  31] ; [113  20],[123.88380282  27.11619718] ; [109.11619718  23.88380282],0
s8,1,0.234835,1.411335,[ 50 102] ; [52 79],[54.7844523 97.2155477] ; [47.2155477 83.7844523],0
b1,1,0.236736,1.399928,[57 95] ; [41 92],[52.26666667 99.73333333] ; [45.73333333 87.26666667],0
n5,1,0.248632,1.330977,[97 54] ; [94 39],[101.5528169  49.4471831] ; [89.4471831 43.5528169],0
a2,1,0.309676,1.032056,[ 28 124] ; [ 31 102],[ 31.46666667 120.53333333] ; [ 27.53333333 105.46666667],0
a4,1,0.341907,0.903266,[64 88] ; [63 69],[67.97183099 84.02816901] ; [59.02816901 72.97183099],0
u2,1,0.37945,0.772483,[28 24] ; [27 16],[30.10526316 21.89473684] ; [24.89473684 18.10526316],0
u3,1,0.384907,0.75497,[31 21] ; [30 14],[33.04166667 18.95833333] ; [27.95833333 16.04166667],0
s3,1,0.401326,0.704348,[72 79] ; [68 61],[75.5 75.5] ; [64.5 64.5],0
b4,1,0.52455,0.404938,[97 55] ; [80 53],[94.4 57.6] ; [82.6 50.4],0
u4,1,0.573751,0.316446,[  3 149] ; [  4 129],[  3.73333333 148.26666667] ; [  3.26666667 129.73333333],0
p1,1,0.592196,0.286928,[ 11 140] ; [ 12 121],[ 12.22887324 138.77112676] ; [ 10.77112676 122.22887324],0
d5,1,0.595329,0.282098,[116  36] ; [105  28],[117.86666667  34.13333333] ; [103.13333333  29.86666667],0
s4,1,0.598688,0.27698,[ 28 123] ; [ 21 109],[ 26.33096085 124.66903915] ; [ 22.66903915 107.33096085],0
a6,1,0.619273,0.24689,[107  45] ; [90 43],[105.06666667  46.93333333] ; [91.93333333 41.06666667],0
n1,1,0.737174,0.112626,[25 31] ; [15 16],[25.74712644 30.25287356] ; [14.25287356 16.74712644],0
d3,1,0.751527,0.100253,[101  51] ; [86 47],[99.73333333 52.26666667] ; [87.26666667 45.73333333],0
n3,1,0.7588,0.094284,[39 16] ; [21 10],[38.37209302 16.62790698] ; [21.62790698  9.37209302],0
a3,1,0.770878,0.084813,[100  52] ; [89 43],[101.15492958  50.84507042] ; [87.84507042 44.15492958],0
d4,1,0.783123,0.075763,[122  30] ; [105  28],[121.06666667  30.93333333] ; [105.93333333  27.06666667],0
a7,1,0.78744,0.072704,[111  41] ; [99 34],[112.  40.] ; [98. 35.],0
d2,1,0.817332,0.053351,[73 78] ; [62 70],[72.03180212 78.96819788] ; [62.96819788 69.03180212],0
a1,1,0.837917,0.041844,[  4 148] ; [  3 130],[  3.73333333 148.26666667] ; [  3.26666667 129.73333333],0
n6,1,0.875802,0.024427,[120  32] ; [106  27],[120.53333333  31.46666667] ; [105.46666667  27.53333333],0
d1,1,0.886394,0.020412,[81 71] ; [72 61],[81.6 70.4] ; [71.4 61.6],0
r3,1,0.891986,0.018439,[147   5] ; [129   4],[147.2   4.8] ; [128.8   4.2],0
u1,1,0.982982,0.000455,[ 25 127] ; [ 22 111],[ 25.06666667 126.93333333] ; [ 21.93333333 111.06666667],0
