Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001526,10.046382,[ 5 43] ; [6 6],[ 8.8 39.2] ; [2.2 9.8],0
a3,1,0.007505,7.148058,[23 24] ; [11  1],[27.08474576 19.91525424] ; [6.91525424 5.08474576],0
v3,1,0.00773,7.094926,[ 7 41] ; [6 6],[10.4 37.6] ; [2.6 9.4],0
n6,1,0.026496,4.923349,[21 26] ; [9 2],[24.31034483 22.68965517] ; [5.68965517 5.31034483],0
v1,1,0.036691,4.364684,[11 37] ; [6 5],[13.83050847 34.16949153] ; [3.16949153 7.83050847],0
p11,1,0.038759,4.271413,[20 28] ; [9 3],[23.2 24.8] ; [5.8 6.2],0
r3,1,0.075743,3.153964,[26 21] ; [10  2],[28.6779661 18.3220339] ; [7.3220339 4.6779661],0
v2,1,0.091196,2.853127,[15 32] ; [7 5],[17.52542373 29.47457627] ; [4.47457627 7.52542373],0
p10,1,0.103416,2.652055,[19 28] ; [8 4],[21.50847458 25.49152542] ; [5.49152542 6.50847458],0
a2,1,0.107703,2.587601,[ 4 44] ; [3 9],[ 5.6 42.4] ; [ 1.4 10.6],0
n3,1,0.12695,2.329412,[ 7 10] ; [4 1],[8.5 8.5] ; [2.5 2.5],0
a8,1,0.143229,2.142919,[ 7 40] ; [4 8],[ 8.76271186 38.23728814] ; [2.23728814 9.76271186],0
a5,1,0.15189,2.053167,[25 23] ; [9 3],[27.2 20.8] ; [6.8 5.2],0
b2,1,0.190969,1.710129,[10 21] ; [6 5],[11.80952381 19.19047619] ; [4.19047619 6.80952381],0
b3,1,0.190969,1.710129,[10 21] ; [6 5],[11.80952381 19.19047619] ; [4.19047619 6.80952381],0
s5,1,0.231611,1.43094,[ 6 41] ; [3 8],[ 7.29310345 39.70689655] ; [1.70689655 9.29310345],0
s6,1,0.250807,1.318805,[13 34] ; [5 6],[14.5862069 32.4137931] ; [3.4137931 7.5862069],0
p4,1,0.259796,1.269841,[16 32] ; [ 2 10],[14.4 33.6] ; [3.6 8.4],0
d4,1,0.259796,1.269841,[32 16] ; [10  2],[33.6 14.4] ; [8.4 3.6],0
s2,1,0.272734,1.202946,[ 9 39] ; [4 8],[10.4 37.6] ; [2.6 9.4],0
d5,1,0.288184,1.128085,[28 20] ; [9 3],[29.6 18.4] ; [7.4 4.6],0
b4,1,0.348425,0.879187,[29 19] ; [9 3],[30.4 17.6] ; [7.6 4.4],0
d1,1,0.352708,0.86369,[17 31] ; [6 6],[18.4 29.6] ; [4.6 7.4],0
d2,1,0.397936,0.714553,[21 26] ; [7 5],[22.30508475 24.69491525] ; [5.69491525 6.30508475],0
p5,1,0.404103,0.696084,[ 4 43] ; [ 2 10],[ 4.77966102 42.22033898] ; [ 1.22033898 10.77966102],0
a4,1,0.431834,0.617887,[14 33] ; [5 7],[15.13559322 31.86440678] ; [3.86440678 8.13559322],0
p7,1,0.493563,0.46875,[15 33] ; [5 7],[16. 32.] ; [4. 8.],0
r1,1,0.512691,0.428571,[19 29] ; [6 6],[20. 28.] ; [5. 7.],0
a7,1,0.518605,0.416667,[25 23] ; [5 7],[24. 24.] ; [6. 6.],0
p8,1,0.519383,0.415119,[12 35] ; [ 2 10],[11.15254237 35.84745763] ; [2.84745763 9.15254237],0
p6,1,0.549337,0.358506,[ 8 38] ; [3 9],[ 8.72413793 37.27586207] ; [2.27586207 9.72413793],0
p12,1,0.566015,0.329397,[ 2 45] ; [ 1 11],[ 2.38983051 44.61016949] ; [ 0.61016949 11.38983051],0
n5,1,0.588279,0.29304,[32 16] ; [7 5],[31.2 16.8] ; [7.8 4.2],0
p1,1,0.687573,0.161725,[ 6 42] ; [ 1 11],[ 5.6 42.4] ; [ 1.4 10.6],0
a1,1,0.687573,0.161725,[ 6 42] ; [ 1 11],[ 5.6 42.4] ; [ 1.4 10.6],0
s3,1,0.725268,0.123501,[17 30] ; [5 7],[17.52542373 29.47457627] ; [4.47457627 7.52542373],0
p9,1,0.737669,0.112186,[23 24] ; [6 5],[23.5 23.5] ; [5.5 5.5],0
n4,1,0.774499,0.082079,[34 14] ; [9 3],[34.4 13.6] ; [8.6 3.4],0
r4,1,0.77816,0.079365,[14 34] ; [4 8],[14.4 33.6] ; [3.6 8.4],0
u1,1,0.795809,0.066964,[ 3 45] ; [ 1 11],[ 3.2 44.8] ; [ 0.8 11.2],0
d3,1,0.896359,0.016968,[21 27] ; [5 7],[20.8 27.2] ; [5.2 6.8],0
a6,1,0.897222,0.016685,[25 23] ; [6 6],[24.8 23.2] ; [6.2 5.8],0
b5,1,0.897222,0.016685,[25 23] ; [6 6],[24.8 23.2] ; [6.2 5.8],0
b1,1,0.897222,0.016685,[23 25] ; [6 6],[23.2 24.8] ; [5.8 6.2],0
n2,1,0.901321,0.015374,[9 8] ; [3 3],[8.86956522 8.13043478] ; [3.13043478 2.86956522],0
n1,1,0.901321,0.015374,[8 9] ; [3 3],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
p2,1,0.955765,0.003077,[20 27] ; [5 7],[19.91525424 27.08474576] ; [5.08474576 6.91525424],0
r2,1,0.962953,0.002157,[26 21] ; [6 5],[25.93103448 21.06896552] ; [6.06896552 4.93103448],0
p3,1,1.0,0.0,[12 36] ; [3 9],[12. 36.] ; [3. 9.],0
s1,1,1.0,0.0,[ 4 44] ; [ 1 11],[ 4. 44.] ; [ 1. 11.],0
