Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,158.878621,[  4 117] ; [311 150],[65.48969072 55.51030928] ; [249.51030928 211.48969072],1
d3,1,0.0,103.705911,[33 86] ; [355 106],[79.60689655 39.39310345] ; [308.39310345 152.60689655],1
d5,1,0.0,72.673754,[60 60] ; [396  65],[94.18244406 25.81755594] ; [361.81755594  99.18244406],1
d2,1,0.0,33.225647,[26 95] ; [234 227],[54.05498282 66.94501718] ; [205.94501718 255.05498282],1
a3,1,1e-06,24.472349,[58 63] ; [330 130],[80.80550775 40.19449225] ; [307.19449225 152.80550775],1
u1,1,7e-06,20.20287,[  2 119] ; [ 82 379],[ 17.46391753 103.53608247] ; [ 66.53608247 394.46391753],1
a5,1,1.4e-05,18.815988,[63 58] ; [335 126],[82.74570447 38.25429553] ; [315.25429553 145.74570447],1
a4,1,2e-05,18.192834,[28 92] ; [206 254],[48.4137931 71.5862069] ; [185.5862069 274.4137931],1
r1,1,7.5e-05,15.668478,[77 43] ; [373  87],[93.10344828 26.89655172] ; [356.89655172 103.10344828],1
a7,1,0.000232,13.550243,[73 47] ; [356 104],[88.75862069 31.24137931] ; [340.24137931 119.75862069],1
a2,1,0.000429,12.402566,[ 11 110] ; [109 352],[24.94845361 96.05154639] ; [ 95.05154639 365.94845361],1
b2,1,0.000833,11.166972,[13 62] ; [102 167],[25.07267442 49.92732558] ; [ 89.92732558 179.07267442],1
b3,1,0.000833,11.166972,[13 62] ; [102 167],[25.07267442 49.92732558] ; [ 89.92732558 179.07267442],1
v2,1,0.002175,9.39533,[48 67] ; [254 186],[62.57657658 52.42342342] ; [239.42342342 200.57657658],0
n4,1,0.005104,7.842098,[78 43] ; [354 106],[89.96901893 31.03098107] ; [342.03098107 117.96901893],0
r2,1,0.006123,7.513769,[104  16] ; [428  27],[111.02608696   8.97391304] ; [420.97391304  34.02608696],0
u2,1,0.007424,7.167508,[27 36] ; [81 47],[35.62303665 27.37696335] ; [72.37696335 55.62303665],0
n3,1,0.008116,7.007704,[26  2] ; [72 34],[20.47761194  7.52238806] ; [77.52238806 28.47761194],0
a6,1,0.01051,6.546364,[72 49] ; [330 131],[83.57731959 37.42268041] ; [318.42268041 142.57731959],0
v3,1,0.011093,6.450391,[32 88] ; [172 266],[43.87096774 76.12903226] ; [160.12903226 277.87096774],0
b4,1,0.013096,6.156111,[57 64] ; [275 186],[69.02405498 51.97594502] ; [262.97594502 198.02405498],0
s2,1,0.024249,5.07675,[36 84] ; [189 269],[46.71280277 73.28719723] ; [178.28719723 279.71280277],0
s7,1,0.036103,4.392239,[35 80] ; [181 259],[44.75675676 70.24324324] ; [171.24324324 268.75675676],0
p1,1,0.058099,3.590834,[ 12 109] ; [ 24 434],[  7.52331606 113.47668394] ; [ 28.47668394 429.52331606],0
a1,1,0.065245,3.398783,[  1 120] ; [ 20 441],[  4.36597938 116.63402062] ; [ 16.63402062 444.36597938],0
p9,1,0.082441,3.016106,[89 31] ; [370  85],[95.79130435 24.20869565] ; [363.20869565  91.79130435],0
u3,1,0.101217,2.686267,[29 34] ; [75 53],[34.30366492 28.69633508] ; [69.69633508 58.30366492],0
p8,1,0.122485,2.385247,[49 70] ; [223 231],[56.4886562 62.5113438] ; [215.5113438 238.4886562],0
p6,1,0.123076,2.377732,[29 91] ; [142 310],[35.87412587 84.12587413] ; [135.12587413 316.87412587],0
p10,1,0.123645,2.370536,[84 35] ; [352 103],[90.3902439 28.6097561] ; [345.6097561 109.3902439],0
s8,1,0.129297,2.300919,[36 85] ; [171 289],[43.11015491 77.88984509] ; [163.88984509 296.11015491],0
s6,1,0.135211,2.231626,[61 60] ; [265 192],[68.24567474 52.75432526] ; [257.75432526 199.24567474],0
s4,1,0.143632,2.138614,[ 18 102] ; [ 47 411],[ 13.49480969 106.50519031] ; [ 51.50519031 406.49480969],0
p2,1,0.157362,1.999399,[93 28] ; [377  80],[98.39100346 22.60899654] ; [371.60899654  85.39100346],0
p4,1,0.166961,1.910022,[59 62] ; [255 202],[65.73356401 55.26643599] ; [248.26643599 208.73356401],0
n2,1,0.200765,1.636804,[23  6] ; [71 35],[20.19259259  8.80740741] ; [73.80740741 32.19259259],0
r4,1,0.303163,1.060227,[105  16] ; [415  46],[108.10996564  12.89003436] ; [411.89003436  49.10996564],0
p11,1,0.306336,1.046408,[92 29] ; [370  91],[96.05154639 24.94845361] ; [365.94845361  95.05154639],0
n6,1,0.318116,0.996677,[94 27] ; [375  84],[97.84310345 23.15689655] ; [371.15689655  87.84310345],0
s1,1,0.365596,0.818578,[  5 114] ; [ 12 445],[  3.51215278 115.48784722] ; [ 13.48784722 443.51215278],0
p12,1,0.418491,0.654549,[  4 117] ; [ 23 432],[  5.671875 115.328125] ; [ 21.328125 433.671875],0
a8,1,0.433386,0.613731,[12 98] ; [ 58 364],[14.47368421 95.52631579] ; [ 55.52631579 366.47368421],0
n1,1,0.469917,0.522171,[ 7 21] ; [34 72],[ 8.56716418 19.43283582] ; [32.43283582 73.56716418],0
p5,1,0.555152,0.348167,[  5 116] ; [ 25 432],[  6.28027682 114.71972318] ; [ 23.71972318 433.28027682],0
b1,1,0.572111,0.319164,[48 73] ; [170 291],[45.32302405 75.67697595] ; [172.67697595 288.32302405],0
b5,1,0.628232,0.234466,[79 42] ; [290 171],[76.71649485 44.28350515] ; [292.28350515 168.71649485],0
n5,1,0.641738,0.216476,[83 37] ; [326 131],[85.06065858 34.93934142] ; [323.93934142 133.06065858],0
v1,1,0.702166,0.146228,[55 62] ; [219 228],[56.84042553 60.15957447] ; [217.15957447 229.84042553],0
p7,1,0.703951,0.144395,[68 51] ; [267 185],[69.81611208 49.18388792] ; [265.18388792 186.81611208],0
p3,1,0.839443,0.041049,[53 67] ; [198 261],[52.02072539 67.97927461] ; [198.97927461 260.02072539],0
s3,1,0.918211,0.010545,[58 62] ; [218 238],[57.5 62.5] ; [218.5 237.5],0
v4,1,0.99157,0.000112,[112   7] ; [434  27],[112.02413793   6.97586207] ; [433.97586207  27.02413793],0
