Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,27.523171,[11 29] ; [59 17],[24.13793103 15.86206897] ; [45.86206897 30.13793103],1
d3,1,0.000383,12.613456,[20 20] ; [62 14],[28.27586207 11.72413793] ; [53.72413793 22.27586207],1
a6,1,0.002248,9.335474,[18 22] ; [56 20],[25.51724138 14.48275862] ; [48.48275862 27.51724138],0
a2,1,0.005378,7.747898,[ 2 38] ; [20 56],[ 7.5862069 32.4137931] ; [14.4137931 61.5862069],0
v2,1,0.033554,4.517265,[12 26] ; [39 35],[17.30357143 20.69642857] ; [33.69642857 40.30357143],0
d4,1,0.037481,4.32843,[27 13] ; [64 12],[31.37931034  8.62068966] ; [59.62068966 16.37931034],0
d1,1,0.046478,3.964202,[17 23] ; [47 29],[22.06896552 17.93103448] ; [41.93103448 34.06896552],0
b1,1,0.075464,3.159991,[17 23] ; [20 56],[12.75862069 27.24137931] ; [24.24137931 51.75862069],0
p4,1,0.091509,2.847632,[21 19] ; [52 24],[25.17241379 14.82758621] ; [47.82758621 28.17241379],0
s7,1,0.093006,2.821564,[29 11] ; [43 33],[24.82758621 15.17241379] ; [47.17241379 28.82758621],0
u1,1,0.100093,2.704065,[ 4 36] ; [17 59],[ 7.24137931 32.75862069] ; [13.75862069 62.24137931],0
n1,1,0.106864,2.6,[7 6] ; [ 3 10],[5. 8.] ; [5. 8.],0
b4,1,0.131226,2.277943,[20 20] ; [49 27],[23.79310345 16.20689655] ; [45.20689655 30.79310345],0
p9,1,0.141173,2.165122,[34  6] ; [71  5],[36.20689655  3.79310345] ; [68.79310345  7.20689655],0
r4,1,0.15959,1.978105,[32  8] ; [68  8],[34.48275862  5.51724138] ; [65.51724138 10.48275862],0
p1,1,0.166099,1.917801,[ 5 35] ; [ 4 72],[ 3.10344828 36.89655172] ; [ 5.89655172 70.10344828],0
r2,1,0.166099,1.917801,[35  5] ; [72  4],[36.89655172  3.10344828] ; [70.10344828  5.89655172],0
v4,1,0.207723,1.587229,[36  3] ; [74  2],[37.30434783  1.69565217] ; [72.69565217  3.30434783],0
a1,1,0.234732,1.411955,[ 2 38] ; [ 1 75],[ 1.03448276 38.96551724] ; [ 1.96551724 74.03448276],0
n4,1,0.242384,1.366677,[31  9] ; [51 25],[28.27586207 11.72413793] ; [53.72413793 22.27586207],0
s2,1,0.255921,1.290691,[25 14] ; [55 19],[27.61061947 11.38938053] ; [52.38938053 21.61061947],0
p2,1,0.276703,1.183213,[31  9] ; [65 11],[33.10344828  6.89655172] ; [62.89655172 13.10344828],0
n2,1,0.276986,1.181818,[12  1] ; [10  3],[11.  2.] ; [11.  2.],0
n6,1,0.30005,1.073972,[33  7] ; [67  8],[34.7826087  5.2173913] ; [65.2173913  9.7826087],0
s5,1,0.310679,1.027788,[21 16] ; [33 38],[18.5 18.5] ; [35.5 35.5],0
u2,1,0.327187,0.96,[9 6] ; [11 14],[7.5 7.5] ; [12.5 12.5],0
p10,1,0.347454,0.882733,[34  6] ; [69  7],[35.51724138  4.48275862] ; [67.48275862  8.51724138],0
a5,1,0.347525,0.882475,[25 15] ; [54 22],[27.24137931 12.75862069] ; [51.75862069 24.24137931],0
p6,1,0.362715,0.828471,[15 24] ; [36 40],[17.29565217 21.70434783] ; [33.70434783 42.29565217],0
s1,1,0.392575,0.73095,[ 3 36] ; [ 3 73],[ 2.03478261 36.96521739] ; [ 3.96521739 72.03478261],0
r3,1,0.411538,0.674354,[37  3] ; [73  3],[37.93103448  2.06896552] ; [72.06896552  3.93103448],0
p7,1,0.427541,0.629494,[29 10] ; [49 24],[27.16071429 11.83928571] ; [50.83928571 22.16071429],0
n5,1,0.441333,0.592814,[33  7] ; [58 18],[31.37931034  8.62068966] ; [59.62068966 16.37931034],0
a8,1,0.47525,0.509743,[ 1 37] ; [ 4 67],[ 1.74311927 36.25688073] ; [ 3.25688073 67.74311927],0
p12,1,0.51269,0.428573,[ 4 36] ; [ 5 71],[ 3.10344828 36.89655172] ; [ 5.89655172 70.10344828],0
p3,1,0.525635,0.402823,[23 17] ; [39 37],[21.37931034 18.62068966] ; [40.62068966 35.37931034],0
v3,1,0.545426,0.365576,[10 29] ; [23 51],[11.38938053 27.61061947] ; [21.61061947 52.38938053],0
a3,1,0.619893,0.246018,[25 15] ; [51 25],[26.20689655 13.79310345] ; [49.79310345 26.20689655],0
r1,1,0.651903,0.203509,[29 11] ; [58 18],[30. 10.] ; [57. 19.],0
n3,1,0.658387,0.195489,[9 4] ; [10  3],[9.5 3.5] ; [9.5 3.5],0
p5,1,0.700986,0.147448,[ 4 36] ; [ 6 70],[ 3.44827586 36.55172414] ; [ 6.55172414 69.44827586],0
p8,1,0.724189,0.124514,[24 15] ; [43 31],[23.12389381 15.87610619] ; [43.87610619 30.12389381],0
d5,1,0.770074,0.085426,[29 11] ; [57 19],[29.65517241 10.34482759] ; [56.34482759 19.65517241],0
s6,1,0.786214,0.073566,[33  6] ; [64 10],[33.47787611  5.52212389] ; [63.52212389 10.47787611],0
u3,1,0.800282,0.064,[9 6] ; [16  9],[9.375 5.625] ; [15.625  9.375],0
b2,1,0.857154,0.032399,[ 5 19] ; [10 34],[ 5.29411765 18.70588235] ; [ 9.70588235 34.29411765],0
b3,1,0.857154,0.032399,[ 5 19] ; [10 34],[ 5.29411765 18.70588235] ; [ 9.70588235 34.29411765],0
d2,1,0.858884,0.031611,[17 23] ; [31 45],[16.55172414 23.44827586] ; [31.44827586 44.55172414],0
s8,1,0.892819,0.018154,[20 20] ; [39 37],[20.34482759 19.65517241] ; [38.65517241 37.34482759],0
s3,1,0.906083,0.013919,[29 10] ; [55 20],[28.73684211 10.26315789] ; [55.26315789 19.73684211],0
v1,1,0.945704,0.004638,[20 20] ; [37 38],[19.82608696 20.17391304] ; [37.17391304 37.82608696],0
a4,1,0.956076,0.003034,[16 24] ; [30 46],[15.86206897 24.13793103] ; [30.13793103 45.86206897],0
