Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.31557,[43 18] ; [ 4 23],[32.57954545 28.42045455] ; [14.42045455 12.57954545],1
p2,1,6e-05,16.10971,[57  5] ; [15 12],[50.15730337 11.84269663] ; [21.84269663  5.15730337],1
p6,1,6.3e-05,16.007158,[29 32] ; [ 1 26],[20.79545455 40.20454545] ; [ 9.20454545 17.79545455],1
r4,1,0.001088,10.671942,[59  3] ; [19  8],[54.33707865  7.66292135] ; [23.66292135  3.33707865],0
p9,1,0.003676,8.43741,[53  8] ; [16 11],[47.82954545 13.17045455] ; [21.17045455  5.82954545],0
p4,1,0.010807,6.496745,[42 20] ; [10 16],[36.63636364 25.36363636] ; [15.36363636 10.63636364],0
v4,1,0.013488,6.103925,[58  3] ; [21  6],[54.76136364  6.23863636] ; [24.23863636  2.76136364],0
p3,1,0.016309,5.7692,[40 22] ; [10 17],[34.83146067 27.16853933] ; [15.16853933 11.83146067],0
r3,1,0.032139,4.591067,[59  3] ; [21  5],[56.36363636  5.63636364] ; [23.63636364  2.36363636],0
v1,1,0.035618,4.415315,[30 30] ; [ 7 20],[25.51724138 34.48275862] ; [11.48275862 15.51724138],0
a6,1,0.048095,3.906656,[32 30] ; [20  7],[36.2247191 25.7752809] ; [15.7752809 11.2247191],0
p11,1,0.04874,3.884288,[51 11] ; [17 10],[47.37078652 14.62921348] ; [20.62921348  6.37078652],0
s8,1,0.055271,3.6739,[24 37] ; [ 5 22],[20.10227273 40.89772727] ; [ 8.89772727 18.10227273],0
a5,1,0.075452,3.160243,[50 12] ; [17 10],[46.6741573 15.3258427] ; [20.3258427  6.6741573],0
p10,1,0.078069,3.104652,[53  9] ; [18  8],[50.02272727 11.97727273] ; [20.97727273  5.02272727],0
s3,1,0.109678,2.558856,[13 48] ; [ 2 25],[10.39772727 50.60227273] ; [ 4.60227273 22.39772727],0
n4,1,0.111392,2.534354,[49 13] ; [17 10],[45.97752809 16.02247191] ; [20.02247191  6.97752809],0
s4,1,0.130788,2.283132,[13 49] ; [ 2 24],[10.56818182 51.43181818] ; [ 4.43181818 21.56818182],0
v3,1,0.154162,2.030577,[23 38] ; [ 6 21],[20.10227273 40.89772727] ; [ 8.89772727 18.10227273],0
n3,1,0.169202,1.89,[12  3] ; [3 3],[10.71428571  4.28571429] ; [4.28571429 1.71428571],0
v2,1,0.184146,1.763839,[37 25] ; [12 15],[34.13483146 27.86516854] ; [14.86516854 12.13483146],0
b1,1,0.249201,1.32778,[24 38] ; [14 13],[26.47191011 35.52808989] ; [11.52808989 15.47191011],0
a8,1,0.267846,1.227748,[11 48] ; [ 2 21],[ 9.35365854 49.64634146] ; [ 3.64634146 19.35365854],0
a1,1,0.277964,1.17702,[ 3 59] ; [ 3 24],[ 4.17977528 57.82022472] ; [ 1.82022472 25.17977528],0
d5,1,0.279758,1.168264,[52 10] ; [20  7],[50.15730337 11.84269663] ; [21.84269663  5.15730337],0
n1,1,0.338352,0.916667,[7 9] ; [4 2],[8. 8.] ; [3. 3.],0
r2,1,0.34471,0.892838,[56  5] ; [23  4],[54.76136364  6.23863636] ; [24.23863636  2.76136364],0
s7,1,0.404034,0.696286,[21 37] ; [ 7 19],[19.33333333 38.66666667] ; [ 8.66666667 17.33333333],0
