Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.31557,[43 18] ; [ 4 23],[32.57954545 28.42045455] ; [14.42045455 12.57954545],1
a7,1,0.436792,0.604696,[35 27] ; [17  9],[36.63636364 25.36363636] ; [15.36363636 10.63636364],0
d3,1,0.445019,0.583308,[36 26] ; [18  9],[37.61797753 24.38202247] ; [16.38202247 10.61797753],0
p5,1,0.456628,0.554148,[16 46] ; [ 5 22],[14.62921348 47.37078652] ; [ 6.37078652 20.62921348],0
n5,1,0.467643,0.52754,[46 16] ; [18  9],[44.58426966 17.41573034] ; [19.41573034  7.58426966],0
p1,1,0.490476,0.475481,[ 8 54] ; [ 5 22],[ 9.05617978 52.94382022] ; [ 3.94382022 23.05617978],0
r1,1,0.490476,0.475481,[54  8] ; [22  5],[52.94382022  9.05617978] ; [23.05617978  3.94382022],0
b5,1,0.514165,0.425582,[23 39] ; [12 15],[24.38202247 37.61797753] ; [10.61797753 16.38202247],0
n2,1,0.590726,0.289211,[11  5] ; [4 3],[10.43478261  5.56521739] ; [4.56521739 2.43478261],0
n6,1,0.633535,0.227298,[53  9] ; [22  5],[52.24719101  9.75280899] ; [22.75280899  4.24719101],0
s6,1,0.659906,0.193638,[40 19] ; [17 10],[39.10465116 19.89534884] ; [17.89534884  9.10465116],0
u3,1,0.685734,0.163743,[ 9 10] ; [5 4],[9.5 9.5] ; [4.5 4.5],0
d1,1,0.716819,0.131561,[37 25] ; [15 12],[36.2247191 25.7752809] ; [15.7752809 11.2247191],0
a3,1,0.719723,0.128759,[43 18] ; [18  9],[42.28409091 18.71590909] ; [18.71590909  8.28409091],0
u1,1,0.73452,0.115002,[11 51] ; [ 4 23],[10.4494382 51.5505618] ; [ 4.5505618 22.4494382],0
a2,1,0.73452,0.115002,[11 51] ; [ 4 23],[10.4494382 51.5505618] ; [ 4.5505618 22.4494382],0
u2,1,0.785351,0.074176,[9 9] ; [4 5],[8.66666667 9.33333333] ; [4.33333333 4.66666667],0
d4,1,0.788461,0.07199,[51 11] ; [22  4],[51.43181818 10.56818182] ; [21.56818182  4.43181818],0
p12,1,0.855547,0.03314,[ 6 55] ; [ 3 24],[ 6.23863636 54.76136364] ; [ 2.76136364 24.23863636],0
b4,1,0.881318,0.02229,[38 24] ; [17 10],[38.31460674 23.68539326] ; [16.68539326 10.31460674],0
d2,1,0.914627,0.011493,[35 27] ; [15 11],[35.22727273 26.77272727] ; [14.77272727 11.22727273],0
a4,1,0.937571,0.006135,[27 35] ; [12 15],[27.16853933 34.83146067] ; [11.83146067 15.16853933],0
b2,1,0.991316,0.000118,[17 22] ; [7 9],[17.01818182 21.98181818] ; [6.98181818 9.01818182],0
b3,1,0.991316,0.000118,[17 22] ; [7 9],[17.01818182 21.98181818] ; [6.98181818 9.01818182],0
