Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,115.239311,[270 117] ; [ 7 83],[224.73584906 162.26415094] ; [52.26415094 37.73584906],1
d4,1,0.0,58.753005,[344  42] ; [49 40],[319.36421053  66.63578947] ; [73.63578947 15.36421053],1
d2,1,1e-06,24.037881,[205 181] ; [22 68],[184.07983193 201.92016807] ; [42.92016807 47.07983193],1
d3,1,6e-06,20.398888,[284 103] ; [44 46],[266.11320755 120.88679245] ; [61.88679245 28.11320755],1
a5,1,5.9e-05,16.147405,[303  84] ; [52 38],[288.01886792  98.98113208] ; [66.98113208 23.01886792],1
a3,1,0.000217,13.679386,[288  99] ; [48 40],[273.75157895 113.24842105] ; [62.24842105 25.75157895],1
a7,1,0.000728,11.415836,[295  91] ; [53 37],[282.20168067 103.79831933] ; [65.79831933 24.20168067],1
a4,1,0.000928,10.966937,[183 203] ; [25 64],[169.02736842 216.97263158] ; [38.97263158 50.02736842],1
p2,1,0.001728,9.81848,[311  74] ; [59 31],[299.89473684  85.10526316] ; [70.10526316 19.89473684],0
a2,1,0.002116,9.445894,[102 285] ; [10 80],[ 90.86792453 296.13207547] ; [21.13207547 68.86792453],0
u1,1,0.004391,8.114533,[ 74 313] ; [ 6 84],[ 64.90566038 322.09433962] ; [15.09433962 74.90566038],0
v2,1,0.006017,7.545057,[222 145] ; [36 46],[210.88195991 156.11804009] ; [47.11804009 34.88195991],0
p4,1,0.008285,6.970856,[193 192] ; [30 57],[181.89618644 203.10381356] ; [41.10381356 45.89618644],0
r3,1,0.013519,6.099926,[368  17] ; [80 10],[363.11578947  21.88421053] ; [84.88421053  5.11578947],0
r2,1,0.014619,5.961767,[371  12] ; [82  8],[366.80549683  16.19450317] ; [86.19450317  3.80549683],0
s1,1,0.023586,5.124857,[ 11 371] ; [ 7 80],[ 14.66098081 367.33901919] ; [ 3.33901919 83.66098081],0
p3,1,0.023806,5.108722,[161 224] ; [26 64],[151.56842105 233.43157895] ; [35.43157895 54.56842105],0
n4,1,0.033617,4.514095,[290  96] ; [57 32],[281.98315789 104.01684211] ; [65.01684211 23.98315789],0
s6,1,0.034485,4.470507,[249 134] ; [46 41],[240.39361702 142.60638298] ; [54.60638298 32.39361702],0
a6,1,0.035674,4.412607,[280 107] ; [55 35],[271.79245283 115.20754717] ; [63.20754717 26.79245283],0
s8,1,0.050928,3.81063,[160 225] ; [27 62],[151.88818565 233.11181435] ; [35.11181435 53.88818565],0
p7,1,0.052426,3.762106,[200 178] ; [36 51],[191.84516129 186.15483871] ; [44.15483871 42.84516129],0
s7,1,0.058685,3.574172,[166 202] ; [28 55],[158.29711752 209.70288248] ; [35.70288248 47.29711752],0
p10,1,0.069572,3.293096,[301  83] ; [61 27],[294.50847458  89.49152542] ; [67.49152542 20.50847458],0
s2,1,0.081726,3.030233,[178 204] ; [32 56],[170.68085106 211.31914894] ; [39.31914894 48.68085106],0
s5,1,0.105,2.6279,[115 261] ; [19 68],[108.82073434 267.17926566] ; [25.17926566 61.82073434],0
p9,1,0.129511,2.298355,[302  80] ; [63 25],[296.65957447  85.34042553] ; [68.34042553 19.65957447],0
n5,1,0.140241,2.175308,[275 109] ; [56 32],[269.28813559 114.71186441] ; [61.71186441 26.28813559],0
n6,1,0.145425,2.119592,[312  73] ; [66 23],[307.02531646  77.97468354] ; [70.97468354 18.02531646],0
p1,1,0.146523,2.108082,[ 19 365] ; [ 8 82],[ 21.87341772 362.12658228] ; [ 5.12658228 84.87341772],0
