Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.702854,[ 2 34] ; [69 31],[18.79411765 17.20588235] ; [52.20588235 47.79411765],1
v4,1,0.0,28.506942,[17 19] ; [89 10],[28.26666667  7.73333333] ; [77.73333333 21.26666667],1
p11,1,2.1e-05,18.086376,[11 25] ; [71 29],[21.70588235 14.29411765] ; [60.29411765 39.70588235],1
p9,1,2.7e-05,17.610174,[15 19] ; [80 18],[24.46969697  9.53030303] ; [70.53030303 27.46969697],1
n6,1,3.4e-05,17.154135,[15 20] ; [80 20],[24.62962963 10.37037037] ; [70.37037037 29.62962963],1
p10,1,8.2e-05,15.518208,[13 23] ; [71 26],[22.73684211 13.26315789] ; [61.26315789 35.73684211],1
n2,1,0.000412,12.478299,[ 5 11] ; [25  5],[10.43478261  5.56521739] ; [19.56521739 10.43478261],1
p2,1,0.000688,11.521317,[16 20] ; [74 24],[24.17910448 11.82089552] ; [65.82089552 32.17910448],1
b5,1,0.005468,7.7179,[15 21] ; [68 32],[21.97058824 14.02941176] ; [61.02941176 38.97058824],0
s1,1,0.005703,7.641839,[ 4 32] ; [ 1 99],[ 1.32352941 34.67647059] ; [ 3.67647059 96.32352941],0
s6,1,0.00939,6.74712,[ 8 28] ; [47 53],[14.55882353 21.44117647] ; [40.44117647 59.55882353],0
d2,1,0.018335,5.563847,[18 17] ; [29 70],[12.2761194 22.7238806] ; [34.7238806 64.2761194],0
a7,1,0.018771,5.522727,[14 22] ; [61 38],[20. 16.] ; [55. 44.],0
a1,1,0.027702,4.846545,[ 6 30] ; [ 5 95],[ 2.91176471 33.08823529] ; [ 8.08823529 91.91176471],0
n3,1,0.032992,4.546199,[ 6 10] ; [21  9],[9.39130435 6.60869565] ; [17.60869565 12.39130435],0
p8,1,0.043547,4.07405,[ 8 27] ; [42 58],[12.96296296 22.03703704] ; [37.03703704 62.96296296],0
p6,1,0.087815,2.913971,[ 4 31] ; [25 74],[ 7.57462687 27.42537313] ; [21.42537313 77.57462687],0
a8,1,0.092183,2.835826,[ 1 35] ; [12 83],[ 3.57251908 32.42748092] ; [ 9.42748092 85.57251908],0
p4,1,0.107304,2.593487,[11 25] ; [46 54],[15.08823529 20.91176471] ; [41.91176471 58.08823529],0
p3,1,0.107942,2.584096,[ 9 27] ; [40 60],[12.97058824 23.02941176] ; [36.02941176 63.97058824],0
d5,1,0.108179,2.580629,[17 19] ; [62 37],[21.06666667 14.93333333] ; [57.93333333 41.06666667],0
d4,1,0.113543,2.504206,[18 18] ; [65 35],[21.97058824 14.02941176] ; [61.02941176 38.97058824],0
p1,1,0.147902,2.093753,[ 6 30] ; [ 8 91],[ 3.73333333 32.26666667] ; [10.26666667 88.73333333],0
p7,1,0.148405,2.088572,[12 23] ; [47 50],[15.64393939 19.35606061] ; [43.35606061 53.64393939],0
r2,1,0.156859,2.004251,[23 11] ; [78 20],[26.01515152  7.98484848] ; [74.98484848 23.01515152],0
b1,1,0.172938,1.857293,[18 18] ; [37 63],[14.55882353 21.44117647] ; [40.44117647 59.55882353],0
p5,1,0.175553,1.834873,[ 1 34] ; [10 88],[ 2.89473684 32.10526316] ; [ 8.10526316 89.89473684],0
b2,1,0.181525,1.785092,[12 14] ; [17 38],[ 9.30864198 16.69135802] ; [19.69135802 35.30864198],0
b3,1,0.181525,1.785092,[12 14] ; [17 38],[ 9.30864198 16.69135802] ; [19.69135802 35.30864198],0
s2,1,0.191902,1.702957,[ 9 27] ; [37 63],[12.17647059 23.82352941] ; [33.82352941 66.17647059],0
s8,1,0.204059,1.613086,[ 5 31] ; [24 76],[ 7.67647059 28.32352941] ; [21.32352941 78.67647059],0
n1,1,0.219851,1.505341,[ 4 12] ; [13 17],[ 5.91304348 10.08695652] ; [11.08695652 18.91304348],0
n4,1,0.259196,1.273045,[23 13] ; [53 47],[20.11764706 15.88235294] ; [55.88235294 44.11764706],0
n5,1,0.347011,0.884358,[25 11] ; [60 39],[22.66666667 13.33333333] ; [62.33333333 36.66666667],0
s7,1,0.348934,0.877331,[ 8 27] ; [30 66],[10.15267176 24.84732824] ; [27.84732824 68.15267176],0
v3,1,0.361192,0.833745,[ 7 29] ; [13 86],[ 5.33333333 30.66666667] ; [14.66666667 84.33333333],0
b4,1,0.365107,0.820252,[17 19] ; [56 44],[19.32352941 16.67647059] ; [53.67647059 46.32352941],0
v1,1,0.396487,0.718954,[10 26] ; [20 76],[ 8.18181818 27.81818182] ; [21.81818182 74.18181818],0
s3,1,0.556662,0.345516,[12 22] ; [41 59],[13.44776119 20.55223881] ; [39.55223881 60.44776119],0
u1,1,0.577698,0.309972,[ 1 35] ; [ 5 95],[ 1.58823529 34.41176471] ; [ 4.41176471 95.58823529],0
u3,1,0.585076,0.2981,[ 5 12] ; [18 31],[ 5.92424242 11.07575758] ; [17.07575758 31.92424242],0
a2,1,0.62991,0.232183,[ 2 34] ; [ 8 92],[ 2.64705882 33.35294118] ; [ 7.35294118 92.64705882],0
d1,1,0.64649,0.210354,[ 9 27] ; [29 71],[10.05882353 25.94117647] ; [27.94117647 72.05882353],0
a5,1,0.697476,0.151111,[19 17] ; [49 51],[18. 18.] ; [50. 50.],0
u2,1,0.729717,0.119371,[ 7 10] ; [23 27],[7.6119403 9.3880597] ; [22.3880597 27.6119403],0
d3,1,0.738385,0.111551,[15 21] ; [44 54],[15.85074627 20.14925373] ; [43.14925373 54.85074627],0
a6,1,0.738882,0.111112,[19 17] ; [56 44],[19.85294118 16.14705882] ; [55.14705882 44.85294118],0
a3,1,0.81529,0.054572,[19 17] ; [50 49],[18.4 17.6] ; [50.6 48.4],0
s5,1,0.937509,0.006147,[ 7 28] ; [19 79],[ 6.84210526 28.15789474] ; [19.15789474 78.84210526],0
p12,1,0.939005,0.005855,[ 1 35] ; [ 3 96],[ 1.06666667 34.93333333] ; [ 2.93333333 96.06666667],0
a4,1,0.948415,0.004186,[10 25] ; [28 72],[ 9.85185185 25.14814815] ; [28.14814815 71.85185185],0
s4,1,0.978002,0.00076,[ 8 28] ; [22 78],[ 7.94117647 28.05882353] ; [22.05882353 77.94117647],0
