Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,37.107038,[128  80] ; [23 73],[103.31578947 104.68421053] ; [47.68421053 48.31578947],1
d2,1,0.0,32.976286,[109  98] ; [17 79],[ 86.07920792 120.92079208] ; [39.92079208 56.07920792],1
a4,1,0.0,32.976286,[109  98] ; [17 79],[ 86.07920792 120.92079208] ; [39.92079208 56.07920792],1
a3,1,0.0,32.67874,[155  53] ; [39 57],[132.73684211  75.26315789] ; [61.26315789 34.73684211],1
d5,1,1e-05,19.586499,[170  37] ; [56 40],[154.3960396  52.6039604] ; [71.6039604 24.3960396],1
n4,1,1.2e-05,19.216231,[172  36] ; [57 39],[156.68421053  51.31578947] ; [72.31578947 23.68421053],1
a6,1,0.000341,12.832374,[148  60] ; [48 48],[134.10526316  73.89473684] ; [61.89473684 34.10526316],1
d4,1,0.000533,11.994945,[171  36] ; [62 34],[159.17821782  47.82178218] ; [73.82178218 22.17821782],1
r1,1,0.001094,10.661165,[163  45] ; [58 38],[151.21052632  56.78947368] ; [69.78947368 26.21052632],0
u1,1,0.001629,9.926651,[ 36 172] ; [ 4 92],[ 27.36842105 180.63157895] ; [12.63157895 83.36842105],0
s8,1,0.001869,9.674374,[ 95 112] ; [26 70],[ 82.66336634 124.33663366] ; [38.33663366 57.66336634],0
d3,1,0.002951,8.837416,[141  67] ; [48 48],[129.31578947  78.68421053] ; [59.68421053 36.31578947],0
s6,1,0.008591,6.905929,[142  60] ; [52 43],[131.94612795  70.05387205] ; [62.05387205 32.94612795],0
v1,1,0.009579,6.711528,[ 88 113] ; [27 69],[ 77.82828283 123.17171717] ; [37.17171717 58.82828283],0
p5,1,0.010011,6.63293,[ 30 177] ; [ 4 89],[ 23.46 183.54] ; [10.54 82.46],0
b3,1,0.010457,6.555391,[58 81] ; [11 40],[50.47894737 88.52105263] ; [18.52105263 32.47894737],0
b2,1,0.010457,6.555391,[58 81] ; [11 40],[50.47894737 88.52105263] ; [18.52105263 32.47894737],0
p3,1,0.012253,6.273885,[103 104] ; [33 63],[ 92.91089109 114.08910891] ; [43.08910891 52.91089109],0
p4,1,0.013366,6.119981,[130  78] ; [45 50],[120.1320132  87.8679868] ; [54.8679868 40.1320132],0
p10,1,0.014196,6.013586,[176  30] ; [70 25],[168.35880399  37.64119601] ; [77.64119601 17.35880399],0
p9,1,0.026844,4.900788,[180  27] ; [73 22],[173.41390728  33.58609272] ; [79.58609272 15.41390728],0
p2,1,0.045502,3.99994,[180  27] ; [74 21],[174.09933775  32.90066225] ; [79.90066225 15.09933775],0
r4,1,0.06212,3.479853,[187  21] ; [79 17],[182.  26.] ; [84. 12.],0
n5,1,0.068191,3.326037,[158  49] ; [63 32],[151.48013245  55.51986755] ; [69.51986755 25.48013245],0
p12,1,0.087165,2.925973,[ 14 191] ; [ 2 94],[ 10.89700997 194.10299003] ; [ 5.10299003 90.89700997],0
b1,1,0.087892,2.912558,[ 84 124] ; [29 67],[ 77.31578947 130.68421053] ; [35.68421053 60.31578947],0
s7,1,0.099686,2.710555,[ 94 104] ; [35 59],[ 87.47260274 110.52739726] ; [41.52739726 52.47260274],0
n6,1,0.105103,2.626352,[179  28] ; [76 20],[174.20792079  32.79207921] ; [80.79207921 15.20792079],0
a8,1,0.115636,2.475454,[ 20 173] ; [15 73],[ 24.03914591 168.96085409] ; [10.96085409 77.03914591],0
a1,1,0.179924,1.798252,[  8 200] ; [ 1 95],[  6.15789474 201.84210526] ; [ 2.84210526 93.15789474],0
p6,1,0.192153,1.701029,[ 80 127] ; [29 65],[ 74.96013289 132.03986711] ; [34.03986711 59.96013289],0
v3,1,0.199487,1.646126,[ 39 167] ; [12 81],[ 35.13712375 170.86287625] ; [15.86287625 77.13712375],0
p8,1,0.318814,0.993806,[113  94] ; [46 49],[108.98344371  98.01655629] ; [50.01655629 44.98344371],0
s5,1,0.355555,0.853532,[ 68 136] ; [26 67],[ 64.56565657 139.43434343] ; [29.43434343 63.56565657],0
s2,1,0.371579,0.798377,[101 104] ; [42 54],[ 97.39202658 107.60797342] ; [45.60797342 50.39202658],0
s3,1,0.466277,0.530784,[110  96] ; [55 40],[112.92358804  93.07641196] ; [52.07641196 42.92358804],0
b4,1,0.512021,0.429934,[121  87] ; [52 44],[118.36842105  89.63157895] ; [54.63157895 41.36842105],0
r2,1,0.531095,0.392295,[191  15] ; [87  9],[189.62913907  16.37086093] ; [88.37086093  7.62913907],0
b5,1,0.535056,0.384779,[120  88] ; [59 37],[122.47368421  85.52631579] ; [56.52631579 39.47368421],0
n1,1,0.586993,0.295065,[18 32] ; [ 9 12],[19.01408451 30.98591549] ; [ 7.98591549 13.01408451],0
n2,1,0.596643,0.280089,[35 15] ; [16  5],[35.91549296 14.08450704] ; [15.08450704  5.91549296],0
r3,1,0.603464,0.269803,[193  14] ; [91  5],[194.01980198  12.98019802] ; [89.98019802  6.01980198],0
u2,1,0.608935,0.261729,[30 23] ; [35 22],[31.31818182 21.68181818] ; [33.68181818 23.31818182],0
p1,1,0.620112,0.24571,[ 19 188] ; [ 7 87],[ 17.88039867 189.11960133] ; [ 8.11960133 85.88039867],0
p7,1,0.641438,0.216866,[126  78] ; [53 37],[124.20408163  79.79591837] ; [54.79591837 35.20408163],0
u3,1,0.698556,0.149979,[32 20] ; [33 24],[31.00917431 20.99082569] ; [33.99082569 23.00917431],0
v4,1,0.725789,0.123013,[196  11] ; [89  6],[195.34768212  11.65231788] ; [89.65231788  5.34768212],0
a7,1,0.754473,0.09781,[136  72] ; [61 35],[134.78947368  73.21052632] ; [62.21052632 33.78947368],0
n3,1,0.822187,0.050505,[34 15] ; [14  7],[33.6 15.4] ; [14.4  6.6],0
s1,1,0.929136,0.007909,[  9 196] ; [ 4 92],[  8.8538206 196.1461794] ; [ 4.1461794 91.8538206],0
s4,1,0.940494,0.005572,[ 42 162] ; [19 75],[ 41.75838926 162.24161074] ; [19.24161074 74.75838926],0
