Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001412,10.189474,[1 4] ; [17  2],[3.75 1.25] ; [14.25  4.75],0
n6,1,0.002695,9.002976,[2 3] ; [19  1],[4.2 0.8] ; [16.8  3.2],0
r3,1,0.002695,9.002976,[2 3] ; [19  1],[4.2 0.8] ; [16.8  3.2],0
r1,1,0.074791,3.174603,[2 3] ; [16  4],[3.6 1.4] ; [14.4  5.6],0
a2,1,0.101707,2.678571,[2 3] ; [ 2 18],[0.8 4.2] ; [ 3.2 16.8],0
v1,1,0.230785,1.436017,[2 2] ; [15  4],[2.95652174 1.04347826] ; [14.04347826  4.95652174],0
u3,1,0.259796,1.269841,[2 1] ; [2 5],[1.2 1.8] ; [2.8 4.2],0
v2,1,0.26939,1.21985,[1 4] ; [ 9 10],[2.08333333 2.91666667] ; [ 7.91666667 11.08333333],0
b5,1,0.307434,1.041667,[4 1] ; [11  9],[3. 2.] ; [12.  8.],0
a3,1,0.307434,1.041667,[2 3] ; [13  7],[3. 2.] ; [12.  8.],0
a4,1,0.307434,1.041667,[3 2] ; [ 7 13],[2. 3.] ; [ 8. 12.],0
p2,1,0.315286,1.008403,[2 2] ; [15  5],[2.83333333 1.16666667] ; [14.16666667  5.83333333],0
p4,1,0.35002,0.873383,[2 3] ; [12  7],[2.91666667 2.08333333] ; [11.08333333  7.91666667],0
d5,1,0.404657,0.694444,[4 1] ; [12  8],[3.2 1.8] ; [12.8  7.2],0
u2,1,0.490153,0.47619,[1 2] ; [4 3],[1.5 1.5] ; [3.5 3.5],0
v4,1,0.538253,0.378788,[4 1] ; [18  2],[4.4 0.6] ; [17.6  2.4],0
d2,1,0.548186,0.360577,[3 2] ; [ 9 11],[2.4 2.6] ; [ 9.6 10.4],0
a6,1,0.548186,0.360577,[3 2] ; [ 9 11],[2.4 2.6] ; [ 9.6 10.4],0
p6,1,0.571608,0.32,[1 3] ; [ 8 12],[1.5 2.5] ; [ 7.5 12.5],0
s3,1,0.615228,0.252632,[2 3] ; [10  9],[2.5 2.5] ; [9.5 9.5],0
p7,1,0.624073,0.240184,[2 2] ; [12  7],[2.43478261 1.56521739] ; [11.56521739  7.43478261],0
a5,1,0.656005,0.198413,[4 1] ; [14  6],[3.6 1.4] ; [14.4  5.6],0
a7,1,0.668108,0.183824,[3 2] ; [14  6],[3.4 1.6] ; [13.6  6.4],0
s8,1,0.688921,0.160256,[2 3] ; [10 10],[2.4 2.6] ; [ 9.6 10.4],0
b1,1,0.688921,0.160256,[3 2] ; [10 10],[2.6 2.4] ; [10.4  9.6],0
d1,1,0.688921,0.160256,[3 2] ; [10 10],[2.6 2.4] ; [10.4  9.6],0
s7,1,0.768589,0.086566,[3 2] ; [10  9],[2.70833333 2.29166667] ; [10.29166667  8.70833333],0
n4,1,0.785028,0.074405,[4 1] ; [17  3],[4.2 0.8] ; [16.8  3.2],0
n3,1,0.80915,0.058333,[2 1] ; [3 1],[2.14285714 0.85714286] ; [2.85714286 1.14285714],0
p11,1,0.814871,0.054825,[4 1] ; [15  5],[3.8 1.2] ; [15.2  4.8],0
b2,1,0.828812,0.046753,[1 2] ; [6 9],[1.16666667 1.83333333] ; [5.83333333 9.16666667],0
b3,1,0.828812,0.046753,[1 2] ; [6 9],[1.16666667 1.83333333] ; [5.83333333 9.16666667],0
d3,1,0.834969,0.043403,[3 2] ; [13  7],[3.2 1.8] ; [12.8  7.2],0
p8,1,0.834969,0.043403,[3 2] ; [13  7],[3.2 1.8] ; [12.8  7.2],0
d4,1,1.0,0.0,[4 1] ; [16  4],[4. 1.] ; [16.  4.],0
