Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.31107,[43 10] ; [10 25],[31.92045455 21.07954545] ; [21.07954545 13.92045455],1
p11,1,1.2e-05,19.132925,[41 13] ; [11 26],[30.85714286 23.14285714] ; [21.14285714 15.85714286],1
p10,1,3e-05,17.424628,[38 13] ; [11 26],[28.39772727 22.60227273] ; [20.60227273 16.39772727],1
p4,1,6.1e-05,16.062753,[32 22] ; [ 6 30],[22.8 31.2] ; [15.2 20.8],1
s6,1,0.000262,13.327201,[31 20] ; [ 8 29],[22.60227273 28.39772727] ; [16.39772727 20.60227273],1
p6,1,0.001872,9.670871,[20 33] ; [ 3 33],[13.69662921 39.30337079] ; [ 9.30337079 26.69662921],0
p7,1,0.00232,9.277782,[26 27] ; [ 6 29],[19.27272727 33.72727273] ; [12.72727273 22.27272727],0
n6,1,0.003602,8.474074,[39 13] ; [16 20],[32.5 19.5] ; [22.5 13.5],0
r3,1,0.003652,8.449233,[37 13] ; [16 21],[30.45977011 19.54022989] ; [22.54022989 14.45977011],0
p3,1,0.003756,8.398032,[25 29] ; [ 6 30],[18.6 35.4] ; [12.4 23.6],0
s8,1,0.004326,8.14165,[18 35] ; [ 3 34],[12.36666667 40.63333333] ; [ 8.63333333 28.36666667],0
d2,1,0.005725,7.635015,[21 32] ; [25 11],[27.39325843 25.60674157] ; [18.60674157 17.39325843],0
s2,1,0.006374,7.441548,[24 27] ; [ 7 30],[17.96590909 33.03409091] ; [13.03409091 23.96590909],0
v4,1,0.01152,6.383323,[39 10] ; [20 17],[33.61627907 15.38372093] ; [25.38372093 11.61627907],0
v1,1,0.017977,5.598396,[24 27] ; [ 8 28],[18.75862069 32.24137931] ; [13.24137931 22.75862069],0
s5,1,0.023691,5.117145,[16 34] ; [ 4 32],[11.62790698 38.37209302] ; [ 8.37209302 27.62790698],0
a3,1,0.025111,5.016186,[30 24] ; [29  8],[35.01098901 18.98901099] ; [23.98901099 13.01098901],0
s7,1,0.039343,4.246017,[24 25] ; [ 9 25],[19.48192771 29.51807229] ; [13.51807229 20.48192771],0
s1,1,0.065443,3.393779,[ 1 53] ; [ 4 33],[ 2.96703297 51.03296703] ; [ 2.03296703 34.96703297],0
p8,1,0.081231,3.040099,[19 34] ; [ 7 30],[15.31111111 37.68888889] ; [10.68888889 26.31111111],0
n3,1,0.086974,2.929506,[12  8] ; [ 7 14],[ 9.26829268 10.73170732] ; [ 9.73170732 11.26829268],0
a1,1,0.094268,2.79994,[ 3 51] ; [ 6 31],[ 5.34065934 48.65934066] ; [ 3.65934066 33.34065934],0
s3,1,0.104131,2.64111,[25 24] ; [12 24],[21.32941176 27.67058824] ; [15.67058824 20.32941176],0
d1,1,0.112396,2.52021,[29 25] ; [26 11],[32.63736264 21.36263736] ; [22.36263736 14.63736264],0
a5,1,0.201114,1.634269,[34 20] ; [28  9],[36.79120879 17.20879121] ; [25.20879121 11.79120879],0
d4,1,0.299413,1.076806,[43 10] ; [33  4],[44.75555556  8.24444444] ; [31.24444444  5.75555556],0
n2,1,0.326558,0.9625,[13  7] ; [11 11],[11.42857143  8.57142857] ; [12.57142857  9.42857143],0
b1,1,0.32691,0.961099,[25 29] ; [21 16],[27.2967033 26.7032967] ; [18.7032967 18.2967033],0
p5,1,0.335035,0.929336,[ 8 46] ; [ 3 34],[ 6.52747253 47.47252747] ; [ 4.47252747 32.52747253],0
a4,1,0.342702,0.900298,[23 31] ; [19 17],[25.2 28.8] ; [16.8 19.2],0
b4,1,0.374513,0.788635,[30 24] ; [24 13],[32.04395604 21.95604396] ; [21.95604396 15.04395604],0
