Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,7e-06,20.170707,[109  22] ; [32 29],[96.203125 34.796875] ; [44.796875 16.203125],1
v1,1,0.008271,6.973781,[88 44] ; [29 33],[79.60824742 52.39175258] ; [37.39175258 24.60824742],0
s2,1,0.00998,6.638428,[120  15] ; [47 16],[113.86363636  21.13636364] ; [53.13636364  9.86363636],0
d5,1,0.010337,6.575885,[116  18] ; [45 18],[109.51269036  24.48730964] ; [51.48730964 11.51269036],0
p9,1,0.018898,5.510947,[126   9] ; [52 11],[121.36363636  13.63636364] ; [56.63636364  6.36363636],0
a5,1,0.021497,5.286041,[110  25] ; [42 21],[103.63636364  31.36363636] ; [48.36363636 14.63636364],0
u3,1,0.022807,5.183127,[21  7] ; [ 8 11],[17.27659574 10.72340426] ; [11.72340426  7.27659574],0
p8,1,0.037762,4.31569,[101  34] ; [38 25],[94.77272727 40.22727273] ; [44.22727273 18.77272727],0
d1,1,0.039044,4.258959,[99 36] ; [37 26],[92.72727273 42.27272727] ; [43.27272727 19.72727273],0
a8,1,0.045203,4.011052,[ 26 103] ; [ 5 54],[ 21.2712766 107.7287234] ; [ 9.7287234 49.2712766],0
v3,1,0.047391,3.931449,[60 71] ; [18 41],[53.77894737 77.22105263] ; [24.22105263 34.77894737],0
p11,1,0.057171,3.617594,[114  21] ; [46 17],[109.09090909  25.90909091] ; [50.90909091 12.09090909],0
p10,1,0.065778,3.385353,[120  15] ; [49 13],[115.81218274  19.18781726] ; [53.18781726  8.81218274],0
n6,1,0.095483,2.779419,[123  11] ; [52 10],[119.64285714  14.35714286] ; [55.35714286  6.64285714],0
n1,1,0.120714,2.408027,[15  8] ; [5 8],[12.77777778 10.22222222] ; [7.22222222 5.77777778],0
a3,1,0.121426,2.39883,[107  27] ; [44 19],[102.7106599  31.2893401] ; [48.2893401 14.7106599],0
s6,1,0.124295,2.362348,[118  13] ; [51 11],[114.70984456  16.29015544] ; [54.29015544  7.70984456],0
b4,1,0.150063,2.071611,[71 64] ; [40 23],[75.68181818 59.31818182] ; [35.31818182 27.68181818],0
r1,1,0.151873,2.053333,[109  26] ; [56  7],[112.5  22.5] ; [52.5 10.5],0
u4,1,0.172217,1.863542,[  8 127] ; [ 1 62],[  6.13636364 128.86363636] ; [ 2.86363636 60.13636364],0
p12,1,0.180518,1.793353,[ 25 109] ; [ 7 56],[ 21.76649746 112.23350254] ; [10.23350254 52.76649746],0
p5,1,0.209333,1.576033,[ 32 103] ; [10 53],[ 28.63636364 106.36363636] ; [13.36363636 49.63636364],0
p3,1,0.235121,1.409613,[93 42] ; [38 25],[89.31818182 45.68181818] ; [41.68181818 21.31818182],0
a1,1,0.241769,1.370251,[ 13 122] ; [ 3 60],[ 10.90909091 124.09090909] ; [ 5.09090909 57.90909091],0
s5,1,0.273852,1.19735,[68 57] ; [27 32],[64.53804348 60.46195652] ; [30.46195652 28.53804348],0
a7,1,0.276775,1.182857,[92 42] ; [48 15],[95.2284264 38.7715736] ; [44.7715736 18.2284264],0
d4,1,0.27757,1.178948,[120  14] ; [53 10],[117.6751269  16.3248731] ; [55.3248731  7.6751269],0
n2,1,0.300546,1.071771,[19  5] ; [12  1],[20.10810811  3.89189189] ; [10.89189189  2.10810811],0
n3,1,0.301468,1.067688,[17  7] ; [7 6],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
b1,1,0.316727,1.002414,[66 69] ; [26 37],[62.72727273 72.27272727] ; [29.27272727 33.72727273],0
v4,1,0.317718,0.998319,[129   6] ; [58  5],[127.5   7.5] ; [59.5  3.5],0
v2,1,0.35206,0.866018,[79 52] ; [33 29],[76.02072539 54.97927461] ; [35.97927461 26.02072539],0
s4,1,0.476717,0.506365,[ 31 103] ; [17 44],[ 32.98461538 101.01538462] ; [15.01538462 45.98461538],0
u1,1,0.483352,0.49129,[ 34 101] ; [13 50],[ 32.04545455 102.95454545] ; [14.95454545 48.04545455],0
p2,1,0.49936,0.456296,[124  11] ; [56  7],[122.72727273  12.27272727] ; [57.27272727  5.72727273],0
a2,1,0.52999,0.394412,[37 98] ; [20 43],[38.86363636 96.13636364] ; [18.13636364 44.86363636],0
n5,1,0.535933,0.383129,[116  19] ; [52 11],[114.54545455  20.45454545] ; [53.45454545  9.54545455],0
a4,1,0.547869,0.361148,[70 65] ; [35 27],[71.95431472 63.04568528] ; [33.04568528 28.95431472],0
p4,1,0.628629,0.233924,[109  26] ; [49 14],[107.72727273  27.27272727] ; [50.27272727 12.72727273],0
n4,1,0.632871,0.228187,[117  18] ; [53 10],[115.90909091  19.09090909] ; [54.09090909  8.90909091],0
a6,1,0.687049,0.162299,[89 45] ; [40 23],[87.74619289 46.25380711] ; [41.25380711 21.74619289],0
r4,1,0.745429,0.105413,[126   9] ; [58  5],[125.45454545   9.54545455] ; [58.54545455  4.45454545],0
b3,1,0.769622,0.085772,[44 49] ; [16 20],[43.25581395 49.74418605] ; [16.74418605 19.25581395],0
b2,1,0.769622,0.085772,[44 49] ; [16 20],[43.25581395 49.74418605] ; [16.74418605 19.25581395],0
d2,1,0.787857,0.072412,[82 53] ; [37 26],[81.13636364 53.86363636] ; [37.86363636 25.13636364],0
p1,1,0.800647,0.063761,[ 21 113] ; [ 9 54],[ 20.40609137 113.59390863] ; [ 9.59390863 53.40609137],0
d3,1,0.834507,0.04365,[101  34] ; [48 15],[101.59090909  33.40909091] ; [47.40909091 15.59090909],0
