Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000518,12.05099,[16 25] ; [73 31],[25.16551724 15.83448276] ; [63.83448276 40.16551724],1
p6,1,0.007515,7.145529,[ 9 33] ; [47 57],[16.10958904 25.89041096] ; [39.89041096 64.10958904],0
v1,1,0.011777,6.344116,[16 25] ; [64 39],[22.77777778 18.22222222] ; [57.22222222 45.77777778],0
p3,1,0.012733,6.205825,[19 22] ; [72 33],[25.55479452 15.44520548] ; [65.44520548 39.55479452],0
p11,1,0.026042,4.953261,[31 11] ; [93 12],[35.42857143  6.57142857] ; [88.57142857 16.42857143],0
v2,1,0.030348,4.689466,[17 24] ; [62 39],[22.80985915 18.19014085] ; [56.19014085 44.80985915],0
p10,1,0.037039,4.348639,[28 13] ; [88 17],[32.57534247  8.42465753] ; [83.42465753 21.57534247],0
v3,1,0.039959,4.219617,[10 29] ; [45 56],[15.32142857 23.67857143] ; [39.67857143 61.32142857],0
a3,1,0.060636,3.519904,[24 18] ; [76 28],[28.76712329 13.23287671] ; [71.23287671 32.76712329],0
p9,1,0.075085,3.1682,[29 12] ; [88 17],[32.85616438  8.14383562] ; [84.14383562 20.85616438],0
n3,1,0.075458,3.160121,[7 4] ; [18  2],[8.87096774 2.12903226] ; [16.12903226  3.87096774],0
r4,1,0.087468,2.920375,[31 11] ; [90 15],[34.57142857  7.42857143] ; [86.42857143 18.57142857],0
r1,1,0.110698,2.544231,[27 15] ; [81 24],[30.85714286 11.14285714] ; [77.14285714 27.85714286],0
p2,1,0.116591,2.462534,[34  8] ; [94 10],[36.82191781  5.17808219] ; [91.17808219 12.82191781],0
s5,1,0.153316,2.038948,[ 3 36] ; [18 87],[ 5.6875 33.3125] ; [15.3125 89.6875],0
d4,1,0.163016,1.946021,[35  7] ; [76 29],[31.71428571 10.28571429] ; [79.28571429 25.71428571],0
s7,1,0.171434,1.870362,[ 9 31] ; [34 65],[12.37410072 27.62589928] ; [30.62589928 68.37410072],0
a5,1,0.181011,1.789301,[27 15] ; [79 26],[30.28571429 11.71428571] ; [75.71428571 29.28571429],0
s8,1,0.19371,1.689174,[ 8 34] ; [31 74],[11.14285714 30.85714286] ; [27.85714286 77.14285714],0
p5,1,0.215737,1.532506,[ 2 39] ; [12 91],[ 3.98611111 37.01388889] ; [10.01388889 92.98611111],0
u3,1,0.277663,1.178491,[11  7] ; [13 16],[9.19148936 8.80851064] ; [14.80851064 14.19148936],0
n1,1,0.27894,1.172249,[3 8] ; [ 9 10],[4.4 6.6] ; [ 7.6 11.4],0
a4,1,0.431536,0.618687,[21 21] ; [45 60],[18.85714286 23.14285714] ; [47.14285714 57.85714286],0
d5,1,0.531906,0.39075,[34  8] ; [80 25],[32.57142857  9.42857143] ; [81.42857143 23.57142857],0
s4,1,0.534263,0.386277,[ 2 40] ; [ 8 97],[ 2.85714286 39.14285714] ; [ 7.14285714 97.85714286],0
a6,1,0.538436,0.378447,[27 15] ; [73 32],[28.57142857 13.42857143] ; [71.42857143 33.57142857],0
n4,1,0.547852,0.361179,[30 12] ; [80 25],[31.42857143 10.57142857] ; [78.57142857 26.42857143],0
d2,1,0.56348,0.333715,[17 25] ; [48 57],[18.57142857 23.42857143] ; [46.42857143 58.57142857],0
a7,1,0.63649,0.223362,[32 10] ; [76 29],[30.85714286 11.14285714] ; [77.14285714 27.85714286],0
v4,1,0.66344,0.189372,[40  2] ; [98  7],[39.42857143  2.57142857] ; [98.57142857  6.42857143],0
b4,1,0.67525,0.175522,[24 18] ; [56 49],[22.85714286 19.14285714] ; [57.14285714 47.85714286],0
a2,1,0.701261,0.147164,[ 8 34] ; [23 82],[ 8.85714286 33.14285714] ; [22.14285714 82.85714286],0
b5,1,0.712178,0.136111,[23 19] ; [61 44],[24. 18.] ; [60. 45.],0
s2,1,0.712268,0.136023,[ 9 32] ; [20 84],[ 8.2 32.8] ; [20.8 83.2],0
u2,1,0.712774,0.135522,[ 8 10] ; [14 14],[8.60869565 9.39130435] ; [13.39130435 14.60869565],0
d1,1,0.753357,0.098731,[22 20] ; [58 47],[22.85714286 19.14285714] ; [57.14285714 47.85714286],0
u1,1,0.755813,0.096711,[ 6 36] ; [13 92],[ 5.42857143 36.57142857] ; [13.57142857 91.42857143],0
n2,1,0.770335,0.085227,[7 3] ; [15  5],[7.33333333 2.66666667] ; [14.66666667  5.33333333],0
n5,1,0.77121,0.084561,[31 11] ; [75 30],[30.28571429 11.71428571] ; [75.71428571 29.28571429],0
r2,1,0.779422,0.07844,[36  5] ; [93 11],[36.47586207  4.52413793] ; [92.52413793 11.47586207],0
s3,1,0.78283,0.075974,[11 30] ; [30 73],[11.67361111 29.32638889] ; [29.32638889 73.67361111],0
d3,1,0.783109,0.075773,[27 15] ; [70 35],[27.71428571 14.28571429] ; [69.28571429 35.71428571],0
n6,1,0.80355,0.061879,[34  8] ; [86 18],[34.52054795  7.47945205] ; [85.47945205 18.52054795],0
p1,1,0.86318,0.029697,[ 4 38] ; [11 94],[ 4.28571429 37.71428571] ; [10.71428571 94.28571429],0
r3,1,0.86318,0.029697,[38  4] ; [94 11],[37.71428571  4.28571429] ; [94.28571429 10.71428571],0
a1,1,0.872637,0.025699,[ 1 41] ; [  3 102],[ 1.14285714 40.85714286] ; [  2.85714286 102.14285714],0
a8,1,0.891056,0.01876,[ 4 33] ; [ 9 81],[ 3.78740157 33.21259843] ; [ 9.21259843 80.78740157],0
b1,1,0.915877,0.011157,[18 24] ; [44 61],[17.71428571 24.28571429] ; [44.28571429 60.71428571],0
b2,1,0.961426,0.002339,[11 15] ; [30 40],[11.10416667 14.89583333] ; [29.89583333 40.10416667],0
b3,1,0.961426,0.002339,[11 15] ; [30 40],[11.10416667 14.89583333] ; [29.89583333 40.10416667],0
s1,1,0.990647,0.000137,[ 2 40] ; [ 5 99],[ 2.01369863 39.98630137] ; [ 4.98630137 99.01369863],0
p12,1,1.0,0.0,[ 2 40] ; [  5 100],[ 2. 40.] ; [  5. 100.],0
