Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004975,7.888638,[4 1] ; [ 5 22],[1.40625 3.59375] ; [ 7.59375 19.40625],0
v3,1,0.010091,6.618803,[3 2] ; [ 3 24],[0.9375 4.0625] ; [ 5.0625 21.9375],0
r4,1,0.010458,6.555152,[4 1] ; [ 6 21],[1.5625 3.4375] ; [ 8.4375 18.5625],0
a8,1,0.010538,6.541677,[2 3] ; [ 1 26],[0.46875 4.53125] ; [ 2.53125 24.46875],0
p8,1,0.012008,6.309692,[3 2] ; [ 3 23],[0.96774194 4.03225806] ; [ 5.03225806 20.96774194],0
a7,1,0.032595,4.566914,[4 1] ; [ 8 19],[1.875 3.125] ; [10.125 16.875],0
d5,1,0.050981,3.808907,[4 1] ; [ 9 18],[2.03125 2.96875] ; [10.96875 16.03125],0
p11,1,0.050981,3.808907,[4 1] ; [ 9 18],[2.03125 2.96875] ; [10.96875 16.03125],0
v2,1,0.095757,2.774825,[3 2] ; [ 6 20],[1.4516129 3.5483871] ; [ 7.5483871 18.4516129],0
p4,1,0.102216,2.670617,[2 3] ; [ 3 24],[0.78125 4.21875] ; [ 4.21875 22.78125],0
p12,1,0.16673,1.912099,[1 4] ; [ 1 26],[0.3125 4.6875] ; [ 1.6875 25.3125],0
u2,1,0.179712,1.8,[1 1] ; [ 2 14],[0.33333333 1.66666667] ; [ 2.66666667 13.33333333],0
a4,1,0.185061,1.756505,[2 3] ; [ 4 23],[0.9375 4.0625] ; [ 5.0625 21.9375],0
r1,1,0.189059,1.724932,[3 2] ; [ 8 19],[1.71875 3.28125] ; [ 9.28125 17.71875],0
p10,1,0.210909,1.565175,[3 2] ; [ 8 18],[1.77419355 3.22580645] ; [ 9.22580645 16.77419355],0
p9,1,0.210909,1.565175,[3 2] ; [ 8 18],[1.77419355 3.22580645] ; [ 9.22580645 16.77419355],0
a6,1,0.257899,1.28,[3 2] ; [ 9 18],[1.875 3.125] ; [10.125 16.875],0
p7,1,0.285836,1.139132,[2 3] ; [ 5 22],[1.09375 3.90625] ; [ 5.90625 21.09375],0
s3,1,0.285871,1.138968,[3 2] ; [ 9 17],[1.93548387 3.06451613] ; [10.06451613 15.93548387],0
d4,1,0.306644,1.045074,[4 1] ; [15 12],[2.96875 2.03125] ; [16.03125 10.96875],0
d2,1,0.336888,0.922237,[3 2] ; [10 17],[2.03125 2.96875] ; [10.96875 16.03125],0
d3,1,0.336888,0.922237,[3 2] ; [10 17],[2.03125 2.96875] ; [10.96875 16.03125],0
n4,1,0.378884,0.774321,[4 1] ; [16 11],[3.125 1.875] ; [16.875 10.125],0
n5,1,0.378884,0.774321,[4 1] ; [16 11],[3.125 1.875] ; [16.875 10.125],0
a3,1,0.425213,0.635861,[3 2] ; [11 16],[2.1875 2.8125] ; [11.8125 15.1875],0
d1,1,0.520257,0.413383,[2 3] ; [ 7 20],[1.40625 3.59375] ; [ 7.59375 19.40625],0
b1,1,0.522003,0.409935,[3 2] ; [12 15],[2.34375 2.65625] ; [12.65625 14.34375],0
s1,1,0.580912,0.304762,[1 4] ; [ 3 24],[0.625 4.375] ; [ 3.375 23.625],0
p3,1,0.580912,0.304762,[1 4] ; [ 3 24],[0.625 4.375] ; [ 3.375 23.625],0
s7,1,0.60524,0.267165,[1 3] ; [ 4 23],[0.64516129 3.35483871] ; [ 4.35483871 22.64516129],0
p6,1,0.60524,0.267165,[1 4] ; [ 3 23],[0.64516129 4.35483871] ; [ 3.35483871 22.64516129],0
b5,1,0.626354,0.237037,[2 3] ; [14 13],[2.5 2.5] ; [13.5 13.5],0
s4,1,0.769279,0.086036,[1 4] ; [ 4 23],[0.78125 4.21875] ; [ 4.21875 22.78125],0
p2,1,0.899963,0.015802,[2 3] ; [10 17],[1.875 3.125] ; [10.125 16.875],0
s2,1,0.912084,0.01219,[1 4] ; [ 6 21],[1.09375 3.90625] ; [ 5.90625 21.09375],0
v1,1,0.912084,0.01219,[1 4] ; [ 6 21],[1.09375 3.90625] ; [ 5.90625 21.09375],0
b4,1,0.975287,0.00096,[3 2] ; [16 11],[2.96875 2.03125] ; [16.03125 10.96875],0
r2,1,0.975287,0.00096,[3 2] ; [16 11],[2.96875 2.03125] ; [16.03125 10.96875],0
