Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.7313,[50 32] ; [10 41],[36.9924812 45.0075188] ; [23.0075188 27.9924812],1
v4,1,1.4e-05,18.849499,[76  8] ; [30 21],[65.95555556 18.04444444] ; [40.04444444 10.95555556],1
r4,1,2.2e-05,17.989263,[65 19] ; [21 30],[53.51111111 30.48888889] ; [32.48888889 18.51111111],1
r3,1,6e-05,16.109867,[68 15] ; [25 26],[57.60447761 25.39552239] ; [35.39552239 15.60447761],1
p4,1,0.00035,12.779298,[42 41] ; [10 41],[32.20895522 50.79104478] ; [19.79104478 31.20895522],1
s8,1,0.000408,12.495339,[29 54] ; [ 4 47],[20.44029851 62.55970149] ; [12.55970149 38.44029851],1
n5,1,0.00081,11.217746,[62 22] ; [23 28],[52.88888889 31.11111111] ; [32.11111111 18.88888889],1
s7,1,0.002318,9.279148,[34 44] ; [ 8 39],[26.208 51.792] ; [15.792 31.208],0
p2,1,0.002798,8.934727,[56 27] ; [21 30],[47.69402985 35.30597015] ; [29.30597015 21.69402985],0
p8,1,0.002981,8.819182,[32 52] ; [ 7 43],[24.44776119 59.55223881] ; [14.55223881 35.44776119],0
p7,1,0.004115,8.232529,[42 41] ; [13 38],[34.06716418 48.93283582] ; [20.93283582 30.06716418],0
s2,1,0.011824,6.337142,[36 48] ; [11 40],[29.24444444 54.75555556] ; [17.75555556 33.24444444],0
b5,1,0.013687,6.078027,[59 25] ; [25 26],[52.26666667 31.73333333] ; [31.73333333 19.26666667],0
p6,1,0.019268,5.477064,[22 61] ; [ 5 46],[16.7238806 66.2761194] ; [10.2761194 40.7238806],0
p5,1,0.028236,4.813608,[11 72] ; [ 1 49],[ 7.4887218 75.5112782] ; [ 4.5112782 45.4887218],0
a1,1,0.030584,4.676163,[ 4 80] ; [ 8 43],[ 7.46666667 76.53333333] ; [ 4.53333333 46.46666667],0
n4,1,0.033939,4.497775,[56 27] ; [25 26],[50.17164179 32.82835821] ; [30.82835821 20.17164179],0
d5,1,0.03781,4.313543,[61 22] ; [28 22],[55.54135338 27.45864662] ; [33.45864662 16.54135338],0
u1,1,0.038345,4.289653,[13 71] ; [ 2 49],[ 9.33333333 74.66666667] ; [ 5.66666667 45.33333333],0
n2,1,0.056316,3.6427,[26 11] ; [11 13],[22.44262295 14.55737705] ; [14.55737705  9.44262295],0
p9,1,0.068061,3.329185,[47 32] ; [22 29],[41.93076923 37.06923077] ; [27.06923077 23.93076923],0
p10,1,0.069892,3.285562,[40 41] ; [17 34],[34.97727273 46.02272727] ; [22.02272727 28.97727273],0
d1,1,0.078213,3.101649,[41 43] ; [17 34],[36.08888889 47.91111111] ; [21.91111111 29.08888889],0
s5,1,0.108973,2.569057,[23 57] ; [ 8 41],[19.2248062 60.7751938] ; [11.7751938 37.2248062],0
r1,1,0.118985,2.430631,[53 29] ; [26 25],[48.70676692 33.29323308] ; [30.29323308 20.70676692],0
d3,1,0.124684,2.357478,[52 31] ; [24 25],[47.78787879 35.21212121] ; [28.21212121 20.78787879],0
s1,1,0.135454,2.228858,[ 5 77] ; [ 7 44],[ 7.39849624 74.60150376] ; [ 4.60150376 46.39849624],0
a6,1,0.138588,2.193567,[41 43] ; [31 19],[45.13432836 38.86567164] ; [26.86567164 23.13432836],0
p3,1,0.155802,2.014507,[31 52] ; [13 38],[27.25373134 55.74626866] ; [16.74626866 34.25373134],0
r2,1,0.199178,1.64839,[71 11] ; [39 11],[68.33333333 13.66666667] ; [41.66666667  8.33333333],0
a5,1,0.202494,1.624292,[49 35] ; [24 27],[45.42222222 38.57777778] ; [27.57777778 23.42222222],0
b4,1,0.258584,1.276323,[41 43] ; [30 21],[44.17777778 39.82222222] ; [26.82222222 24.17777778],0
v1,1,0.314614,1.011208,[28 55] ; [13 38],[25.39552239 57.60447761] ; [15.60447761 35.39552239],0
b1,1,0.315587,1.00715,[47 37] ; [33 18],[49.77777778 34.22222222] ; [30.22222222 20.77777778],0
s4,1,0.328892,0.953256,[19 65] ; [ 8 43],[16.8 67.2] ; [10.2 40.8],0
a4,1,0.370124,0.803249,[29 53] ; [22 29],[31.44360902 50.55639098] ; [19.55639098 31.44360902],0
u2,1,0.395689,0.721389,[11 22] ; [ 9 11],[12.45283019 20.54716981] ; [ 7.54716981 12.45283019],0
n1,1,0.400099,0.708029,[17 18] ; [ 9 15],[15.42372881 19.57627119] ; [10.57627119 13.42372881],0
d4,1,0.454385,0.559691,[59 25] ; [32 18],[57.04477612 26.95522388] ; [33.95522388 16.04477612],0
s3,1,0.487538,0.481956,[40 43] ; [21 29],[38.06766917 44.93233083] ; [22.93233083 27.06766917],0
a7,1,0.520574,0.412755,[55 28] ; [31 20],[53.26865672 29.73134328] ; [32.73134328 18.26865672],0
p1,1,0.706491,0.141807,[10 74] ; [ 5 46],[ 9.33333333 74.66666667] ; [ 5.66666667 45.33333333],0
a2,1,0.74056,0.109635,[13 71] ; [ 9 42],[13.68888889 70.31111111] ; [ 8.31111111 42.68888889],0
a8,1,0.756812,0.095895,[ 9 69] ; [ 5 46],[ 8.46511628 69.53488372] ; [ 5.53488372 45.46511628],0
v3,1,0.757033,0.095715,[18 66] ; [ 9 38],[17.3129771 66.6870229] ; [ 9.6870229 37.3129771],0
n3,1,0.777447,0.07989,[21 15] ; [12 10],[20.48275862 15.51724138] ; [12.51724138  9.48275862],0
u3,1,0.854487,0.033634,[14 19] ; [ 9 11],[14.32075472 18.67924528] ; [ 8.67924528 11.32075472],0
d2,1,0.911912,0.012238,[39 44] ; [23 27],[38.69172932 44.30827068] ; [23.30827068 26.69172932],0
b2,1,0.958041,0.002768,[14 30] ; [10 22],[13.89473684 30.10526316] ; [10.10526316 21.89473684],0
b3,1,0.958041,0.002768,[14 30] ; [10 22],[13.89473684 30.10526316] ; [10.10526316 21.89473684],0
a3,1,0.9752,0.000966,[50 31] ; [31 19],[50.08396947 30.91603053] ; [30.91603053 19.08396947],0
