Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.3e-05,18.947353,[25 10] ; [ 3 20],[16.89655172 18.10344828] ; [11.10344828 11.89655172],1
b5,1,0.003354,8.604249,[25 11] ; [ 7 16],[19.52542373 16.47457627] ; [12.47457627 10.52542373],0
n2,1,0.005625,7.666711,[11  1] ; [5 8],[7.68 4.32] ; [8.32 4.68],0
p2,1,0.014526,5.973093,[23 11] ; [ 8 15],[18.49122807 15.50877193] ; [12.50877193 10.49122807],0
v1,1,0.021305,5.301666,[16 18] ; [ 4 19],[11.92982456 22.07017544] ; [ 8.07017544 14.92982456],0
r3,1,0.047681,3.921203,[25 11] ; [10 13],[21.3559322 14.6440678] ; [13.6440678  9.3559322],0
s2,1,0.051624,3.787915,[15 21] ; [ 4 19],[11.59322034 24.40677966] ; [ 7.40677966 15.59322034],0
d2,1,0.062647,3.465897,[13 23] ; [14  9],[16.47457627 19.52542373] ; [10.52542373 12.47457627],0
v4,1,0.083074,3.003714,[26  9] ; [12 11],[22.93103448 12.06896552] ; [15.06896552  7.93103448],0
r2,1,0.086204,2.943866,[26  8] ; [12 10],[23.07142857 10.92857143] ; [14.92857143  7.07142857],0
n3,1,0.114324,2.493401,[10  2] ; [7 6],[8.16 3.84] ; [8.84 4.16],0
p11,1,0.119138,2.428616,[20 16] ; [ 8 15],[17.08474576 18.91525424] ; [10.91525424 12.08474576],0
a3,1,0.123532,2.371962,[23 13] ; [10 13],[20.13559322 15.86440678] ; [12.86440678 10.13559322],0
p3,1,0.128713,2.307963,[11 24] ; [ 3 19],[ 8.59649123 26.40350877] ; [ 5.40350877 16.59649123],0
a7,1,0.150162,2.070602,[21 15] ; [ 9 14],[18.30508475 17.69491525] ; [11.69491525 11.30508475],0
s6,1,0.154986,2.022481,[16 20] ; [ 6 17],[13.42372881 22.57627119] ; [ 8.57627119 14.42372881],0
r4,1,0.179157,1.804601,[12 24] ; [ 4 19],[ 9.76271186 26.23728814] ; [ 6.23728814 16.76271186],0
s5,1,0.18342,1.769693,[ 8 27] ; [ 2 20],[ 6.14035088 28.85964912] ; [ 3.85964912 18.14035088],0
u3,1,0.239317,1.384615,[8 5] ; [5 8],[6.5 6.5] ; [6.5 6.5],0
b3,1,0.249745,1.324728,[ 6 17] ; [7 9],[ 7.66666667 15.33333333] ; [ 5.33333333 10.66666667],0
b2,1,0.249745,1.324728,[ 6 17] ; [7 9],[ 7.66666667 15.33333333] ; [ 5.33333333 10.66666667],0
d4,1,0.265618,1.239235,[24 12] ; [12 11],[21.96610169 14.03389831] ; [14.03389831  8.96610169],0
p4,1,0.275491,1.189199,[14 21] ; [ 6 17],[12.06896552 22.93103448] ; [ 7.93103448 15.06896552],0
n1,1,0.292053,1.110135,[7 5] ; [4 7],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
s1,1,0.292173,1.109581,[ 1 35] ; [ 2 20],[ 1.86206897 34.13793103] ; [ 1.13793103 20.86206897],0
b1,1,0.31197,1.022319,[25 11] ; [13 10],[23.18644068 12.81355932] ; [14.81355932  8.18644068],0
a6,1,0.345651,0.889359,[19 17] ; [15  8],[20.74576271 15.25423729] ; [13.25423729  9.74576271],0
a4,1,0.362722,0.828445,[10 26] ; [ 9 14],[11.59322034 24.40677966] ; [ 7.40677966 15.59322034],0
s7,1,0.448362,0.57479,[12 24] ; [ 5 16],[10.73684211 25.26315789] ; [ 6.26315789 14.73684211],0
d5,1,0.461232,0.542903,[20 16] ; [15  8],[21.3559322 14.6440678] ; [13.6440678  9.3559322],0
s8,1,0.49164,0.472935,[ 9 27] ; [ 4 19],[ 7.93220339 28.06779661] ; [ 5.06779661 17.93220339],0
d1,1,0.497383,0.460515,[11 25] ; [ 9 14],[12.20338983 23.79661017] ; [ 7.79661017 15.20338983],0
v2,1,0.509108,0.435901,[12 23] ; [ 6 17],[10.86206897 24.13793103] ; [ 7.13793103 15.86206897],0
a2,1,0.547421,0.361957,[ 5 31] ; [ 2 21],[ 4.27118644 31.72881356] ; [ 2.72881356 20.27118644],0
s3,1,0.639003,0.220049,[17 19] ; [ 9 13],[16.13793103 19.86206897] ; [ 9.86206897 12.13793103],0
s4,1,0.733614,0.115819,[ 8 28] ; [ 6 17],[ 8.54237288 27.45762712] ; [ 5.45762712 17.54237288],0
p6,1,0.752044,0.099822,[ 9 25] ; [ 5 17],[ 8.5 25.5] ; [ 5.5 16.5],0
v3,1,0.785023,0.074409,[ 5 29] ; [ 4 19],[ 5.36842105 28.63157895] ; [ 3.63157895 19.36842105],0
p7,1,0.79003,0.0709,[16 18] ; [10 13],[15.50877193 18.49122807] ; [10.49122807 12.50877193],0
d3,1,0.866973,0.028058,[16 19] ; [10 13],[15.68965517 19.31034483] ; [10.31034483 12.68965517],0
a1,1,0.926295,0.008558,[ 5 31] ; [ 3 20],[ 4.88135593 31.11864407] ; [ 3.11864407 19.88135593],0
p1,1,0.926295,0.008558,[ 5 31] ; [ 3 20],[ 4.88135593 31.11864407] ; [ 3.11864407 19.88135593],0
n4,1,0.941882,0.005315,[16 20] ; [10 13],[15.86440678 20.13559322] ; [10.13559322 12.86440678],0
p8,1,0.944642,0.004821,[ 8 26] ; [ 5 17],[ 7.89285714 26.10714286] ; [ 5.10714286 16.89285714],0
a5,1,0.963866,0.002052,[17 19] ; [11 12],[17.08474576 18.91525424] ; [10.91525424 12.08474576],0
b4,1,0.963866,0.002052,[17 19] ; [11 12],[17.08474576 18.91525424] ; [10.91525424 12.08474576],0
n5,1,0.963866,0.002052,[19 17] ; [12 11],[18.91525424 17.08474576] ; [12.08474576 10.91525424],0
u2,1,1.0,0.0,[7 6] ; [7 6],[7. 6.] ; [7. 6.],0
