Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,37.552002,[ 3 67] ; [17 12],[14.14141414 55.85858586] ; [ 5.85858586 23.14141414],1
s3,1,0.000156,14.299671,[17 51] ; [19 10],[25.2371134 42.7628866] ; [10.7628866 18.2371134],1
s6,1,0.000195,13.879329,[18 52] ; [19 10],[26.16161616 43.83838384] ; [10.83838384 18.16161616],1
s2,1,0.000592,11.80197,[16 54] ; [17 12],[23.33333333 46.66666667] ; [ 9.66666667 19.33333333],1
p11,1,0.001102,10.648578,[33 37] ; [24  5],[40.3030303 29.6969697] ; [16.6969697 12.3030303],0
p6,1,0.00123,10.444593,[ 7 59] ; [11 17],[12.63829787 53.36170213] ; [ 5.36170213 22.63829787],0
u3,1,0.005832,7.601351,[ 9 28] ; [6 2],[12.33333333 24.66666667] ; [2.66666667 5.33333333],0
s4,1,0.008816,6.859741,[10 60] ; [11 18],[14.84848485 55.15151515] ; [ 6.15151515 22.84848485],0
d4,1,0.010903,6.480982,[39 31] ; [24  5],[44.54545455 25.45454545] ; [18.45454545 10.54545455],0
a5,1,0.012631,6.22009,[29 41] ; [20  9],[34.64646465 35.35353535] ; [14.35353535 14.64646465],0
a3,1,0.018229,5.573988,[32 37] ; [21  8],[37.31632653 31.68367347] ; [15.68367347 13.31632653],0
p2,1,0.021912,5.25279,[34 33] ; [22  7],[39.08333333 27.91666667] ; [16.91666667 12.08333333],0
n2,1,0.034483,4.470577,[14 14] ; [11  2],[17.07317073 10.92682927] ; [7.92682927 5.07317073],0
p4,1,0.06441,3.420018,[22 47] ; [15 14],[26.05102041 42.94897959] ; [10.94897959 18.05102041],0
p10,1,0.071188,3.255411,[29 37] ; [18 10],[33. 33.] ; [14. 14.],0
d5,1,0.0722,3.232275,[37 33] ; [21  8],[41.01010101 28.98989899] ; [16.98989899 12.01010101],0
p9,1,0.080231,3.060225,[38 30] ; [21  7],[41.79166667 26.20833333] ; [17.20833333 10.79166667],0
s5,1,0.080402,3.056754,[ 7 63] ; [ 6 19],[ 9.57894737 60.42105263] ; [ 3.42105263 21.57894737],0
r3,1,0.084067,2.984466,[37 32] ; [21  8],[40.83673469 28.16326531] ; [17.16326531 11.83673469],0
a6,1,0.107262,2.594105,[31 39] ; [18 11],[34.64646465 35.35353535] ; [14.35353535 14.64646465],0
u2,1,0.111711,2.529845,[12 25] ; [5 3],[13.97777778 23.02222222] ; [3.02222222 4.97777778],0
v4,1,0.115691,2.474709,[40 29] ; [21  7],[43.39175258 25.60824742] ; [17.60824742 10.39175258],0
p3,1,0.145837,2.115258,[18 50] ; [12 17],[21.03092784 46.96907216] ; [ 8.96907216 20.03092784],0
a1,1,0.157402,1.999014,[ 9 61] ; [ 1 28],[ 7.07070707 62.92929293] ; [ 2.92929293 26.07070707],0
r2,1,0.160114,1.973149,[37 31] ; [17  7],[39.91304348 28.08695652] ; [14.08695652  9.91304348],0
