Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,130.386968,[301  49] ; [ 57 101],[246.65354331 103.34645669] ; [111.34645669  46.65354331],1
n6,1,0.0,37.004152,[306  43] ; [102  56],[280.85207101  68.14792899] ; [127.14792899  30.85207101],1
p10,1,0.0,26.607074,[278  66] ; [92 64],[254.56  89.44] ; [115.44  40.56],1
p9,1,7e-06,20.148942,[284  57] ; [101  54],[264.6875  76.3125] ; [120.3125  34.6875],1
p11,1,4.2e-05,16.767981,[281  69] ; [100  58],[262.5  87.5] ; [118.5  39.5],1
a8,1,0.000219,13.658539,[ 45 273] ; [  4 141],[ 33.65442765 284.34557235] ; [ 15.34557235 129.65442765],1
v1,1,0.00023,13.571157,[176 167] ; [ 52 103],[157.03614458 185.96385542] ; [70.96385542 84.03614458],1
p4,1,0.000568,11.879414,[195 151] ; [62 94],[177.13545817 168.86454183] ; [79.86454183 76.13545817],1
a4,1,0.002096,9.463536,[158 189] ; [ 49 109],[142.23564356 204.76435644] ; [64.76435644 93.23564356],0
s6,1,0.002223,9.355772,[193 149] ; [65 91],[177.18072289 164.81927711] ; [80.81927711 75.18072289],0
a2,1,0.002873,8.8865,[ 82 268] ; [ 19 139],[ 69.58661417 280.41338583] ; [ 31.41338583 126.58661417],0
u1,1,0.003374,8.593226,[ 55 295] ; [ 10 148],[ 44.78346457 305.21653543] ; [ 20.21653543 137.78346457],0
a5,1,0.014506,5.975447,[242 107] ; [92 66],[229.91321499 119.08678501] ; [104.08678501  53.91321499],0
v3,1,0.015723,5.833561,[124 216] ; [ 38 112],[112.40816327 227.59183673] ; [ 49.59183673 100.40816327],0
n2,1,0.017208,5.675064,[66 14] ; [32 18],[60.30769231 19.69230769] ; [37.69230769 12.30769231],0
d2,1,0.022694,5.191812,[151 195] ; [ 52 106],[139.36111111 206.63888889] ; [63.63888889 94.36111111],0
p2,1,0.024206,5.079797,[288  59] ; [116  40],[278.70377734  68.29622266] ; [125.29622266  30.70377734],0
r4,1,0.025529,4.987637,[313  37] ; [130  28],[305.21653543  44.78346457] ; [137.78346457  20.21653543],0
p3,1,0.026485,4.924072,[154 192] ; [ 53 103],[142.67330677 203.32669323] ; [64.32669323 91.67330677],0
p5,1,0.026869,4.899221,[ 33 314] ; [  6 151],[ 26.85119048 320.14880952] ; [ 12.14880952 144.85119048],0
p6,1,0.041612,4.15091,[105 238] ; [ 33 119],[ 95.62424242 247.37575758] ; [ 42.37575758 109.62424242],0
p7,1,0.042237,4.125679,[205 133] ; [80 77],[194.60606061 143.39393939] ; [90.39393939 66.60606061],0
p8,1,0.05312,3.740145,[170 172] ; [63 93],[160.01204819 181.98795181] ; [72.98795181 83.01204819],0
n1,1,0.060895,3.512838,[29 49] ; [11 40],[24.18604651 53.81395349] ; [15.81395349 35.18604651],0
s7,1,0.065906,3.382144,[ 92 240] ; [ 30 121],[ 83.85921325 248.14078675] ; [ 38.14078675 112.85921325],0
a3,1,0.084055,2.984695,[231 116] ; [92 65],[222.38293651 124.61706349] ; [100.61706349  56.38293651],0
b3,1,0.106717,2.602185,[ 65 129] ; [17 56],[ 59.58052434 134.41947566] ; [22.41947566 50.58052434],0
