Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,34.386686,[ 8 16] ; [87 11],[18.68852459  5.31147541] ; [76.31147541 21.68852459],1
r3,1,0.0,30.52846,[ 7 16] ; [84 14],[17.29752066  5.70247934] ; [73.70247934 24.29752066],1
p9,1,3.8e-05,16.983312,[ 8 16] ; [74 22],[16.4  7.6] ; [65.6 30.4],1
p11,1,0.00012,14.790813,[ 7 17] ; [70 28],[15.14754098  8.85245902] ; [61.85245902 36.14754098],1
p2,1,0.000208,13.75711,[ 8 16] ; [72 26],[15.73770492  8.26229508] ; [64.26229508 33.73770492],1
n6,1,0.000269,13.271882,[ 8 15] ; [73 25],[15.39669421  7.60330579] ; [65.60330579 32.39669421],1
s6,1,0.000608,11.751012,[ 4 20] ; [53 42],[11.49579832 12.50420168] ; [45.50420168 49.49579832],1
u3,1,0.00215,9.416482,[ 1 13] ; [28 25],[6.05970149 7.94029851] ; [22.94029851 30.05970149],0
p10,1,0.002869,8.888889,[ 8 16] ; [64 32],[14.4  9.6] ; [57.6 38.4],0
n2,1,0.004095,8.241372,[5 8] ; [24  5],[8.97619048 4.02380952] ; [20.02380952  8.97619048],0
r1,1,0.008251,6.978205,[ 7 17] ; [58 40],[12.78688525 11.21311475] ; [52.21311475 45.78688525],0
s5,1,0.01447,5.979839,[ 1 23] ; [26 68],[ 5.49152542 18.50847458] ; [21.50847458 72.49152542],0
s1,1,0.025422,4.994888,[ 5 19] ; [ 6 91],[ 2.18181818 21.81818182] ; [ 8.81818182 88.18181818],0
u2,1,0.025676,4.977678,[ 2 12] ; [25 28],[5.64179104 8.35820896] ; [21.35820896 31.64179104],0
p4,1,0.025836,4.966945,[ 5 19] ; [44 52],[ 9.8 14.2] ; [39.2 56.8],0
a7,1,0.028655,4.788228,[ 7 17] ; [53 45],[11.80327869 12.19672131] ; [48.19672131 49.80327869],0
s3,1,0.031791,4.609756,[ 7 17] ; [51 44],[11.69747899 12.30252101] ; [46.30252101 48.69747899],0
s8,1,0.045087,4.015395,[ 2 22] ; [27 70],[ 5.75206612 18.24793388] ; [23.24793388 73.75206612],0
a1,1,0.052072,3.773457,[ 4 20] ; [ 5 93],[ 1.7704918 22.2295082] ; [ 7.2295082 90.7704918],0
p8,1,0.063614,3.44056,[ 5 18] ; [41 55],[ 8.8907563 14.1092437] ; [37.1092437 58.8907563],0
s7,1,0.070384,3.274052,[ 4 19] ; [35 59],[ 7.66666667 15.33333333] ; [31.33333333 62.66666667],0
