Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,3e-06,21.608064,[50 16] ; [28 48],[36.25352113 29.74647887] ; [41.74647887 34.25352113],1
a6,1,5e-06,20.787662,[53 13] ; [33 44],[39.69230769 26.30769231] ; [46.30769231 30.69230769],1
a4,1,1.1e-05,19.360827,[28 38] ; [ 8 69],[16.61538462 49.38461538] ; [19.38461538 57.61538462],1
d1,1,0.000121,14.773795,[39 27] ; [21 56],[27.69230769 38.30769231] ; [32.30769231 44.69230769],1
d5,1,0.000336,12.857362,[55 11] ; [42 34],[45.08450704 20.91549296] ; [51.91549296 24.08450704],1
v1,1,0.001552,10.016343,[34 31] ; [20 56],[24.89361702 40.10638298] ; [29.10638298 46.89361702],0
d2,1,0.001676,9.874556,[31 35] ; [17 60],[22.15384615 43.84615385] ; [25.84615385 51.15384615],0
v2,1,0.003893,8.332841,[34 27] ; [23 51],[25.75555556 35.24444444] ; [31.24444444 42.75555556],0
d4,1,0.007314,7.194198,[57  9] ; [51 25],[50.1971831 15.8028169] ; [57.8028169 18.1971831],0
s6,1,0.007416,7.169359,[39 26] ; [28 47],[31.10714286 33.89285714] ; [35.89285714 39.10714286],0
r4,1,0.029983,4.710274,[55 11] ; [52 25],[49.38461538 16.61538462] ; [57.61538462 19.38461538],0
r3,1,0.043169,4.088758,[62  4] ; [63 13],[58.09859155  7.90140845] ; [66.90140845  9.09859155],0
p11,1,0.063368,3.44697,[46 20] ; [42 35],[40.61538462 25.38461538] ; [47.38461538 29.61538462],0
p10,1,0.066037,3.378868,[47 19] ; [41 32],[41.78417266 24.21582734] ; [46.21582734 26.78417266],0
v4,1,0.067821,3.334988,[61  4] ; [63 12],[57.57142857  7.42857143] ; [66.42857143  8.57142857],0
d3,1,0.077396,3.118754,[44 22] ; [39 36],[38.85106383 27.14893617] ; [44.14893617 30.85106383],0
n6,1,0.088482,2.90177,[46 20] ; [43 34],[41.07692308 24.92307692] ; [47.92307692 29.07692308],0
p9,1,0.097932,2.73891,[51 14] ; [48 25],[46.63043478 18.36956522] ; [52.36956522 20.63043478],0
n2,1,0.107967,2.583732,[22  8] ; [16 14],[19. 11.] ; [19. 11.],0
r1,1,0.111984,2.525997,[47 19] ; [45 32],[42.46153846 23.53846154] ; [49.53846154 27.46153846],0
p3,1,0.112451,2.519436,[14 51] ; [ 9 68],[10.52816901 54.47183099] ; [12.47183099 64.52816901],0
u1,1,0.116769,2.460132,[ 7 59] ; [ 3 74],[ 4.61538462 61.38461538] ; [ 5.38461538 71.61538462],0
p6,1,0.163655,1.940128,[ 6 58] ; [13 61],[ 8.8115942 55.1884058] ; [10.1884058 63.8115942],0
b3,1,0.171321,1.871345,[12 20] ; [ 7 25],[ 9.5 22.5] ; [ 9.5 22.5],0
b2,1,0.171321,1.871345,[12 20] ; [ 7 25],[ 9.5 22.5] ; [ 9.5 22.5],0
s8,1,0.176573,1.82623,[18 47] ; [14 63],[14.64788732 50.35211268] ; [17.35211268 59.64788732],0
s1,1,0.226821,1.460683,[ 1 65] ; [ 4 72],[ 2.32394366 63.67605634] ; [ 2.67605634 73.32394366],0
a7,1,0.291735,1.111597,[48 18] ; [49 27],[45.08450704 20.91549296] ; [51.91549296 24.08450704],0
s5,1,0.304612,1.053895,[18 45] ; [16 60],[15.41007194 47.58992806] ; [18.58992806 57.41007194],0
n3,1,0.365462,0.819035,[16 13] ; [20 10],[17.69491525 11.30508475] ; [18.30508475 11.69491525],0
p8,1,0.38115,0.766989,[23 43] ; [21 54],[20.59574468 45.40425532] ; [23.40425532 51.59574468],0
u3,1,0.429909,0.62307,[7 9] ; [27 22],[8.36923077 7.63076923] ; [25.63076923 23.36923077],0
b4,1,0.432792,0.615318,[36 30] ; [47 30],[38.30769231 27.69230769] ; [44.69230769 32.30769231],0
v3,1,0.47478,0.51083,[16 47] ; [15 59],[14.25547445 48.74452555] ; [16.74452555 57.25547445],0
s7,1,0.506748,0.440776,[16 48] ; [15 59],[14.37681159 49.62318841] ; [16.62318841 57.37681159],0
p1,1,0.509454,0.435188,[ 2 64] ; [ 4 72],[ 2.78873239 63.21126761] ; [ 3.21126761 72.78873239],0
a1,1,0.52725,0.399689,[ 3 63] ; [ 2 75],[ 2.30769231 63.69230769] ; [ 2.69230769 74.30769231],0
n1,1,0.541552,0.372671,[ 8 22] ; [ 6 24],[ 7. 23.] ; [ 7. 23.],0
p7,1,0.609511,0.260888,[26 37] ; [27 46],[24.55147059 38.44852941] ; [28.44852941 44.55147059],0
s4,1,0.624123,0.240115,[14 52] ; [19 58],[15.23076923 50.76923077] ; [17.76923077 59.23076923],0
u2,1,0.664852,0.187683,[7 9] ; [24 24],[7.75 8.25] ; [23.25 24.75],0
r2,1,0.730137,0.118986,[57  8] ; [66 11],[56.3028169  8.6971831] ; [66.6971831 10.3028169],0
a8,1,0.772639,0.083478,[ 2 61] ; [ 3 70],[ 2.31617647 60.68382353] ; [ 2.68382353 70.31617647],0
p2,1,0.806089,0.060258,[43 23] ; [51 25],[43.69014085 22.30985915] ; [50.30985915 25.69014085],0
s3,1,0.855187,0.033308,[28 37] ; [32 45],[27.46478873 37.53521127] ; [32.53521127 44.46478873],0
b1,1,0.871599,0.026123,[24 42] ; [27 50],[23.53846154 42.46153846] ; [27.46153846 49.53846154],0
n5,1,0.933955,0.006868,[21 45] ; [25 52],[21.23076923 44.76923077] ; [24.76923077 52.23076923],0
s2,1,0.945037,0.004753,[24 41] ; [28 49],[23.8028169 41.1971831] ; [28.1971831 48.8028169],0
b5,1,0.957834,0.002795,[40 26] ; [47 30],[40.15384615 25.84615385] ; [46.84615385 30.15384615],0
