Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,28.279802,[ 20 151] ; [56 96],[ 40.23529412 130.76470588] ; [ 35.76470588 116.23529412],1
n3,1,0.367845,0.810932,[29 10] ; [24 13],[27.19736842 11.80263158] ; [25.80263158 11.19736842],0
p8,1,0.44565,0.581692,[89 82] ; [85 66],[92.40372671 78.59627329] ; [81.59627329 69.40372671],0
b3,1,0.452676,0.563942,[42 58] ; [33 57],[39.47368421 60.52631579] ; [35.52631579 54.47368421],0
b2,1,0.452676,0.563942,[42 58] ; [33 57],[39.47368421 60.52631579] ; [35.52631579 54.47368421],0
r2,1,0.463162,0.538242,[154  19] ; [139  13],[155.96615385  17.03384615] ; [137.03384615  14.96615385],0
a8,1,0.464305,0.535498,[ 17 137] ; [ 19 118],[ 19.05154639 134.94845361] ; [ 16.94845361 120.05154639],0
u4,1,0.491839,0.472501,[  1 173] ; [  2 152],[  1.59146341 172.40853659] ; [  1.40853659 152.59146341],0
a4,1,0.505921,0.442494,[78 96] ; [63 90],[75.02752294 98.97247706] ; [65.97247706 87.02752294],0
r3,1,0.511804,0.430376,[161  12] ; [146   8],[162.41896024  10.58103976] ; [144.58103976   9.41896024],0
d1,1,0.599645,0.275531,[91 83] ; [85 69],[93.36585366 80.63414634] ; [82.63414634 71.36585366],0
n2,1,0.747136,0.103954,[27 12] ; [25 13],[26.33766234 12.66233766] ; [25.66233766 12.33766234],0
v2,1,0.780609,0.077576,[93 74] ; [87 65],[94.23197492 72.76802508] ; [85.76802508 66.23197492],0
d4,1,0.800307,0.063984,[137  37] ; [123  31],[137.92682927  36.07317073] ; [122.07317073  31.92682927],0
b5,1,0.86391,0.029378,[108  66] ; [97 57],[108.75  65.25] ; [96.25 57.75],0
a2,1,0.893641,0.017875,[ 34 140] ; [ 31 123],[ 34.48170732 139.51829268] ; [ 30.51829268 123.48170732],0
d2,1,0.914148,0.011623,[ 72 101] ; [65 89],[ 72.48012232 100.51987768] ; [64.51987768 89.48012232],0
a6,1,0.931659,0.007354,[119  55] ; [106  48],[119.3597561  54.6402439] ; [105.6402439  48.3597561],0
u3,1,0.932803,0.00711,[26 24] ; [28 25],[26.21359223 23.78640777] ; [27.78640777 25.21359223],0
a7,1,0.935744,0.0065,[124  49] ; [111  43],[124.32721713  48.67278287] ; [110.67278287  43.32721713],0
v3,1,0.961172,0.00237,[ 62 107] ; [55 96],[ 61.790625 107.209375] ; [55.209375 95.790625],0
n1,1,1.0,0.0,[12 26] ; [12 26],[12. 26.] ; [12. 26.],0
