Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,42.955096,[44 11] ; [12 50],[26.32478632 28.67521368] ; [29.67521368 32.32478632],1
d5,1,0.0,35.357098,[55  2] ; [29 33],[40.23529412 16.76470588] ; [43.76470588 18.23529412],1
d4,1,0.0,34.607065,[55  1] ; [31 31],[40.81355932 15.18644068] ; [45.18644068 16.81355932],1
d3,1,1e-06,23.1775,[46 11] ; [23 39],[33.05042017 23.94957983] ; [35.94957983 26.05042017],1
a5,1,1.2e-05,19.126817,[43 14] ; [22 40],[31.13445378 25.86554622] ; [33.86554622 28.13445378],1
a4,1,2.3e-05,17.935964,[30 26] ; [10 51],[19.14529915 36.85470085] ; [20.85470085 40.14529915],1
a2,1,3.6e-05,17.074605,[18 39] ; [ 2 60],[ 9.57983193 47.42016807] ; [10.42016807 51.57983193],1
u1,1,7.6e-05,15.659667,[17 40] ; [ 2 60],[ 9.10084034 47.89915966] ; [ 9.89915966 52.10084034],1
a3,1,0.00344,8.558182,[40 17] ; [27 35],[32.09243697 24.90756303] ; [34.90756303 27.09243697],0
a7,1,0.022365,5.217176,[42 14] ; [34 28],[36.06779661 19.93220339] ; [39.93220339 22.06779661],0
p7,1,0.023623,5.122137,[20 35] ; [35 26],[26.07758621 28.92241379] ; [28.92241379 32.07758621],0
r1,1,0.027459,4.861717,[47 10] ; [40 22],[41.67226891 15.32773109] ; [45.32773109 16.67226891],0
a6,1,0.02885,4.776535,[38 19] ; [29 33],[32.09243697 24.90756303] ; [34.90756303 27.09243697],0
s1,1,0.035816,4.405833,[ 1 56] ; [ 7 54],[ 3.86440678 53.13559322] ; [ 4.13559322 56.86440678],0
r3,1,0.053003,3.74381,[52  4] ; [50 12],[48.40677966  7.59322034] ; [53.59322034  8.40677966],0
r2,1,0.062014,3.482674,[53  3] ; [52 10],[49.83050847  6.16949153] ; [55.16949153  6.83050847],0
p6,1,0.081402,3.036681,[ 8 47] ; [17 44],[11.85344828 43.14655172] ; [13.14655172 47.85344828],0
p8,1,0.091297,2.85136,[23 34] ; [16 46],[18.68067227 38.31932773] ; [20.31932773 41.68067227],0
u3,1,0.094394,2.797804,[11  6] ; [14 21],[8.17307692 8.82692308] ; [16.82692308 18.17307692],0
p3,1,0.111485,2.533043,[14 42] ; [24 38],[18.03389831 37.96610169] ; [19.96610169 42.03389831],0
n3,1,0.125847,2.343004,[11 10] ; [13  4],[13.26315789  7.73684211] ; [10.73684211  6.26315789],0
s7,1,0.16324,1.943954,[22 32] ; [17 43],[18.47368421 35.52631579] ; [20.52631579 39.47368421],0
v2,1,0.180324,1.79495,[28 28] ; [23 38],[24.41025641 31.58974359] ; [26.58974359 34.41025641],0
p10,1,0.229573,1.443506,[19 38] ; [14 46],[16.07692308 40.92307692] ; [16.92307692 43.07692308],0
s2,1,0.232455,1.425773,[23 32] ; [19 42],[19.9137931 35.0862069] ; [22.0862069 38.9137931],0
r4,1,0.296795,1.088541,[46 11] ; [45 17],[43.58823529 13.41176471] ; [47.41176471 14.58823529],0
p11,1,0.378238,0.776421,[34 23] ; [32 30],[31.61344538 25.38655462] ; [34.38655462 27.61344538],0
s5,1,0.38288,0.761436,[14 42] ; [11 49],[12.06896552 43.93103448] ; [12.93103448 47.06896552],0
n2,1,0.385831,0.752039,[13  7] ; [14  4],[14.21052632  5.78947368] ; [12.78947368  5.21052632],0
p4,1,0.431708,0.618223,[27 29] ; [25 36],[24.88888889 31.11111111] ; [27.11111111 33.88888889],0
u2,1,0.431725,0.618178,[8 8] ; [13 21],[6.72 9.28] ; [14.28 19.72],0
p5,1,0.463605,0.537177,[ 2 55] ; [ 4 58],[ 2.87394958 54.12605042] ; [ 3.12605042 58.87394958],0
v4,1,0.470467,0.520879,[52  5] ; [54  8],[50.77310924  6.22689076] ; [55.22689076  6.77310924],0
s4,1,0.478263,0.502822,[ 7 47] ; [11 51],[ 8.37931034 45.62068966] ; [ 9.62068966 52.37931034],0
b4,1,0.556339,0.346083,[37 20] ; [37 25],[35.44537815 21.55462185] ; [38.55462185 23.44537815],0
n1,1,0.577894,0.309651,[ 8 13] ; [8 9],[ 8.84210526 12.15789474] ; [7.15789474 9.84210526],0
p2,1,0.583475,0.300651,[35 22] ; [35 27],[33.52941176 23.47058824] ; [36.47058824 25.52941176],0
v1,1,0.591915,0.287363,[22 35] ; [21 41],[20.59663866 36.40336134] ; [22.40336134 39.59663866],0
n4,1,0.601493,0.27275,[42 15] ; [43 19],[40.71428571 16.28571429] ; [44.28571429 17.71428571],0
a1,1,0.613819,0.254651,[ 4 53] ; [ 3 59],[ 3.35294118 53.64705882] ; [ 3.64705882 58.35294118],0
a8,1,0.633179,0.227774,[ 4 46] ; [ 6 50],[ 4.71698113 45.28301887] ; [ 5.28301887 50.71698113],0
b5,1,0.715735,0.132616,[34 23] ; [39 23],[34.96638655 22.03361345] ; [38.03361345 23.96638655],0
b1,1,0.749708,0.101777,[32 25] ; [33 29],[31.13445378 25.86554622] ; [33.86554622 28.13445378],0
s8,1,0.78586,0.073816,[15 41] ; [15 46],[14.35897436 41.64102564] ; [15.64102564 45.35897436],0
n5,1,0.790161,0.07081,[39 18] ; [41 21],[38.31932773 18.68067227] ; [41.68067227 20.31932773],0
b3,1,0.853863,0.033927,[10 26] ; [11 26],[10.35616438 25.64383562] ; [10.64383562 26.35616438],0
b2,1,0.853863,0.033927,[10 26] ; [11 26],[10.35616438 25.64383562] ; [10.64383562 26.35616438],0
v3,1,0.859369,0.031392,[19 37] ; [22 40],[19.45762712 36.54237288] ; [21.54237288 40.45762712],0
p1,1,0.889488,0.019308,[ 5 52] ; [ 5 57],[ 4.78991597 52.21008403] ; [ 5.21008403 56.78991597],0
s3,1,0.901663,0.015267,[24 33] ; [25 36],[23.66949153 33.33050847] ; [25.33050847 35.66949153],0
s6,1,0.916826,0.010906,[29 27] ; [31 30],[28.71794872 27.28205128] ; [31.28205128 29.71794872],0
