Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,34.353163,[25 74] ; [102  61],[47.98854962 51.01145038] ; [79.01145038 83.98854962],1
r3,1,1e-06,23.786399,[83 17] ; [166   2],[92.91044776  7.08955224] ; [156.08955224  11.91044776],1
d1,1,1.4e-05,18.908973,[38 63] ; [109  59],[55.19330855 45.80669145] ; [91.80669145 76.19330855],1
d4,1,6.3e-05,15.999382,[68 33] ; [147  21],[80.72490706 20.27509294] ; [134.27509294  33.72490706],1
p11,1,0.000743,11.378445,[66 35] ; [140  28],[77.34572491 23.65427509] ; [128.65427509  39.34572491],1
d3,1,0.002358,9.247531,[55 46] ; [122  46],[66.45724907 34.54275093] ; [110.54275093  57.45724907],0
r1,1,0.005682,7.648364,[71 28] ; [143  24],[79.64661654 19.35338346] ; [134.35338346  32.64661654],0
r4,1,0.006123,7.513815,[81 20] ; [154  14],[88.23420074 12.76579926] ; [146.76579926  21.23420074],0
v4,1,0.008284,6.970984,[89 11] ; [160   5],[93.96226415  6.03773585] ; [155.03773585   9.96226415],0
s1,1,0.010207,6.598441,[ 7 91] ; [  2 164],[ 3.34090909 94.65909091] ; [  5.65909091 160.34090909],0
d5,1,0.019222,5.481163,[72 29] ; [140  28],[79.59851301 21.40148699] ; [132.40148699  35.59851301],0
p2,1,0.01953,5.453418,[75 25] ; [145  23],[82.08955224 17.91044776] ; [137.91044776  30.08955224],0
b1,1,0.021163,5.313305,[46 55] ; [ 53 115],[37.17100372 63.82899628] ; [ 61.82899628 106.17100372],0
d2,1,0.028508,4.797061,[39 62] ; [88 80],[47.68401487 53.31598513] ; [79.31598513 88.68401487],0
n6,1,0.035627,4.414848,[76 24] ; [143  23],[82.33082707 17.66917293] ; [136.66917293  29.33082707],0
p3,1,0.036211,4.387133,[38 62] ; [86 82],[46.26865672 53.73134328] ; [77.73134328 90.26865672],0
p7,1,0.038766,4.271075,[45 53] ; [98 68],[53.08333333 44.91666667] ; [89.91666667 76.08333333],0
a5,1,0.046315,3.970114,[69 32] ; [133  35],[75.84386617 25.15613383] ; [126.15613383  41.84386617],0
p8,1,0.056949,3.624089,[38 62] ; [83 83],[45.4887218 54.5112782] ; [75.5112782 90.4887218],0
s7,1,0.070121,3.280184,[34 60] ; [77 84],[40.91764706 53.08235294] ; [70.08235294 90.91764706],0
s4,1,0.075385,3.161685,[20 80] ; [ 20 147],[14.98127341 85.01872659] ; [ 25.01872659 141.98127341],0
u1,1,0.123858,2.367847,[12 89] ; [ 32 136],[16.5204461 84.4795539] ; [ 27.4795539 140.5204461],0
p10,1,0.124497,2.359815,[74 26] ; [136  30],[78.94736842 21.05263158] ; [131.05263158  34.94736842],0
s6,1,0.125203,2.350991,[59 41] ; [112  52],[64.77272727 35.22727273] ; [106.22727273  57.77272727],0
p9,1,0.128753,2.307476,[79 21] ; [143  23],[83.45864662 16.54135338] ; [138.54135338  27.45864662],0
a4,1,0.130823,2.282706,[39 61] ; [81 86],[44.94382022 55.05617978] ; [75.05617978 91.94382022],0
s8,1,0.158523,1.988258,[35 66] ; [72 94],[40.47565543 60.52434457] ; [66.52434457 99.47565543],0
s5,1,0.167257,1.907362,[25 72] ; [ 56 109],[29.98854962 67.01145038] ; [ 51.01145038 113.98854962],0
a3,1,0.197022,1.664312,[69 31] ; [128  40],[73.50746269 26.49253731] ; [123.49253731  44.50746269],0
n4,1,0.209552,1.574517,[71 29] ; [130  37],[75.28089888 24.71910112] ; [125.71910112  41.28089888],0
b5,1,0.209588,1.574269,[69 32] ; [102  66],[64.20446097 36.79553903] ; [106.79553903  61.20446097],0
a8,1,0.216557,1.52704,[11 83] ; [ 26 122],[14.37190083 79.62809917] ; [ 22.62809917 125.37190083],0
a6,1,0.236793,1.399584,[62 39] ; [115  53],[66.45724907 34.54275093] ; [110.54275093  57.45724907],0
p4,1,0.254177,1.300196,[49 52] ; [93 74],[53.51492537 47.48507463] ; [88.48507463 78.51492537],0
a2,1,0.32695,0.960941,[20 81] ; [ 42 126],[23.27881041 77.72118959] ; [ 38.72118959 129.27881041],0
n5,1,0.379287,0.773013,[75 26] ; [131  35],[77.92509363 23.07490637] ; [128.07490637  37.92509363],0
n1,1,0.394841,0.723982,[12 14] ; [12 22],[10.4 15.6] ; [13.6 20.4],0
u3,1,0.482223,0.493831,[21 11] ; [23 17],[19.55555556 12.44444444] ; [24.44444444 15.55555556],0
u2,1,0.495287,0.46502,[19 13] ; [20 19],[17.57746479 14.42253521] ; [21.42253521 17.57746479],0
a7,1,0.503724,0.447081,[67 34] ; [118  50],[69.46096654 31.53903346] ; [115.53903346  52.46096654],0
p12,1,0.583059,0.301316,[ 6 94] ; [ 13 154],[ 7.11610487 92.88389513] ; [ 11.88389513 155.11610487],0
n2,1,0.602332,0.271493,[20  6] ; [28  6],[20.8  5.2] ; [27.2  6.8],0
b2,1,0.747337,0.103783,[22 41] ; [40 67],[22.97647059 40.02352941] ; [39.02352941 67.97647059],0
b3,1,0.747337,0.103783,[22 41] ; [40 67],[22.97647059 40.02352941] ; [39.02352941 67.97647059],0
a1,1,0.762997,0.090931,[ 5 96] ; [  7 161],[ 4.50557621 96.49442379] ; [  7.49442379 160.50557621],0
r2,1,0.778275,0.07928,[94  7] ; [155  10],[94.54511278  6.45488722] ; [154.45488722  10.54511278],0
p5,1,0.804289,0.061405,[ 9 89] ; [ 17 151],[ 9.57894737 88.42105263] ; [ 16.42105263 151.57894737],0
u4,1,0.829351,0.046455,[ 2 99] ; [  4 164],[ 2.2527881 98.7472119] ; [  3.7472119 164.2527881],0
s2,1,0.87365,0.025289,[47 52] ; [80 85],[47.625 51.375] ; [79.375 85.625],0
s3,1,0.876237,0.024255,[52 47] ; [84 79],[51.38931298 47.61068702] ; [84.61068702 78.38931298],0
n3,1,0.915473,0.011265,[19  7] ; [26  9],[19.18032787  6.81967213] ; [25.81967213  9.18032787],0
p1,1,0.947562,0.004325,[ 7 94] ; [ 12 156],[ 7.133829 93.866171] ; [ 11.866171 156.133829],0
b4,1,0.988731,0.000199,[56 45] ; [93 75],[55.94423792 45.05576208] ; [93.05576208 74.94423792],0
